date	unique_recievers
2021-07-16	51053
2021-07-15	51090
2021-07-14	45898
2021-07-13	51203
2021-07-12	57565
2021-07-11	43087
2021-07-10	42436
2021-07-09	48213
2021-07-08	42262
2021-07-07	49765
2021-07-06	58062
2021-07-05	50063
2021-07-04	45521
2021-07-03	47271
2021-07-02	43323
2021-07-01	47065
2021-06-30	44818
2021-06-29	46535
2021-06-28	43767
2021-06-27	44047
2021-06-26	37764
2021-06-25	40500
2021-06-24	39910
2021-06-23	41905
2021-06-22	45298
2021-06-21	44438
2021-06-20	41828
2021-06-19	38314
2021-06-18	44977
2021-06-17	66918
2021-06-16	57795
2021-06-15	50013
2021-06-14	44627
2021-06-13	33465
2021-06-12	28865
2021-06-11	47912
2021-06-10	36041
2021-06-09	28218
2021-06-08	30474
2021-06-07	30022
2021-06-06	26002
2021-06-05	30326
2021-06-04	32503
2021-06-03	35551
2021-06-02	29466
2021-06-01	23615
2021-05-31	23114
2021-05-30	20766
2021-05-29	20509
2021-05-28	23335
2021-05-27	21425
2021-05-26	19290
2021-05-25	16637
2021-05-24	16830
2021-05-23	13499
2021-05-22	17236
2021-05-21	17803
2021-05-20	19997
2021-05-19	19203
2021-05-18	23437
2021-05-17	18744
2021-05-16	18911
2021-05-15	19787
2021-05-14	37510
2021-05-13	12705
2021-05-12	14555
2021-05-11	12228
2021-05-10	10958
2021-05-09	11801
2021-05-08	10297
2021-05-07	11780
2021-05-06	11747
2021-05-05	10381
2021-05-04	10653
2021-05-03	11869
2021-05-02	11695
2021-05-01	12631
2021-04-30	12857
2021-04-29	9760
2021-04-28	9483
2021-04-27	9303
2021-04-26	6221
2021-04-25	4525
2021-04-24	3784
2021-04-23	4749
2021-04-22	5771
2021-04-21	4073
2021-04-20	4730
2021-04-19	3392
2021-04-18	4182
2021-04-17	2639
2021-04-16	3321
2021-04-15	4018
2021-04-14	4607
2021-04-13	3185
2021-04-12	3266
2021-04-11	3363
2021-04-10	3131
2021-04-09	3509
2021-04-08	2728
2021-04-07	2454
2021-04-06	2776
2021-04-05	3065
2021-04-04	2272
2021-04-03	2392
2021-04-02	5994
2021-04-01	3041
2021-03-31	4729
2021-03-30	2289
2021-03-29	2839
2021-03-28	2655
2021-03-27	2075
2021-03-26	1838
2021-03-25	2289
2021-03-24	3359
2021-03-23	3521
2021-03-22	2531
2021-03-21	2756
2021-03-20	2337
2021-03-19	1838
2021-03-18	1921
2021-03-17	1731
2021-03-16	1656
2021-03-15	1886
2021-03-14	1900
2021-03-13	1868
2021-03-12	1902
2021-03-11	1936
2021-03-10	1975
2021-03-09	1892
2021-03-08	1567
2021-03-07	1682
2021-03-06	1319
2021-03-05	1357
2021-03-04	1699
2021-03-03	1866
2021-03-02	3042
2021-03-01	2090
2021-02-28	1694
2021-02-27	1873
2021-02-26	1355
2021-02-25	1684
2021-02-24	1470
