date	unique_recievers
2020-12-15	727190
2020-12-14	701868
2020-12-13	618742
2020-12-12	660284
2020-12-11	715780
2020-12-10	717169
2020-12-09	752988
2020-12-08	742536
2020-12-07	679908
2020-12-06	588268
2020-12-05	648189
2020-12-04	733815
2020-12-03	781531
2020-12-02	759884
2020-12-01	844869
2020-11-30	627070
2020-11-29	595812
2020-11-28	651461
2020-11-27	724047
2020-11-26	740800
2020-11-25	816316
2020-11-24	759619
2020-11-23	677706
2020-11-22	596823
2020-11-21	674141
2020-11-20	778253
2020-11-19	720975
2020-11-18	813424
2020-11-17	776139
2020-11-16	686868
2020-11-15	563938
2020-11-14	620953
2020-11-13	691533
2020-11-12	728517
2020-11-11	721123
2020-11-10	689780
2020-11-09	721610
2020-11-08	561562
2020-11-07	615027
2020-11-06	760045
2020-11-05	733571
2020-11-04	710904
2020-11-03	730873
2020-11-02	546850
2020-11-01	594968
2020-10-31	616329
2020-10-30	638517
2020-10-29	655271
2020-10-28	617423
2020-10-27	602343
2020-10-26	584176
2020-10-25	551651
2020-10-24	663207
2020-10-23	715523
2020-10-22	757188
2020-10-21	690624
2020-10-20	718819
2020-10-19	684169
2020-10-18	517464
2020-10-17	593761
2020-10-16	718271
2020-10-15	749164
2020-10-14	686348
2020-10-13	739217
2020-10-12	664375
2020-10-11	549948
2020-10-10	638741
2020-10-09	719028
2020-10-08	705110
2020-10-07	766490
2020-10-06	696740
2020-10-05	640894
2020-10-04	571118
2020-10-03	648776
2020-10-02	692249
2020-10-01	683876
2020-09-30	753761
2020-09-29	740593
2020-09-28	635849
2020-09-27	547558
2020-09-26	599258
2020-09-25	747427
2020-09-24	689298
2020-09-23	737814
2020-09-22	683271
2020-09-21	651546
2020-09-20	545833
2020-09-19	632662
2020-09-18	695545
2020-09-17	749564
2020-09-16	754461
2020-09-15	725863
2020-09-14	736300
2020-09-13	550172
2020-09-12	615217
2020-09-11	683773
2020-09-10	752856
2020-09-09	689591
2020-09-08	704013
2020-09-07	683952
2020-09-06	567418
2020-09-05	692933
2020-09-04	685333
2020-09-03	696875
2020-09-02	721089
2020-09-01	801993
2020-08-31	669335
2020-08-30	564759
2020-08-29	627729
2020-08-28	729419
2020-08-27	707315
2020-08-26	704140
2020-08-25	684417
2020-08-24	684844
2020-08-23	581828
2020-08-22	657954
2020-08-21	684234
2020-08-20	712782
2020-08-19	715605
2020-08-18	743944
2020-08-17	660103
2020-08-16	582771
2020-08-15	676534
2020-08-14	766033
2020-08-13	697689
2020-08-12	741370
2020-08-11	749229
2020-08-10	688596
2020-08-09	572719
2020-08-08	631765
2020-08-07	711576
2020-08-06	766718
2020-08-05	660141
2020-08-04	714351
2020-08-03	715496
2020-08-02	625578
2020-08-01	648465
2020-07-31	737340
2020-07-30	694809
2020-07-29	722514
2020-07-28	750077
2020-07-27	696876
2020-07-26	616123
2020-07-25	625237
2020-07-24	745555
2020-07-23	701054
2020-07-22	753373
2020-07-21	665734
2020-07-20	651708
2020-07-19	559563
2020-07-18	636776
2020-07-17	633827
2020-07-16	714003
2020-07-15	678007
2020-07-14	739143
2020-07-13	645008
2020-07-12	536711
2020-07-11	612730
2020-07-10	691749
2020-07-09	717796
2020-07-08	711172
2020-07-07	714508
2020-07-06	687458
2020-07-05	520904
2020-07-04	572926
2020-07-03	670842
2020-07-02	684047
2020-07-01	766794
2020-06-30	628966
2020-06-29	633467
2020-06-28	512520
2020-06-27	557351
2020-06-26	657483
2020-06-25	639287
2020-06-24	634056
2020-06-23	713252
2020-06-22	613015
2020-06-21	487668
2020-06-20	565255
2020-06-19	688788
2020-06-18	584219
2020-06-17	677877
2020-06-16	691496
2020-06-15	615184
2020-06-14	517837
2020-06-13	554464
2020-06-12	646651
2020-06-11	684703
2020-06-10	656690
2020-06-09	657041
