date	average_transaction_value
2023-04-02	0.657623
2023-04-01	0.766208
2023-03-31	1.547924
2023-03-30	0.918285
2023-03-29	1.149687
2023-03-28	1.142511
2023-03-27	1.339652
2023-03-26	0.678398
2023-03-25	0.841924
2023-03-24	1.522932
2023-03-23	1.612058
2023-03-22	2.454314
2023-03-21	1.279572
2023-03-20	1.45906
2023-03-19	0.964975
2023-03-18	1.58343
2023-03-17	1.67816
2023-03-16	1.306394
2023-03-15	2.099809
2023-03-14	2.35579
2023-03-13	2.342359
2023-03-12	2.055008
2023-03-11	4.302335
2023-03-10	1.964222
2023-03-09	1.429986
2023-03-08	1.251598
2023-03-07	1.016062
2023-03-06	1.194145
2023-03-05	0.605323
2023-03-04	0.702071
2023-03-03	1.312775
2023-03-02	0.992193
2023-03-01	1.087943
2023-02-28	1.072295
2023-02-27	1.473509
2023-02-26	0.861539
2023-02-25	0.785047
2023-02-24	1.153603
2023-02-23	1.054305
2023-02-22	1.360878
2023-02-21	1.147643
2023-02-20	1.075747
2023-02-19	0.776507
2023-02-18	0.830143
2023-02-17	0.950597
2023-02-16	1.49849
2023-02-15	1.397701
2023-02-14	1.29142
2023-02-13	1.58033
2023-02-12	0.636895
2023-02-11	0.927835
2023-02-10	2.169088
2023-02-09	1.393459
2023-02-08	1.287331
2023-02-07	1.09443
2023-02-06	0.949341
2023-02-05	0.739143
2023-02-04	0.86096
2023-02-03	1.274874
2023-02-02	1.440602
2023-02-01	1.168713
2023-01-31	1.074052
2023-01-30	1.496183
2023-01-29	0.804506
2023-01-28	0.837623
2023-01-27	1.054295
2023-01-26	0.890674
2023-01-25	1.663491
2023-01-24	1.33133
2023-01-23	1.257294
2023-01-22	0.813295
2023-01-21	1.078455
2023-01-20	1.341863
2023-01-19	1.319419
2023-01-18	1.424365
2023-01-17	1.43756
2023-01-16	1.342884
2023-01-15	0.661966
2023-01-14	2.024204
2023-01-13	1.649332
2023-01-12	1.681554
2023-01-11	0.995246
2023-01-10	1.07853
2023-01-09	1.276141
2023-01-08	0.629413
2023-01-07	0.510356
2023-01-06	0.98657
2023-01-05	0.948862
2023-01-04	1.717662
2023-01-03	0.748839
2023-01-02	0.721091
2023-01-01	0.696517
2022-12-31	1.188839
2022-12-30	1.269424
2022-12-29	1.07779
2022-12-28	1.042738
2022-12-27	0.82029
2022-12-26	0.610619
