date	average_transaction_value
2023-08-14	12.487266
2023-08-13	10.436232
2023-08-12	23.407455
2023-08-11	3.135511
2023-08-10	8.683607
2023-08-09	3.857154
2023-08-08	19.191807
2023-08-07	52.55117
2023-08-06	22.394902
2023-08-05	34.11087
2023-08-04	14.967979
2023-08-03	12.124527
2023-08-02	11.743567
2023-08-01	32.562051
2023-07-31	15.419509
2023-07-30	48.798699
2023-07-29	13.011504
2023-07-28	20.759803
2023-07-27	9.374022
2023-07-26	31.540544
2023-07-25	19.446263
2023-07-24	11.089496
2023-07-23	58.07039
2023-07-22	63.261468
2023-07-21	8.935741
2023-07-20	19.696289
2023-07-19	121.390055
2023-07-18	102.038089
2023-07-17	152.185797
2023-07-16	85.92112
2023-07-15	97.104454
2023-07-14	135.338823
2023-07-13	150.899398
2023-07-12	87.245453
2023-07-11	84.97242
2023-07-10	102.872549
2023-07-09	56.614168
2023-07-08	70.539996
2023-07-07	116.585652
2023-07-06	83.674992
2023-07-05	52.339259
2023-07-04	43.181851
2023-07-03	82.765831
2023-07-02	117.279891
2023-07-01	85.720564
2023-06-30	91.691247
2023-06-29	75.75718
2023-06-28	71.459086
2023-06-27	171.442556
2023-06-26	78.302195
2023-06-25	140.13671
2023-06-24	83.142627
2023-06-23	12.943999
2023-06-22	114.897259
2023-06-21	133.145215
2023-06-20	16.355869
2023-06-19	43.805886
2023-06-18	15.848174
2023-06-17	9.517524
2023-06-16	8.830844
2023-06-15	4.264997
2023-06-14	9.234539
2023-06-13	27.907915
2023-06-12	30.32369
2023-06-11	15.723949
2023-06-10	112.68887
2023-06-09	8.17552
2023-06-08	6.34103
2023-06-07	49.553629
2023-06-06	27.555986
2023-06-05	26.410751
2023-06-04	19.097174
2023-06-03	29.30564
2023-06-02	1.917396
2023-06-01	5.103471
2023-05-31	21.526171
2023-05-30	6.159291
2023-05-29	32.16127
2023-05-28	35.04226
2023-05-27	39.843728
2023-05-26	27.163108
2023-05-25	23.776844
2023-05-24	4.708368
2023-05-23	9.553073
2023-05-22	7.86643
2023-05-21	19.545713
2023-05-20	25.564063
2023-05-19	27.193075
2023-05-18	46.23022
2023-05-17	49.89281
2023-05-16	4.236748
2023-05-15	23.179228
2023-05-14	28.043383
2023-05-13	65.570836
2023-05-12	7.161794
2023-05-11	18.634932
2023-05-10	75.250706
2023-05-09	85.325603
2023-05-08	54.088184
2023-05-07	46.356801
2023-05-06	46.366621
2023-05-05	5.023834
2023-05-04	42.818087
2023-05-03	49.209734
2023-05-02	72.251686
2023-05-01	56.439145
2023-04-30	62.374894
2023-04-29	68.517491
2023-04-28	90.899716
2023-04-27	113.761084
2023-04-26	78.0937
2023-04-25	50.1056
2023-04-24	59.476835
2023-04-23	66.81345
2023-04-22	55.412831
2023-04-21	83.378094
2023-04-20	82.938011
2023-04-19	98.520036
2023-04-18	88.356222
2023-04-17	66.044576
2023-04-16	50.341735
2023-04-15	51.917033
2023-04-14	86.548219
2023-04-13	73.343346
2023-04-12	83.853147
2023-04-11	73.164695
2023-04-10	56.207835
2023-04-09	59.032705
2023-04-08	106.775925
2023-04-07	78.629643
2023-04-06	52.606675
2023-04-05	43.83632
2023-04-04	47.995079
2023-04-03	64.303979
2023-04-02	32.943198
2023-04-01	39.454588
2023-03-31	36.849214
2023-03-30	5.650494
2023-03-29	139.722517
2023-03-28	84.451936
2023-03-27	140.749599
2023-03-26	41.884589
2023-03-25	67.72903
2023-03-24	105.679025
2023-03-23	149.607478
2023-03-22	24.485856
2023-03-21	46.73073
2023-03-20	68.75343
2023-03-19	2.849643
2023-03-18	5.448257
2023-03-17	60.344524
2023-03-16	47.401291
2023-03-15	62.516006
2023-03-14	5.849933
2023-03-13	18.68654
2023-03-12	59.415081
2023-03-11	55.541109
2023-03-10	99.32111
2023-03-09	74.782096
2023-03-08	44.66978
2023-03-07	43.943896
2023-03-06	48.06862
2023-03-05	30.735302
2023-03-04	38.937444
2023-03-03	38.039337
2023-03-02	36.058951
2023-03-01	56.248411
2023-02-28	53.917887
2023-02-27	18.047641
2023-02-26	32.330822
2023-02-25	41.607217
2023-02-24	43.798021
2023-02-23	30.64096
2023-02-22	72.979963
2023-02-21	68.031493
2023-02-20	69.416448
2023-02-19	52.114447
2023-02-18	40.58321
2023-02-17	48.584358
2023-02-16	52.149181
2023-02-15	40.08966
2023-02-14	39.360776
2023-02-13	63.791219
2023-02-12	44.133653
2023-02-11	53.168239
2023-02-10	84.073016
2023-02-09	64.959229
2023-02-08	56.64633
2023-02-07	68.703357
2023-02-06	41.37119
2023-02-05	40.681217
2023-02-04	46.696758
2023-02-03	41.261933
2023-02-02	29.251492
2023-02-01	49.742066
2023-01-31	63.536932
2023-01-30	72.879912
2023-01-29	66.477714
2023-01-28	47.370349
2023-01-27	62.731591
2023-01-26	39.864905
2023-01-25	61.476812
2023-01-24	137.47274
2023-01-23	147.558974
2023-01-22	48.782486
2023-01-21	43.82368
2023-01-20	41.865671
2023-01-19	49.085386
2023-01-18	59.695276
2023-01-17	142.849166
2023-01-16	83.56169
2023-01-15	50.520403
2023-01-14	143.384017
2023-01-13	74.879386
2023-01-12	51.292813
2023-01-11	42.520841
2023-01-10	122.230823
2023-01-09	55.295269
2023-01-08	31.980898
2023-01-07	33.663835
2023-01-06	63.032774
2023-01-05	70.19051
2023-01-04	108.192034
2023-01-03	54.91313
2023-01-02	45.218797
2023-01-01	38.793356
2022-12-31	58.854684
2022-12-30	130.712657
2022-12-29	61.298354
2022-12-28	65.481333
2022-12-27	47.903646
2022-12-26	46.956968
2022-12-25	41.485133
2022-12-24	34.73067
2022-12-23	60.697646
2022-12-22	441.365641
2022-12-21	135.053213
2022-12-20	58.225574
2022-12-19	52.524156
2022-12-18	28.942534
2022-12-17	45.663253
2022-12-16	49.43476
2022-12-15	41.794293
2022-12-14	63.439959
2022-12-13	52.898863
2022-12-12	50.535349
2022-12-11	28.661227
2022-12-10	26.193728
2022-12-09	20.849114
2022-12-08	24.340475
2022-12-07	40.521542
2022-12-06	23.275596
2022-12-05	39.770461
2022-12-04	23.335367
2022-12-03	21.482788
2022-12-02	30.772363
2022-12-01	62.208185
2022-11-30	65.750167
2022-11-29	58.172755
2022-11-28	60.47258
2022-11-27	43.831307
2022-11-26	38.049021
2022-11-25	38.709327
2022-11-24	41.180932
2022-11-23	59.752874
2022-11-22	56.83846
2022-11-21	51.219108
2022-11-20	42.573536
2022-11-19	38.510002
2022-11-18	52.427984
2022-11-17	37.977635
2022-11-16	58.63633
2022-11-15	74.625515
2022-11-14	143.421667
2022-11-13	52.693157
2022-11-12	55.506322
