date	total_num_addresses
2020-07-04	817057
2020-07-03	954683
2020-07-02	968985
2020-07-01	1091883
2020-06-30	938812
2020-06-29	950697
2020-06-28	699408
2020-06-27	784452
2020-06-26	945633
2020-06-25	898830
2020-06-24	936111
2020-06-23	1044734
2020-06-22	846995
2020-06-21	726175
2020-06-20	780726
2020-06-19	960310
2020-06-18	856951
2020-06-17	933528
2020-06-16	992090
2020-06-15	874857
2020-06-14	703360
2020-06-13	822890
2020-06-12	929963
2020-06-11	1051109
2020-06-10	918863
2020-06-09	940560
2020-06-08	980377
2020-06-07	700237
2020-06-06	791428
2020-06-05	927188
2020-06-04	912565
2020-06-03	961251
2020-06-02	902307
2020-06-01	889872
2020-05-31	806377
2020-05-30	915981
2020-05-29	858638
2020-05-28	874348
2020-05-27	914536
2020-05-26	876092
2020-05-25	831210
2020-05-24	814572
2020-05-23	853635
2020-05-22	802123
2020-05-21	927079
2020-05-20	880458
2020-05-19	893883
2020-05-18	969202
2020-05-17	775036
2020-05-16	884995
2020-05-15	901217
2020-05-14	885249
2020-05-13	860632
2020-05-12	966723
2020-05-11	1001130
2020-05-10	884533
2020-05-09	919601
2020-05-08	958464
2020-05-07	1018694
2020-05-06	983514
2020-05-05	981599
2020-05-04	903205
2020-05-03	915872
2020-05-02	995598
2020-05-01	950575
2020-04-30	955268
2020-04-29	919164
2020-04-28	943523
2020-04-27	883071
2020-04-26	716591
2020-04-25	835211
2020-04-24	903172
2020-04-23	949362
2020-04-22	756886
2020-04-21	826820
2020-04-20	861163
2020-04-19	721017
2020-04-18	875649
2020-04-17	856386
2020-04-16	880877
2020-04-15	945210
2020-04-14	836310
2020-04-13	790180
2020-04-12	616567
2020-04-11	643484
2020-04-10	750288
2020-04-09	734627
2020-04-08	787342
2020-04-07	956984
2020-04-06	780520
2020-04-05	608720
2020-04-04	666600
2020-04-03	764473
2020-04-02	815117
2020-04-01	819464
2020-03-31	834050
2020-03-30	788798
2020-03-29	592536
2020-03-28	637889
2020-03-27	850337
2020-03-26	893980
2020-03-25	598712
2020-03-24	742260
2020-03-23	689405
2020-03-22	564483
2020-03-21	668556
2020-03-20	741538
2020-03-19	721003
2020-03-18	637093
2020-03-17	767792
2020-03-16	738358
2020-03-15	655029
2020-03-14	778463
2020-03-13	790528
2020-03-12	928287
2020-03-11	727804
2020-03-10	826647
2020-03-09	826066
2020-03-08	660606
2020-03-07	695748
2020-03-06	818398
2020-03-05	806481
2020-03-04	891259
2020-03-03	854329
2020-03-02	838460
2020-03-01	693012
2020-02-29	691341
2020-02-28	818281
2020-02-27	795263
2020-02-26	787332
2020-02-25	753553
2020-02-24	776140
2020-02-23	626125
2020-02-22	693755
2020-02-21	788126
2020-02-20	780227
2020-02-19	806844
2020-02-18	797723
2020-02-17	793229
2020-02-16	659491
2020-02-15	771499
2020-02-14	743762
2020-02-13	842953
2020-02-12	826232
2020-02-11	906170
2020-02-10	721478
2020-02-09	705457
2020-02-08	741496
2020-02-07	881461
2020-02-06	762755
2020-02-05	854413
2020-02-04	781460
2020-02-03	880626
2020-02-02	742165
2020-02-01	735593
2020-01-31	788227
2020-01-30	779424
2020-01-29	792832
2020-01-28	836582
2020-01-27	714325
2020-01-26	589726
2020-01-25	667450
2020-01-24	747701
2020-01-23	785637
2020-01-22	801211
2020-01-21	771496
2020-01-20	753896
2020-01-19	653912
2020-01-18	652540
2020-01-17	774012
2020-01-16	761525
2020-01-15	787490
2020-01-14	867310
2020-01-13	700552
2020-01-12	614378
2020-01-11	679792
2020-01-10	804292
2020-01-09	798148
2020-01-08	762152
2020-01-07	793752
2020-01-06	738884
2020-01-05	617940
2020-01-04	638070
2020-01-03	733099
2020-01-02	696061
2020-01-01	543325
2019-12-31	686605
2019-12-30	750636
2019-12-29	606660
2019-12-28	651017
2019-12-27	725751
2019-12-26	659669
2019-12-25	560851
2019-12-24	684733
2019-12-23	724032
2019-12-22	608464
2019-12-21	645839
2019-12-20	731570
2019-12-19	747228
2019-12-18	759545
2019-12-17	907264
2019-12-16	811549
2019-12-15	661886
2019-12-14	650993
2019-12-13	749138
2019-12-12	741807
2019-12-11	808846
2019-12-10	821791
2019-12-09	802840
2019-12-08	610741
2019-12-07	680070
2019-12-06	764220
2019-12-05	750875
2019-12-04	782018
2019-12-03	772416
2019-12-02	754563
2019-12-01	626684
2019-11-30	693647
2019-11-29	750134
2019-11-28	722124
2019-11-27	845211
2019-11-26	799457
2019-11-25	682392
2019-11-24	579123
2019-11-23	692979
2019-11-22	823718
2019-11-21	810934
2019-11-20	721713
2019-11-19	850199
2019-11-18	706583
2019-11-17	618290
2019-11-16	703108
2019-11-15	783649
2019-11-14	770964
2019-11-13	778776
2019-11-12	697597
2019-11-11	721190
2019-11-10	608540
2019-11-09	747618
2019-11-08	740142
2019-11-07	803598
2019-11-06	854864
2019-11-05	811465
2019-11-04	760820
2019-11-03	650360
2019-11-02	649866
2019-11-01	811229
2019-10-31	721479
2019-10-30	745381
2019-10-29	745317
2019-10-28	770522
2019-10-27	608889
2019-10-26	783057
2019-10-25	806794
2019-10-24	732414
2019-10-23	768722
2019-10-22	749792
2019-10-21	763038
2019-10-20	593306
2019-10-19	654735
2019-10-18	699255
2019-10-17	751155
2019-10-16	763139
2019-10-15	732096
2019-10-14	714529
2019-10-13	564137
2019-10-12	614227
2019-10-11	751493
2019-10-10	756672
2019-10-09	720117
2019-10-08	743943
2019-10-07	760241
2019-10-06	584930
2019-10-05	658270
2019-10-04	733685
2019-10-03	723661
2019-10-02	734492
2019-10-01	792546
2019-09-30	759048
2019-09-29	581939
2019-09-28	652682
2019-09-27	721178
2019-09-26	773419
2019-09-25	825103
2019-09-24	863866
2019-09-23	745122
2019-09-22	625449
2019-09-21	673285
2019-09-20	758288
2019-09-19	758469
2019-09-18	887035
2019-09-17	808713
2019-09-16	801535
2019-09-15	587576
2019-09-14	682788
2019-09-13	783394
2019-09-12	775111
2019-09-11	821400
2019-09-10	832883
2019-09-09	790664
2019-09-08	593894
2019-09-07	643202
2019-09-06	816899
2019-09-05	762227
2019-09-04	770403
2019-09-03	825786
2019-09-02	750534
2019-09-01	591637
2019-08-31	636292
2019-08-30	756677
2019-08-29	761717
2019-08-28	738073
2019-08-27	753395
2019-08-26	771525
2019-08-25	546990
2019-08-24	726337
2019-08-23	815080
2019-08-22	848259
2019-08-21	791958
2019-08-20	776189
2019-08-19	727138
2019-08-18	559206
2019-08-17	597735
2019-08-16	716590
2019-08-15	740777
2019-08-14	787817
2019-08-13	916637
2019-08-12	683471
2019-08-11	573508
2019-08-10	639080
2019-08-09	773649
2019-08-08	846611
2019-08-07	871200
2019-08-06	885062
2019-08-05	820648
2019-08-04	609533
2019-08-03	653484
2019-08-02	803424
2019-08-01	784671
2019-07-31	804228
2019-07-30	770270
2019-07-29	753702
2019-07-28	556661
2019-07-27	610543
2019-07-26	777937
2019-07-25	802462
2019-07-24	741865
2019-07-23	737011
2019-07-22	731341
2019-07-21	569001
2019-07-20	750063
2019-07-19	763382
2019-07-18	764256
2019-07-17	768199
2019-07-16	819215
2019-07-15	791104
2019-07-14	625446
2019-07-13	687624
2019-07-12	940406
2019-07-11	804123
2019-07-10	820440
2019-07-09	846357
2019-07-08	863272
2019-07-07	637489
2019-07-06	711108
2019-07-05	854082
2019-07-04	853837
2019-07-03	928004
2019-07-02	925034
2019-07-01	862809
2019-06-30	710855
2019-06-29	892393
2019-06-28	1039984
2019-06-27	921095
2019-06-26	1067038
2019-06-25	942990
2019-06-24	1002172
2019-06-23	932668
2019-06-22	875146
2019-06-21	867237
2019-06-20	851976
2019-06-19	940654
2019-06-18	982557
2019-06-17	823860
2019-06-16	723849
2019-06-15	893180
2019-06-14	1060602
2019-06-13	926412
2019-06-12	824197
2019-06-11	869309
2019-06-10	833904
2019-06-09	610433
2019-06-08	661535
2019-06-07	888602
2019-06-06	852883
2019-06-05	908415
2019-06-04	939577
2019-06-03	758320
2019-06-02	731098
2019-06-01	881660
2019-05-31	791688
2019-05-30	887741
2019-05-29	932901
2019-05-28	985719
2019-05-27	920997
2019-05-26	705386
2019-05-25	749293
2019-05-24	897989
2019-05-23	870437
2019-05-22	912107
2019-05-21	919192
2019-05-20	869875
2019-05-19	786670
2019-05-18	887987
2019-05-17	934336
2019-05-16	912985
2019-05-15	906193
2019-05-14	928465
2019-05-13	905136
2019-05-12	855440
2019-05-11	802405
2019-05-10	808103
2019-05-09	856022
2019-05-08	872619
2019-05-07	785306
2019-05-06	801591
2019-05-05	652096
2019-05-04	694252
2019-05-03	837488
2019-05-02	828841
2019-05-01	802691
2019-04-30	865426
2019-04-29	828573
2019-04-28	637889
2019-04-27	653097
2019-04-26	808788
2019-04-25	793482
2019-04-24	918384
2019-04-23	744630
2019-04-22	684024
2019-04-21	736169
2019-04-20	727204
2019-04-19	828920
2019-04-18	784146
2019-04-17	782031
2019-04-16	805383
2019-04-15	812394
2019-04-14	632313
2019-04-13	634235
2019-04-12	807079
2019-04-11	853807
2019-04-10	820131
2019-04-09	809788
2019-04-08	815867
2019-04-07	663859
2019-04-06	716047
2019-04-05	925289
2019-04-04	839066
2019-04-03	897707
2019-04-02	931387
2019-04-01	742925
2019-03-31	691799
2019-03-30	735911
2019-03-29	809947
2019-03-28	816964
2019-03-27	823614
2019-03-26	725012
2019-03-25	738507
2019-03-24	569880
2019-03-23	593810
2019-03-22	735026
2019-03-21	721365
2019-03-20	753347
2019-03-19	764409
2019-03-18	729520
2019-03-17	549122
2019-03-16	624234
2019-03-15	732220
2019-03-14	754397
2019-03-13	728433
2019-03-12	710449
2019-03-11	762249
2019-03-10	530849
2019-03-09	611435
2019-03-08	722941
2019-03-07	700381
2019-03-06	748454
2019-03-05	718015
2019-03-04	700424
2019-03-03	595430
2019-03-02	664627
2019-03-01	752393
2019-02-28	723161
2019-02-27	706548
2019-02-26	734105
2019-02-25	698360
2019-02-24	600042
2019-02-23	600634
2019-02-22	765893
2019-02-21	671016
2019-02-20	719167
2019-02-19	748424
2019-02-18	719362
2019-02-17	568092
2019-02-16	642958
2019-02-15	645085
2019-02-14	659013
2019-02-13	792204
2019-02-12	842858
2019-02-11	723279
2019-02-10	537945
2019-02-09	604407
2019-02-08	727382
2019-02-07	685367
2019-02-06	722314
2019-02-05	683680
2019-02-04	650416
2019-02-03	561526
2019-02-02	597362
2019-02-01	700878
2019-01-31	678650
2019-01-30	647204
2019-01-29	664300
2019-01-28	666174
2019-01-27	532591
2019-01-26	621149
2019-01-25	657356
2019-01-24	660872
2019-01-23	708846
2019-01-22	626613
2019-01-21	631330
2019-01-20	549773
2019-01-19	557299
2019-01-18	652367
2019-01-17	636329
2019-01-16	678059
2019-01-15	645081
2019-01-14	636617
2019-01-13	518576
2019-01-12	542093
2019-01-11	655751
2019-01-10	680078
2019-01-09	646347
2019-01-08	655007
2019-01-07	633246
2019-01-06	545467
2019-01-05	545846
2019-01-04	615961
2019-01-03	630077
2019-01-02	613261
2019-01-01	461105
2018-12-31	581317
2018-12-30	566963
2018-12-29	595184
2018-12-28	671839
2018-12-27	651466
2018-12-26	578227
2018-12-25	526841
2018-12-24	613783
2018-12-23	556098
2018-12-22	580350
2018-12-21	684456
2018-12-20	674536
2018-12-19	734734
2018-12-18	669403
2018-12-17	727582
2018-12-16	560839
2018-12-15	629936
2018-12-14	723450
2018-12-13	669120
2018-12-12	649869
2018-12-11	643565
2018-12-10	642160
2018-12-09	545200
2018-12-08	557725
2018-12-07	680079
2018-12-06	678431
2018-12-05	623076
2018-12-04	697990
2018-12-03	594029
2018-12-02	529374
2018-12-01	611585
2018-11-30	611146
2018-11-29	627382
2018-11-28	634492
2018-11-27	664504
2018-11-26	649621
2018-11-25	588419
2018-11-24	602095
2018-11-23	658702
2018-11-22	674777
2018-11-21	642219
2018-11-20	781612
2018-11-19	693761
2018-11-18	572212
2018-11-17	616227
2018-11-16	728953
2018-11-15	736412
2018-11-14	746378
2018-11-13	669519
2018-11-12	708464
2018-11-11	614666
2018-11-10	616864
2018-11-09	725173
2018-11-08	721536
2018-11-07	727200
2018-11-06	715671
2018-11-05	736330
2018-11-04	638497
2018-11-03	664462
2018-11-02	789905
2018-11-01	716325
2018-10-31	732516
2018-10-30	722192
2018-10-29	732345
2018-10-28	583240
2018-10-27	599637
2018-10-26	705500
2018-10-25	674946
2018-10-24	652136
2018-10-23	697985
2018-10-22	692314
2018-10-21	572486
2018-10-20	611379
2018-10-19	701213
2018-10-18	670447
2018-10-17	688109
2018-10-16	694685
2018-10-15	716731
2018-10-14	533594
2018-10-13	583522
2018-10-12	704003
2018-10-11	699363
2018-10-10	653131
2018-10-09	632009
2018-10-08	656648
2018-10-07	607630
2018-10-06	597479
2018-10-05	697142
2018-10-04	652955
2018-10-03	703346
2018-10-02	686740
2018-10-01	682978
2018-09-30	543253
2018-09-29	563086
2018-09-28	684920
2018-09-27	645101
2018-09-26	638491
2018-09-25	659797
2018-09-24	625278
2018-09-23	517479
2018-09-22	573260
2018-09-21	727401
2018-09-20	641789
2018-09-19	646913
2018-09-18	648567
2018-09-17	640997
2018-09-16	476502
2018-09-15	563724
2018-09-14	626748
2018-09-13	614272
2018-09-12	606273
2018-09-11	657659
2018-09-10	619760
2018-09-09	512601
2018-09-08	551231
2018-09-07	695708
2018-09-06	674168
2018-09-05	671171
2018-09-04	635288
2018-09-03	619115
2018-09-02	501961
2018-09-01	572708
2018-08-31	657088
2018-08-30	627437
2018-08-29	677005
2018-08-28	669852
2018-08-27	670286
2018-08-26	506696
2018-08-25	553307
2018-08-24	637445
2018-08-23	575309
2018-08-22	644814
2018-08-21	595311
2018-08-20	629941
2018-08-19	518565
2018-08-18	508161
2018-08-17	659137
2018-08-16	627176
2018-08-15	690139
2018-08-14	665106
2018-08-13	618980
2018-08-12	483751
2018-08-11	531739
2018-08-10	664519
2018-08-09	636348
2018-08-08	657844
2018-08-07	713514
2018-08-06	660988
2018-08-05	501318
2018-08-04	548835
2018-08-03	696718
2018-08-02	640776
2018-08-01	713287
2018-07-31	697539
2018-07-30	643271
2018-07-29	490273
2018-07-28	570157
2018-07-27	726245
2018-07-26	648173
2018-07-25	785007
2018-07-24	728369
2018-07-23	717809
2018-07-22	463902
2018-07-21	511231
2018-07-20	659346
2018-07-19	645071
2018-07-18	780118
2018-07-17	696983
2018-07-16	591036
2018-07-15	515490
2018-07-14	816904
2018-07-13	940736
2018-07-12	952133
2018-07-11	625249
2018-07-10	674996
2018-07-09	636033
2018-07-08	499531
2018-07-07	482580
2018-07-06	655859
2018-07-05	554487
2018-07-04	619779
2018-07-03	667943
2018-07-02	647264
2018-07-01	491879
2018-06-30	575034
2018-06-29	597323
2018-06-28	562176
2018-06-27	596895
2018-06-26	620530
2018-06-25	622576
2018-06-24	465351
2018-06-23	490606
2018-06-22	628367
2018-06-21	572851
2018-06-20	593528
2018-06-19	630701
2018-06-18	581840
2018-06-17	442321
2018-06-16	448709
2018-06-15	637867
2018-06-14	592409
2018-06-13	668119
2018-06-12	662459
2018-06-11	596633
2018-06-10	537058
2018-06-09	498294
2018-06-08	655501
2018-06-07	641565
2018-06-06	657356
2018-06-05	661376
2018-06-04	708308
2018-06-03	536366
2018-06-02	528261
2018-06-01	697999
2018-05-31	633570
2018-05-30	598661
2018-05-29	610910
2018-05-28	597039
2018-05-27	447062
2018-05-26	472333
2018-05-25	624360
2018-05-24	576660
2018-05-23	648114
2018-05-22	593732
2018-05-21	628005
2018-05-20	480119
2018-05-19	520662
2018-05-18	710771
2018-05-17	635087
2018-05-16	611010
2018-05-15	645896
2018-05-14	641742
2018-05-13	488183
2018-05-12	594827
2018-05-11	765655
2018-05-10	623605
2018-05-09	617853
2018-05-08	675731
2018-05-07	667042
2018-05-06	539977
2018-05-05	634526
2018-05-04	702444
2018-05-03	670349
2018-05-02	689284
2018-05-01	638057
2018-04-30	648401
2018-04-29	549012
2018-04-28	580639
2018-04-27	681912
2018-04-26	666593
2018-04-25	694533
2018-04-24	783122
2018-04-23	651279
2018-04-22	515379
2018-04-21	625491
2018-04-20	658440
2018-04-19	649807
2018-04-18	593728
2018-04-17	613343
2018-04-16	742491
2018-04-15	591039
2018-04-14	497549
2018-04-13	654807
2018-04-12	625416
2018-04-11	543094
2018-04-10	571412
2018-04-09	549006
2018-04-08	410502
2018-04-07	504278
2018-04-06	643506
2018-04-05	539742
2018-04-04	572121
2018-04-03	599016
2018-04-02	498636
2018-04-01	427489
2018-03-31	483684
2018-03-30	575601
2018-03-29	570132
2018-03-28	548051
2018-03-27	608149
2018-03-26	589103
2018-03-25	446626
2018-03-24	542035
2018-03-23	629230
2018-03-22	600305
2018-03-21	579292
2018-03-20	574335
2018-03-19	588000
2018-03-18	539648
2018-03-17	464245
2018-03-16	598710
2018-03-15	622464
2018-03-14	579629
2018-03-13	771468
2018-03-12	851084
2018-03-11	888958
2018-03-10	814934
2018-03-09	887960
2018-03-08	920570
2018-03-07	928851
2018-03-06	845625
2018-03-05	854266
2018-03-04	805403
2018-03-03	935002
2018-03-02	752596
2018-03-01	824240
2018-02-28	809779
2018-02-27	720090
2018-02-26	675606
2018-02-25	531590
2018-02-24	707478
2018-02-23	743339
2018-02-22	717202
2018-02-21	709530
2018-02-20	718120
2018-02-19	853281
2018-02-18	733485
2018-02-17	773685
2018-02-16	777060
2018-02-15	792480
2018-02-14	941608
2018-02-13	856261
2018-02-12	918494
2018-02-11	821981
2018-02-10	746239
2018-02-09	778811
2018-02-08	750412
2018-02-07	819765
2018-02-06	1007028
2018-02-05	910410
2018-02-04	727585
2018-02-03	722943
2018-02-02	859632
2018-02-01	848865
2018-01-31	681635
2018-01-30	845783
2018-01-29	785522
2018-01-28	777053
2018-01-27	876974
2018-01-26	813618
2018-01-25	847796
2018-01-24	953050
2018-01-23	937619
2018-01-22	951619
2018-01-21	991753
2018-01-20	979236
2018-01-19	1033373
2018-01-18	1060979
2018-01-17	1097689
2018-01-16	1006185
2018-01-15	959309
2018-01-14	972468
2018-01-13	948768
2018-01-12	1158813
2018-01-11	1230730
2018-01-10	1131299
2018-01-09	1156807
2018-01-08	1165435
2018-01-07	1133382
2018-01-06	1178753
2018-01-05	1074215
2018-01-04	1261665
2018-01-03	1138158
2018-01-02	1147833
2018-01-01	971215
2017-12-31	1011390
2017-12-30	1014272
2017-12-29	1100149
2017-12-28	1008308
2017-12-27	1036878
2017-12-26	917770
2017-12-25	884229
2017-12-24	1028472
2017-12-23	989778
2017-12-22	1118979
2017-12-21	1006303
2017-12-20	1030900
2017-12-19	1054026
2017-12-18	1204506
2017-12-17	1182589
2017-12-16	1142998
2017-12-15	1186295
2017-12-14	1289172
2017-12-13	1266277
2017-12-12	1101611
2017-12-11	1157672
2017-12-10	1081860
2017-12-09	1192760
2017-12-08	1129057
2017-12-07	1074279
2017-12-06	1243969
2017-12-05	1162235
2017-12-04	1154127
2017-12-03	1032301
2017-12-02	965635
2017-12-01	1149321
2017-11-30	1089772
2017-11-29	1136365
2017-11-28	1030379
2017-11-27	1064910
2017-11-26	942272
2017-11-25	945295
2017-11-24	917417
2017-11-23	964629
2017-11-22	875893
2017-11-21	1002106
2017-11-20	993656
2017-11-19	912452
2017-11-18	853524
2017-11-17	996197
2017-11-16	907546
2017-11-15	954914
2017-11-14	820592
2017-11-13	922985
2017-11-12	600267
2017-11-11	580285
2017-11-10	798478
2017-11-09	949958
2017-11-08	866204
2017-11-07	947186
2017-11-06	829421
2017-11-05	808762
2017-11-04	805930
2017-11-03	821734
2017-11-02	922062
2017-11-01	967634
2017-10-31	833764
2017-10-30	895467
2017-10-29	924869
2017-10-28	557169
2017-10-27	675820
2017-10-26	738100
2017-10-25	926100
2017-10-24	962656
2017-10-23	881597
2017-10-22	909573
2017-10-21	809071
2017-10-20	854048
2017-10-19	914723
2017-10-18	822776
2017-10-17	878772
2017-10-16	854172
2017-10-15	830841
2017-10-14	802715
2017-10-13	822103
2017-10-12	787272
2017-10-11	785188
2017-10-10	830235
2017-10-09	804344
2017-10-08	693180
2017-10-07	675356
2017-10-06	823148
2017-10-05	731053
2017-10-04	642436
2017-10-03	789969
2017-10-02	818801
2017-10-01	627850
2017-09-30	632166
2017-09-29	749352
2017-09-28	764653
2017-09-27	696320
2017-09-26	734006
2017-09-25	661983
2017-09-24	536331
2017-09-23	572873
2017-09-22	653300
2017-09-21	699463
2017-09-20	625106
2017-09-19	793721
2017-09-18	677054
2017-09-17	592822
2017-09-16	651462
2017-09-15	839597
2017-09-14	778850
2017-09-13	723604
2017-09-12	715977
2017-09-11	740040
2017-09-10	562566
2017-09-09	631540
2017-09-08	831233
2017-09-07	773169
2017-09-06	780740
2017-09-05	789682
2017-09-04	758033
2017-09-03	590837
2017-09-02	700573
2017-09-01	787641
2017-08-31	802342
2017-08-30	804606
2017-08-29	802531
2017-08-28	657289
2017-08-27	767714
2017-08-26	620764
2017-08-25	580873
2017-08-24	550862
2017-08-23	846625
2017-08-22	532361
2017-08-21	637529
2017-08-20	621899
2017-08-19	721026
2017-08-18	763319
2017-08-17	879024
2017-08-16	691449
2017-08-15	825387
2017-08-14	692104
2017-08-13	709669
2017-08-12	697206
2017-08-11	741169
2017-08-10	736567
2017-08-09	710242
2017-08-08	793854
2017-08-07	686861
2017-08-06	542263
2017-08-05	662040
2017-08-04	669245
2017-08-03	599416
2017-08-02	595251
2017-08-01	480718
2017-07-31	710260
2017-07-30	574465
2017-07-29	650841
2017-07-28	689042
2017-07-27	689863
2017-07-26	671131
2017-07-25	703420
2017-07-24	680062
2017-07-23	538475
2017-07-22	653793
2017-07-21	754509
2017-07-20	661661
2017-07-19	721931
2017-07-18	815536
2017-07-17	696719
2017-07-16	613814
2017-07-15	639495
2017-07-14	643748
2017-07-13	684759
2017-07-12	754337
2017-07-11	775095
2017-07-10	775801
2017-07-09	553222
2017-07-08	645693
2017-07-07	741956
2017-07-06	629688
2017-07-05	658024
2017-07-04	722198
2017-07-03	672266
2017-07-02	608987
2017-07-01	647826
2017-06-30	727417
2017-06-29	624172
2017-06-28	749164
2017-06-27	700130
2017-06-26	707638
2017-06-25	538529
2017-06-24	649568
2017-06-23	715885
2017-06-22	739184
2017-06-21	758122
2017-06-20	745136
2017-06-19	733099
2017-06-18	631933
2017-06-17	667827
2017-06-16	732364
2017-06-15	799478
2017-06-14	746991
2017-06-13	771394
2017-06-12	725777
2017-06-11	669902
2017-06-10	705037
2017-06-09	769003
2017-06-08	824752
2017-06-07	882021
2017-06-06	805562
2017-06-05	770564
2017-06-04	738057
2017-06-03	887640
2017-06-02	729203
2017-06-01	841940
2017-05-31	822814
2017-05-30	851547
2017-05-29	773589
2017-05-28	860215
2017-05-27	896081
2017-05-26	822114
2017-05-25	846813
2017-05-24	814969
2017-05-23	881824
2017-05-22	775500
2017-05-21	793969
2017-05-20	854723
2017-05-19	811073
2017-05-18	744563
2017-05-17	765222
2017-05-16	662457
2017-05-15	829143
2017-05-14	896627
2017-05-13	796331
2017-05-12	749974
2017-05-11	708026
2017-05-10	740812
2017-05-09	798779
2017-05-08	894501
2017-05-07	794066
2017-05-06	877650
2017-05-05	666643
2017-05-04	855571
2017-05-03	693523
2017-05-02	793139
2017-05-01	716349
2017-04-30	738955
2017-04-29	837083
2017-04-28	730815
2017-04-27	727280
2017-04-26	771922
2017-04-25	742833
2017-04-24	611649
2017-04-23	647988
2017-04-22	695315
2017-04-21	797398
2017-04-20	691989
2017-04-19	727714
2017-04-18	715616
2017-04-17	608594
2017-04-16	595592
2017-04-15	689879
2017-04-14	705778
2017-04-13	616904
2017-04-12	694225
2017-04-11	762554
2017-04-10	695999
2017-04-09	666532
2017-04-08	603135
2017-04-07	729776
2017-04-06	707107
2017-04-05	753537
2017-04-04	639720
2017-04-03	745400
2017-04-02	659287
2017-04-01	643936
2017-03-31	634614
2017-03-30	708778
2017-03-29	689325
2017-03-28	739715
2017-03-27	604343
2017-03-26	591405
2017-03-25	619575
2017-03-24	714958
2017-03-23	684539
2017-03-22	748042
2017-03-21	697181
2017-03-20	657207
2017-03-19	679122
2017-03-18	688602
2017-03-17	719835
2017-03-16	741421
2017-03-15	680432
2017-03-14	744191
2017-03-13	696369
2017-03-12	596814
2017-03-11	700488
2017-03-10	750291
2017-03-09	712606
2017-03-08	697316
2017-03-07	751777
2017-03-06	687505
2017-03-05	698112
2017-03-04	626904
2017-03-03	736366
2017-03-02	740534
2017-03-01	693531
2017-02-28	711021
2017-02-27	666849
2017-02-26	660039
2017-02-25	756336
2017-02-24	768914
2017-02-23	702509
2017-02-22	636232
2017-02-21	647509
2017-02-20	660622
2017-02-19	600447
2017-02-18	692667
2017-02-17	698688
2017-02-16	674048
2017-02-15	636426
2017-02-14	681184
2017-02-13	672274
2017-02-12	571383
2017-02-11	631522
2017-02-10	661068
2017-02-09	761694
2017-02-08	667561
2017-02-07	719291
2017-02-06	620842
2017-02-05	693085
2017-02-04	657814
2017-02-03	717712
2017-02-02	641874
2017-02-01	793057
2017-01-31	679601
2017-01-30	646742
2017-01-29	647475
2017-01-28	663149
2017-01-27	664609
2017-01-26	727690
2017-01-25	713203
2017-01-24	725088
2017-01-23	621707
2017-01-22	566601
2017-01-21	638695
2017-01-20	665649
2017-01-19	688533
2017-01-18	652518
2017-01-17	660229
2017-01-16	635067
2017-01-15	554307
2017-01-14	595370
2017-01-13	593639
2017-01-12	626371
2017-01-11	640611
2017-01-10	703934
2017-01-09	612983
2017-01-08	599742
2017-01-07	649279
2017-01-06	719666
2017-01-05	653187
2017-01-04	699023
2017-01-03	656631
2017-01-02	706004
2017-01-01	465501
2016-12-31	573846
2016-12-30	644375
2016-12-29	656761
2016-12-28	662997
2016-12-27	650563
2016-12-26	591799
2016-12-25	472776
2016-12-24	553797
2016-12-23	666292
2016-12-22	687018
2016-12-21	708870
2016-12-20	654479
2016-12-19	662361
2016-12-18	567437
2016-12-17	588896
2016-12-16	641112
2016-12-15	614039
2016-12-14	622713
2016-12-13	667959
2016-12-12	640595
2016-12-11	572051
2016-12-10	598160
2016-12-09	619016
2016-12-08	656085
2016-12-07	772764
2016-12-06	752107
2016-12-05	673204
2016-12-04	647498
2016-12-03	709304
2016-12-02	734332
2016-12-01	599176
2016-11-30	640448
2016-11-29	653139
2016-11-28	711477
2016-11-27	574090
2016-11-26	668055
2016-11-25	687120
2016-11-24	737208
2016-11-23	647968
2016-11-22	610870
2016-11-21	611177
2016-11-20	581201
2016-11-19	581466
2016-11-18	628713
2016-11-17	630313
2016-11-16	619114
2016-11-15	655879
2016-11-14	635432
2016-11-13	541238
2016-11-12	573771
2016-11-11	560192
2016-11-10	614029
2016-11-09	616611
2016-11-08	665456
2016-11-07	631014
2016-11-06	522317
2016-11-05	559093
2016-11-04	550065
2016-11-03	596124
2016-11-02	587580
2016-11-01	604939
2016-10-31	581814
2016-10-30	474170
2016-10-29	543922
2016-10-28	572668
2016-10-27	724967
2016-10-26	615605
2016-10-25	620109
2016-10-24	583734
2016-10-23	527516
2016-10-22	526716
2016-10-21	587039
2016-10-20	626591
2016-10-19	461988
2016-10-18	592884
2016-10-17	552870
2016-10-16	485071
2016-10-15	504150
2016-10-14	534462
2016-10-13	550455
2016-10-12	548243
2016-10-11	605153
2016-10-10	516746
2016-10-09	513099
2016-10-08	552764
2016-10-07	580458
2016-10-06	623619
2016-10-05	587930
2016-10-04	603043
2016-10-03	631275
2016-10-02	464351
2016-10-01	502197
2016-09-30	562554
2016-09-29	555925
2016-09-28	549569
2016-09-27	551598
2016-09-26	542751
2016-09-25	467720
2016-09-24	475437
2016-09-23	490768
2016-09-22	498853
2016-09-21	516795
2016-09-20	535708
2016-09-19	506923
2016-09-18	467798
2016-09-17	511960
2016-09-16	476784
2016-09-15	496662
2016-09-14	493955
2016-09-13	532514
2016-09-12	512355
2016-09-11	460209
