date	num_transactions
2023-04-11	2808157
2023-04-10	2819758
2023-04-09	2821717
2023-04-08	2805816
2023-04-07	2880899
2023-04-06	3001630
2023-04-05	2952508
2023-04-04	2942514
2023-04-03	2909028
2023-04-02	2677577
2023-04-01	2843188
2023-03-31	3125348
2023-03-30	2943481
2023-03-29	2888668
2023-03-28	3026207
2023-03-27	2894055
2023-03-26	2732499
2023-03-25	2890190
2023-03-24	2967317
2023-03-23	2896643
2023-03-22	2901463
2023-03-21	2862932
2023-03-20	3184176
2023-03-19	2912461
2023-03-18	3005469
2023-03-17	2998301
2023-03-16	2816809
2023-03-15	2799293
2023-03-14	3003552
2023-03-13	2955020
2023-03-12	2809389
2023-03-11	3244244
2023-03-10	3042294
2023-03-09	3038469
2023-03-08	2787045
2023-03-07	2800715
2023-03-06	2824733
2023-03-05	2743465
2023-03-04	2632151
2023-03-03	2775697
2023-03-02	2821582
2023-03-01	2719853
2023-02-28	2474122
2023-02-27	2727455
2023-02-26	2657981
2023-02-25	2727738
2023-02-24	2832891
2023-02-23	2763168
2023-02-22	2763761
2023-02-21	2840726
2023-02-20	2877099
2023-02-19	2993095
2023-02-18	2734534
2023-02-17	2945208
2023-02-16	3109978
2023-02-15	2951269
2023-02-14	2794010
2023-02-13	2793207
2023-02-12	2521238
2023-02-11	2530776
2023-02-10	2946231
2023-02-09	3092606
2023-02-08	3023371
2023-02-07	3009959
2023-02-06	2917718
2023-02-05	2824120
2023-02-04	2927553
2023-02-03	2989732
2023-02-02	3157072
2023-02-01	3236866
2023-01-31	3117257
2023-01-30	3181295
2023-01-29	3066110
2023-01-28	3065084
2023-01-27	3161812
2023-01-26	3077237
2023-01-25	2966407
2023-01-24	3008733
2023-01-23	2975688
2023-01-22	2969651
2023-01-21	2946250
2023-01-20	3110952
2023-01-19	3135061
2023-01-18	3090156
2023-01-17	3021381
2023-01-16	3061676
2023-01-15	2895603
2023-01-14	3107559
2023-01-13	2990736
2023-01-12	3160827
2023-01-11	3075598
2023-01-10	2990684
2023-01-09	3284794
2023-01-08	3123694
2023-01-07	2950830
2023-01-06	3352613
2023-01-05	3109535
2023-01-04	3094451
2023-01-03	3047450
2023-01-02	2775108
2023-01-01	2609740
2022-12-31	2954722
2022-12-30	3060800
2022-12-29	3075879
2022-12-28	2914051
2022-12-27	2803385
2022-12-26	2799844
2022-12-25	2705638
2022-12-24	2842801
2022-12-23	2840853
2022-12-22	2993744
2022-12-21	3116543
2022-12-20	3103081
2022-12-19	3030809
2022-12-18	2983214
2022-12-17	3136823
2022-12-16	3056115
2022-12-15	3063792
2022-12-14	3330640
2022-12-13	3214831
2022-12-12	3067936
2022-12-11	2910508
2022-12-10	2962384
2022-12-09	3142052
2022-12-08	3329276
2022-12-07	3119022
2022-12-06	3168324
2022-12-05	2991689
2022-12-04	3014177
2022-12-03	3129074
2022-12-02	3192093
2022-12-01	3091005
2022-11-30	3116871
2022-11-29	2957254
2022-11-28	2964652
2022-11-27	2752110
2022-11-26	2750255
2022-11-25	3106458
2022-11-24	3072612
2022-11-23	3042628
2022-11-22	2823294
2022-11-21	3091017
2022-11-20	2751043
2022-11-19	2651108
2022-11-18	2793402
2022-11-17	2819388
2022-11-16	3137928
2022-11-15	3260319
2022-11-14	3041087
2022-11-13	2789000
2022-11-12	2815505
2022-11-11	3291506
2022-11-10	3705413
2022-11-09	3673060
2022-11-08	2796036
2022-11-07	2719160
2022-11-06	2475841
2022-11-05	2536919
2022-11-04	2626002
2022-11-03	2481002
2022-11-02	2686787
2022-11-01	2591953
2022-10-31	2690340
2022-10-30	2558654
2022-10-29	2464697
2022-10-28	2614865
2022-10-27	2715222
2022-10-26	2571276
2022-10-25	2527657
2022-10-24	2270745
2022-10-23	2204497
2022-10-22	2266314
2022-10-21	2337214
2022-10-20	2103734
2022-10-19	2306172
2022-10-18	2504533
2022-10-17	2830676
2022-10-16	2777736
2022-10-15	2423493
2022-10-14	2908041
2022-10-13	3043510
2022-10-12	2695080
2022-10-11	2944247
2022-10-10	2926142
2022-10-09	2544955
2022-10-08	2651091
2022-10-07	2800120
2022-10-06	2699164
2022-10-05	2740486
2022-10-04	2712081
2022-10-03	2978345
2022-10-02	2693494
2022-10-01	2503637
2022-09-30	2985899
2022-09-29	2875696
2022-09-28	3033640
2022-09-27	3028732
2022-09-26	2760013
2022-09-25	2320245
2022-09-24	2348004
2022-09-23	2764303
2022-09-22	2750114
2022-09-21	2935429
2022-09-20	2602463
2022-09-19	2644039
2022-09-18	2547249
2022-09-17	2227227
2022-09-16	2749776
2022-09-15	2992402
2022-09-14	2620276
2022-09-13	2808471
2022-09-12	2748487
2022-09-11	2426669
2022-09-10	2457841
2022-09-09	2898184
2022-09-08	2664202
2022-09-07	3044292
2022-09-06	2758710
2022-09-05	2701397
2022-09-04	2299986
2022-09-03	2493981
2022-09-02	2651451
2022-09-01	3225366
2022-08-31	2796441
2022-08-30	3540279
2022-08-29	2659525
2022-08-28	2530966
2022-08-27	2613320
2022-08-26	3069764
2022-08-25	3032533
2022-08-24	2889085
2022-08-23	2967888
2022-08-22	2917826
2022-08-21	2758118
2022-08-20	2919811
2022-08-19	3334867
2022-08-18	2808633
2022-08-17	3072885
2022-08-16	2731725
2022-08-15	3090239
2022-08-14	2759012
2022-08-13	3085921
2022-08-12	2975145
2022-08-11	3361804
2022-08-10	3043001
2022-08-09	2804420
2022-08-08	2942257
2022-08-07	2463334
2022-08-06	2570589
2022-08-05	2960176
2022-08-04	2705961
2022-08-03	2791180
2022-08-02	2559488
2022-08-01	3084185
2022-07-31	2749203
2022-07-30	2883055
2022-07-29	3030086
2022-07-28	2920049
2022-07-27	2814110
2022-07-26	2876950
2022-07-25	2996534
2022-07-24	2542952
2022-07-23	2682198
2022-07-22	2861408
2022-07-21	2927165
2022-07-20	2873836
2022-07-19	2906240
2022-07-18	3128608
2022-07-17	2694802
2022-07-16	2497025
2022-07-15	3037173
2022-07-14	2782978
2022-07-13	2724185
2022-07-12	2812984
2022-07-11	2549504
2022-07-10	2163224
2022-07-09	2220131
2022-07-08	2789394
2022-07-07	2560542
2022-07-06	2737709
2022-07-05	2830411
2022-07-04	2715022
2022-07-03	2461260
2022-07-02	2341519
2022-07-01	2783561
2022-06-30	3175487
2022-06-29	3072179
2022-06-28	2836669
2022-06-27	2982671
2022-06-26	2573427
2022-06-25	2701269
2022-06-24	3221723
2022-06-23	3095940
2022-06-22	2965988
2022-06-21	3072973
2022-06-20	3071409
2022-06-19	2990862
2022-06-18	3403244
2022-06-17	2772351
2022-06-16	3098155
2022-06-15	3515638
2022-06-14	3586515
2022-06-13	3820532
2022-06-12	3053068
2022-06-11	3094885
2022-06-10	3019081
2022-06-09	2783486
2022-06-08	2810675
2022-06-07	2899542
2022-06-06	2796735
2022-06-05	2586096
2022-06-04	2571302
2022-06-03	2616619
2022-06-02	2678736
2022-06-01	2927141
2022-05-31	2827755
2022-05-30	2756965
2022-05-29	2398526
2022-05-28	2768885
2022-05-27	3545836
2022-05-26	3020977
2022-05-25	2960238
2022-05-24	2735162
2022-05-23	2817626
2022-05-22	2506634
2022-05-21	2558815
2022-05-20	2833978
2022-05-19	2899537
2022-05-18	2920499
2022-05-17	2789146
2022-05-16	3264888
2022-05-15	2803321
2022-05-14	3395220
2022-05-13	4030264
2022-05-12	4054425
2022-05-11	3743687
2022-05-10	3341554
2022-05-09	4166056
2022-05-08	3422423
2022-05-07	3096120
2022-05-06	3409339
2022-05-05	3499540
2022-05-04	3279237
2022-05-03	2965841
2022-05-02	3083273
2022-05-01	3181148
2022-04-30	3685332
2022-04-29	3859841
2022-04-28	3454066
2022-04-27	3438995
2022-04-26	3271599
2022-04-25	3469952
2022-04-24	3133093
2022-04-23	2946344
2022-04-22	3323288
2022-04-21	3292628
2022-04-20	3278172
2022-04-19	3243134
2022-04-18	3472723
2022-04-17	3331827
2022-04-16	3368100
2022-04-15	3417849
2022-04-14	3251544
2022-04-13	3150235
2022-04-12	3354319
2022-04-11	3328058
2022-04-10	2906040
2022-04-09	2883478
2022-04-08	3274651
2022-04-07	3185576
2022-04-06	3235993
2022-04-05	3189839
2022-04-04	3234471
2022-04-03	3073635
2022-04-02	3001720
2022-04-01	3013850
2022-03-31	3059929
2022-03-30	2940007
2022-03-29	3074508
2022-03-28	3121239
2022-03-27	2801718
2022-03-26	2590194
2022-03-25	3031483
2022-03-24	3227993
2022-03-23	3139083
2022-03-22	3196848
2022-03-21	2829785
2022-03-20	2843202
2022-03-19	2904095
2022-03-18	2936544
2022-03-17	2894791
2022-03-16	2965880
2022-03-15	2774437
2022-03-14	2645787
2022-03-13	2363038
2022-03-12	2485261
2022-03-11	2351780
2022-03-10	2181230
2022-03-09	3023069
2022-03-08	2960099
2022-03-07	2847341
2022-03-06	2738351
2022-03-05	2542292
2022-03-04	3074238
2022-03-03	2681173
2022-03-02	2891910
2022-03-01	3134204
2022-02-28	2806188
2022-02-27	2547623
2022-02-26	2150189
2022-02-25	2528245
2022-02-24	2896840
2022-02-23	2470694
2022-02-22	2822221
2022-02-21	2777223
2022-02-20	2588860
2022-02-19	2760771
2022-02-18	2643995
2022-02-17	2805742
2022-02-16	3232148
2022-02-15	3290425
2022-02-14	3500834
2022-02-13	3270067
2022-02-12	3215662
2022-02-11	3442445
2022-02-10	3749057
2022-02-09	3501514
2022-02-08	4065765
2022-02-07	3494182
2022-02-06	3074541
2022-02-05	3040312
2022-02-04	3524826
2022-02-03	3718755
2022-02-02	3333885
2022-02-01	3204080
2022-01-31	3041928
2022-01-30	2838237
2022-01-29	2942071
2022-01-28	3117893
2022-01-27	3290772
2022-01-26	3085339
2022-01-25	2877436
2022-01-24	2932713
2022-01-23	2867990
2022-01-22	2864786
2022-01-21	2821562
2022-01-20	2660373
2022-01-19	2272676
2022-01-18	2458694
2022-01-17	3319488
2022-01-16	3159907
2022-01-15	2932486
2022-01-14	3178387
2022-01-13	3534160
2022-01-12	4192757
2022-01-11	3291532
2022-01-10	3437674
2022-01-09	2846890
2022-01-08	2862996
2022-01-07	3648973
2022-01-06	3686145
2022-01-05	3610285
2022-01-04	3944482
2022-01-03	4549520
2022-01-02	4103287
2022-01-01	4042954
2021-12-31	4068887
2021-12-30	3537347
2021-12-29	3435506
2021-12-28	3603223
2021-12-27	3205700
2021-12-26	2884896
2021-12-25	2559105
2021-12-24	3415109
2021-12-23	3398517
2021-12-22	3398039
2021-12-21	3113796
2021-12-20	3252303
2021-12-19	3791361
2021-12-18	2866389
2021-12-17	3092749
2021-12-16	3234455
2021-12-15	3797173
2021-12-14	3499728
2021-12-13	4369604
2021-12-12	3104332
2021-12-11	3214431
2021-12-10	3752389
2021-12-09	3976636
2021-12-08	3368110
2021-12-07	3576629
2021-12-06	3408587
2021-12-05	2717637
2021-12-04	4384921
2021-12-03	3935337
2021-12-02	4159677
2021-12-01	3805326
2021-11-30	4234941
2021-11-29	4161885
2021-11-28	3960528
2021-11-27	3924512
2021-11-26	4798077
2021-11-25	4516756
2021-11-24	4180333
2021-11-23	3852657
2021-11-22	3937083
2021-11-21	3334471
2021-11-20	3389758
2021-11-19	3791493
2021-11-18	4039183
2021-11-17	3653167
2021-11-16	4195442
2021-11-15	4020338
2021-11-14	3362999
2021-11-13	3255182
2021-11-12	3976077
2021-11-11	4078992
2021-11-10	4257161
2021-11-09	3536571
2021-11-08	4490310
2021-11-07	2852923
2021-11-06	2794350
2021-11-05	3373143
2021-11-04	3404889
2021-11-03	4155133
2021-11-02	4197646
2021-11-01	4101525
2021-10-31	3402645
2021-10-30	3852983
2021-10-29	6552129
2021-10-28	4631149
2021-10-27	4189350
2021-10-26	3972270
2021-10-25	4209189
2021-10-24	3332072
2021-10-23	3295464
2021-10-22	3492471
2021-10-21	3309325
2021-10-20	3563413
2021-10-19	4181009
2021-10-18	4506655
2021-10-17	2877540
2021-10-16	3001486
2021-10-15	3892580
2021-10-14	3554769
2021-10-13	3436941
2021-10-12	3118037
2021-10-11	3222565
2021-10-10	3160976
2021-10-09	2914816
2021-10-08	3724682
2021-10-07	3677975
2021-10-06	3631411
2021-10-05	4878227
2021-10-04	5434709
2021-10-03	6065413
2021-10-02	5926012
2021-10-01	6017896
2021-09-30	6514736
2021-09-29	5779136
2021-09-28	6602136
2021-09-27	6902810
2021-09-26	7075670
2021-09-25	6389930
2021-09-24	6692349
2021-09-23	5998597
2021-09-22	6349147
2021-09-21	6614819
2021-09-20	6634946
2021-09-19	5479597
2021-09-18	5468355
2021-09-17	5518253
2021-09-16	5603305
2021-09-15	6005456
2021-09-14	6261905
2021-09-13	6005013
2021-09-12	5971257
2021-09-11	6325164
2021-09-10	6676296
2021-09-09	7015138
2021-09-08	6663945
2021-09-07	7344084
2021-09-06	6523817
2021-09-05	5523578
2021-09-04	5868518
2021-09-03	6208306
2021-09-02	6588580
2021-09-01	6485783
2021-08-31	6133489
2021-08-30	5783361
2021-08-29	5626099
2021-08-28	5353813
2021-08-27	4516509
2021-08-26	5622658
2021-08-25	6225236
2021-08-24	6960256
2021-08-23	6379001
2021-08-22	6051209
2021-08-21	5335985
2021-08-20	5605270
2021-08-19	4987326
2021-08-18	4865742
2021-08-17	4802147
2021-08-16	4896739
2021-08-15	4348986
2021-08-14	4509866
2021-08-13	5049594
2021-08-12	4674692
2021-08-11	5627708
2021-08-10	5785513
2021-08-09	6215512
2021-08-08	5924112
2021-08-07	4808155
2021-08-06	4173371
2021-08-05	4651253
2021-08-04	4317335
2021-08-03	4757084
2021-08-02	4289486
2021-08-01	4351905
2021-07-31	4454943
2021-07-30	5428741
2021-07-29	6143388
2021-07-28	5903411
2021-07-27	5515428
2021-07-26	6304913
2021-07-25	5119914
2021-07-24	5406905
2021-07-23	5987194
2021-07-22	5089705
2021-07-21	5774396
2021-07-20	6196493
2021-07-19	5318675
2021-07-18	4540132
2021-07-17	5577446
2021-07-16	6028728
2021-07-15	5529021
2021-07-14	5649557
2021-07-13	6146896
2021-07-12	7228236
2021-07-11	6633101
2021-07-10	7040515
2021-07-09	6828131
2021-07-08	5875262
2021-07-07	5090302
2021-07-06	6007626
2021-07-05	4940615
2021-07-04	5807725
2021-07-03	6247611
2021-07-02	5954493
2021-07-01	8228730
2021-06-30	7995101
2021-06-29	7910423
2021-06-28	6547565
2021-06-27	6005895
2021-06-26	5784756
2021-06-25	5119997
2021-06-24	7491216
2021-06-23	6704085
2021-06-22	8416810
2021-06-21	8161152
2021-06-20	6339125
2021-06-19	6891359
2021-06-18	7263107
2021-06-17	8875260
2021-06-16	9177310
2021-06-15	7432973
2021-06-14	7300581
2021-06-13	7090622
2021-06-12	6198917
2021-06-11	7218465
2021-06-10	6680076
2021-06-09	5966364
2021-06-08	6332710
2021-06-07	6171745
2021-06-06	6552898
2021-06-05	7365885
2021-06-04	6338333
2021-06-03	5841373
2021-06-02	6608653
2021-06-01	6782016
2021-05-31	6412828
2021-05-30	7188720
2021-05-29	6379864
2021-05-28	7185790
2021-05-27	6476617
2021-05-26	6090261
2021-05-25	6357147
2021-05-24	5469521
2021-05-23	5154566
2021-05-22	5760688
2021-05-21	5099183
2021-05-20	5453793
2021-05-19	6861571
2021-05-18	5541332
2021-05-17	4181096
2021-05-16	3744646
2021-05-15	4058255
2021-05-14	3791944
2021-05-13	3348477
2021-05-12	3576635
2021-05-11	2970784
2021-05-10	3503767
2021-05-09	3055603
2021-05-08	2938780
2021-05-07	2768009
2021-05-06	1462091
2021-05-05	1327693
2021-05-04	1682623
2021-05-03	1468796
2021-05-02	1753272
2021-05-01	1642396
2021-04-30	1318198
2021-04-29	1214869
2021-04-28	1422441
2021-04-27	1214228
2021-04-26	1100355
2021-04-25	637501
2021-04-24	447203
2021-04-23	635431
2021-04-22	415984
2021-04-21	306116
2021-04-20	345449
2021-04-19	351083
2021-04-18	392330
2021-04-17	215970
2021-04-16	282861
2021-04-15	303930
2021-04-14	393835
2021-04-13	281271
2021-04-12	230547
2021-04-11	232284
2021-04-10	206722
2021-04-09	246909
2021-04-08	236634
2021-04-07	256457
2021-04-06	211136
2021-04-05	273825
2021-04-04	183799
2021-04-03	215720
2021-04-02	237442
2021-04-01	222561
2021-03-31	206932
2021-03-30	164363
2021-03-29	215098
2021-03-28	191046
2021-03-27	188490
2021-03-26	168015
2021-03-25	185896
2021-03-24	227520
2021-03-23	178671
2021-03-22	307748
2021-03-21	330971
2021-03-20	264122
2021-03-19	290955
2021-03-18	266251
2021-03-17	294578
2021-03-16	211281
2021-03-15	178532
2021-03-14	176380
2021-03-13	154139
2021-03-12	160687
2021-03-11	165851
2021-03-10	148127
2021-03-09	148813
2021-03-08	142582
2021-03-07	146766
2021-03-06	131564
2021-03-05	144205
2021-03-04	150672
2021-03-03	137000
2021-03-02	188980
2021-03-01	131115
2021-02-28	122458
2021-02-27	101444
2021-02-26	106751
2021-02-25	118549
2021-02-24	112830
2021-02-23	113030
2021-02-22	113961
2021-02-21	98677
2021-02-20	87643
2021-02-19	93781
2021-02-18	82085
2021-02-17	78060
2021-02-16	106990
2021-02-15	91630
2021-02-14	67610
2021-02-13	79492
2021-02-12	88234
2021-02-11	77654
2021-02-10	82531
2021-02-09	67321
2021-02-08	69144
2021-02-07	64648
2021-02-06	62099
2021-02-05	69814
2021-02-04	60886
2021-02-03	59344
2021-02-02	62528
2021-02-01	64457
2021-01-31	65795
2021-01-30	70010
2021-01-29	88402
2021-01-28	69722
2021-01-27	67732
2021-01-26	67948
2021-01-25	56812
2021-01-24	57054
2021-01-23	54263
2021-01-22	234748
2021-01-21	210900
2021-01-20	68673
2021-01-19	69325
2021-01-18	58144
2021-01-17	34965
2021-01-16	31394
2021-01-15	48552
2021-01-14	53180
2021-01-13	54289
2021-01-12	54044
2021-01-11	58421
2021-01-10	45488
2021-01-09	41350
2021-01-08	48114
2021-01-07	43495
2021-01-06	46352
2021-01-05	44223
2021-01-04	46316
2021-01-03	40248
2021-01-02	39240
2021-01-01	34065
2020-12-31	33666
2020-12-30	34589
2020-12-29	38159
2020-12-28	38850
2020-12-27	41843
2020-12-26	38140
2020-12-25	39451
2020-12-24	50422
2020-12-23	58767
2020-12-22	52772
2020-12-21	52361
2020-12-20	51770
2020-12-19	52935
2020-12-18	101697
2020-12-17	123527
2020-12-16	129847
2020-12-15	136607
2020-12-14	123958
2020-12-13	127190
2020-12-12	128568
2020-12-11	129571
2020-12-10	108671
2020-12-09	136772
2020-12-08	114259
2020-12-07	111578
2020-12-06	113373
2020-12-05	107135
2020-12-04	124324
2020-12-03	107748
2020-12-02	130768
2020-12-01	48855
2020-11-30	30849
2020-11-29	18486
2020-11-28	20464
2020-11-27	23365
2020-11-26	30107
2020-11-25	23927
2020-11-24	19133
2020-11-23	17569
2020-11-22	17813
2020-11-21	16246
2020-11-20	15066
2020-11-19	15577
2020-11-18	15900
2020-11-17	12815
2020-11-16	18380
2020-11-15	20858
2020-11-14	21148
2020-11-13	22766
2020-11-12	22861
2020-11-11	18961
2020-11-10	27487
2020-11-09	22799
2020-11-08	14963
2020-11-07	16813
2020-11-06	44573
2020-11-05	40425
2020-11-04	25399
2020-11-03	14803
2020-11-02	11642
2020-11-01	19981
2020-10-31	11833
2020-10-30	13293
2020-10-29	12071
2020-10-28	12525
2020-10-27	9484
2020-10-26	10380
2020-10-25	12313
2020-10-24	11907
2020-10-23	14577
2020-10-22	14744
2020-10-21	12946
2020-10-20	12260
2020-10-19	14277
2020-10-18	17359
2020-10-17	19574
2020-10-16	19051
2020-10-15	17747
2020-10-14	18735
2020-10-13	21356
2020-10-12	19861
2020-10-11	19135
2020-10-10	19968
2020-10-09	19571
2020-10-08	20241
2020-10-07	18200
2020-10-06	17784
2020-10-05	19953
2020-10-04	18123
2020-10-03	17194
2020-10-02	26458
2020-10-01	27627
2020-09-30	21239
2020-09-29	17161
2020-09-28	22760
2020-09-27	16920
2020-09-26	14282
2020-09-25	128035
2020-09-24	12228
2020-09-23	5624
2020-09-22	4274
