date	total_num_addresses
2018-07-20	58947
2018-07-19	59653
2018-07-18	62656
2018-07-17	62241
2018-07-16	60757
2018-07-15	60817
2018-07-14	61790
2018-07-13	64815
2018-07-12	60571
2018-07-11	64439
2018-07-10	48212
2018-07-09	50983
2018-07-08	48885
2018-07-07	46579
2018-07-06	46058
2018-07-05	47822
2018-07-04	48182
2018-07-03	49217
2018-07-02	47689
2018-07-01	47174
2018-06-30	52160
2018-06-29	51346
2018-06-28	52609
2018-06-27	55051
2018-06-26	50905
2018-06-25	72504
2018-06-24	64641
2018-06-23	69715
2018-06-22	70485
2018-06-21	76890
2018-06-20	69948
2018-06-19	76232
2018-06-18	71951
2018-06-17	74761
2018-06-16	77477
2018-06-15	75977
2018-06-14	82074
2018-06-13	88165
2018-06-12	83142
2018-06-11	81574
2018-06-10	87364
2018-06-09	84010
2018-06-08	86846
2018-06-07	94032
2018-06-06	96517
2018-06-05	93412
2018-06-04	96441
2018-06-03	92109
2018-06-02	91754
2018-06-01	98636
2018-05-31	92953
2018-05-30	96115
2018-05-29	78625
2018-05-28	78160
2018-05-27	74784
2018-05-26	75882
2018-05-25	87708
2018-05-24	107717
2018-05-23	107951
2018-05-22	101130
2018-05-21	80698
2018-05-20	78761
2018-05-19	78766
2018-05-18	88802
2018-05-17	115708
2018-05-16	121222
2018-05-15	94613
2018-05-14	91773
2018-05-13	81773
2018-05-12	85012
2018-05-11	77123
2018-05-10	76802
2018-05-09	76345
2018-05-08	80423
2018-05-07	78352
2018-05-06	78630
2018-05-05	83221
2018-05-04	83834
2018-05-03	92074
2018-05-02	87401
2018-05-01	80133
2018-04-30	81269
2018-04-29	78643
2018-04-28	76906
2018-04-27	79360
2018-04-26	80620
2018-04-25	81909
2018-04-24	81860
2018-04-23	85220
2018-04-22	78371
2018-04-21	79535
2018-04-20	78042
2018-04-19	80102
2018-04-18	80415
2018-04-17	77408
2018-04-16	78631
2018-04-15	76502
2018-04-14	76103
2018-04-13	80448
2018-04-12	84228
2018-04-11	80568
2018-04-10	81499
2018-04-09	80938
2018-04-08	77243
2018-04-07	80903
2018-04-06	79779
2018-04-05	80131
2018-04-04	77560
2018-04-03	82384
2018-04-02	83214
2018-04-01	84100
2018-03-31	85211
2018-03-30	83467
2018-03-29	89093
2018-03-28	81610
2018-03-27	78062
2018-03-26	77495
2018-03-25	79296
2018-03-24	77870
2018-03-23	77623
2018-03-22	77573
2018-03-21	82176
2018-03-20	90835
2018-03-19	86843
2018-03-18	72709
2018-03-17	81745
2018-03-16	72161
2018-03-15	80953
2018-03-14	75641
2018-03-13	80409
2018-03-12	80899
2018-03-11	80994
2018-03-10	76908
2018-03-09	81000
2018-03-08	85001
2018-03-07	82814
2018-03-06	90927
2018-03-05	87766
2018-03-04	93506
2018-03-03	97064
2018-03-02	80006
2018-03-01	88378
2018-02-28	91585
2018-02-27	93845
2018-02-26	93180
2018-02-25	85994
2018-02-24	87797
2018-02-23	86818
2018-02-22	86817
2018-02-21	88096
2018-02-20	92181
2018-02-19	90880
2018-02-18	88807
2018-02-17	89261
2018-02-16	89407
2018-02-15	91021
2018-02-14	95180
2018-02-13	87352
2018-02-12	89347
2018-02-11	89573
2018-02-10	92170
2018-02-09	101129
2018-02-08	98218
2018-02-07	99126
2018-02-06	95804
2018-02-05	90360
2018-02-04	90467
2018-02-03	81194
2018-02-02	92499
2018-02-01	89456
2018-01-31	88732
2018-01-30	90168
2018-01-29	93191
2018-01-28	93712
2018-01-27	90710
2018-01-26	94729
2018-01-25	91600
2018-01-24	92126
2018-01-23	92587
2018-01-22	93916
2018-01-21	92789
2018-01-20	95701
2018-01-19	99628
2018-01-18	90901
2018-01-17	96478
2018-01-16	100869
2018-01-15	96220
2018-01-14	92574
2018-01-13	102280
2018-01-12	105686
2018-01-11	91275
2018-01-10	100083
2018-01-09	82737
2018-01-08	90843
2018-01-07	102977
2018-01-06	92760
2018-01-05	80048
2018-01-04	93286
2018-01-03	88903
2018-01-02	93626
2018-01-01	94055
2017-12-31	91341
2017-12-30	96277
2017-12-29	108124
2017-12-28	104858
2017-12-27	91849
2017-12-26	93249
2017-12-25	95024
2017-12-24	100737
2017-12-23	95059
2017-12-22	99257
2017-12-21	111646
2017-12-20	104656
2017-12-19	101754
2017-12-18	101903
2017-12-17	94722
2017-12-16	92566
2017-12-15	94871
2017-12-14	91435
2017-12-13	98380
2017-12-12	95776
2017-12-11	91535
2017-12-10	78620
2017-12-09	80789
2017-12-08	87264
2017-12-07	85398
2017-12-06	70404
2017-12-05	65763
2017-12-04	65201
2017-12-03	69438
2017-12-02	69079
2017-12-01	71438
2017-11-30	73652
2017-11-29	68080
2017-11-28	74357
2017-11-27	74960
2017-11-26	74536
2017-11-25	70640
2017-11-24	69147
2017-11-23	68060
2017-11-22	66780
2017-11-21	65779
2017-11-20	66990
2017-11-19	63351
2017-11-18	62889
2017-11-17	63638
2017-11-16	68948
2017-11-15	66787
2017-11-14	54348
2017-11-13	68184
2017-11-12	63273
2017-11-11	55471
2017-11-10	64122
2017-11-09	63856
2017-11-08	62125
2017-11-07	61143
2017-11-06	58491
2017-11-05	60023
2017-11-04	50810
2017-11-03	62036
2017-11-02	56416
2017-11-01	63722
2017-10-31	72435
2017-10-30	57064
2017-10-29	70290
2017-10-28	65579
2017-10-27	68958
2017-10-26	65631
2017-10-25	64390
2017-10-24	65053
2017-10-23	64803
2017-10-22	62367
2017-10-21	62579
2017-10-20	62505
2017-10-19	64644
2017-10-18	66777
2017-10-17	69751
2017-10-16	67784
2017-10-15	64887
2017-10-14	62969
2017-10-13	68148
2017-10-12	66668
2017-10-11	63565
2017-10-10	65069
2017-10-09	66802
2017-10-08	64087
2017-10-07	64228
2017-10-06	65200
2017-10-05	64749
2017-10-04	64199
2017-10-03	65277
2017-10-02	67485
2017-10-01	65544
2017-09-30	67005
2017-09-29	78991
2017-09-28	95163
2017-09-27	73909
2017-09-26	63768
2017-09-25	64273
2017-09-24	55636
2017-09-23	60455
2017-09-22	64542
2017-09-21	68294
2017-09-20	56199
2017-09-19	59144
2017-09-18	68456
2017-09-17	61424
2017-09-16	60568
2017-09-15	63528
2017-09-14	63481
2017-09-13	63370
2017-09-12	64536
2017-09-11	60609
2017-09-10	60267
2017-09-09	59705
2017-09-08	61249
2017-09-07	61391
2017-09-06	63146
2017-09-05	60154
2017-09-04	61353
2017-09-03	55560
2017-09-02	61309
2017-09-01	63788
2017-08-31	60392
2017-08-30	63303
2017-08-29	62036
2017-08-28	62983
2017-08-27	54401
2017-08-26	60289
2017-08-25	58444
2017-08-24	53234
2017-08-23	53453
2017-08-22	60955
2017-08-21	56902
2017-08-20	56687
2017-08-19	63970
2017-08-18	56580
2017-08-17	52939
2017-08-16	51605
2017-08-15	50757
2017-08-14	58142
2017-08-13	53699
2017-08-12	56943
2017-08-11	52775
2017-08-10	68381
2017-08-09	56678
2017-08-08	58465
2017-08-07	50152
2017-08-06	54487
2017-08-05	47578
2017-08-04	54848
2017-08-03	48423
2017-08-02	50070
2017-08-01	48252
2017-07-31	54844
2017-07-30	47632
2017-07-29	51701
2017-07-28	52649
2017-07-27	52763
2017-07-26	47142
2017-07-25	47062
2017-07-24	47685
2017-07-23	45699
2017-07-22	47892
2017-07-21	53444
2017-07-20	54812
2017-07-19	53832
2017-07-18	49914
2017-07-17	51543
2017-07-16	54001
2017-07-15	47758
2017-07-14	48063
2017-07-13	47582
2017-07-12	48341
2017-07-11	52788
2017-07-10	50370
2017-07-09	51620
2017-07-08	51414
2017-07-07	54574
2017-07-06	55969
2017-07-05	55184
2017-07-04	56228
2017-07-03	55205
2017-07-02	53373
2017-07-01	53708
2017-06-30	54105
2017-06-29	54277
2017-06-28	55203
2017-06-27	54318
2017-06-26	53537
2017-06-25	52114
2017-06-24	50538
2017-06-23	48103
2017-06-22	48047
2017-06-21	47925
2017-06-20	48238
2017-06-19	41080
2017-06-18	44087
2017-06-17	43839
2017-06-16	43306
2017-06-15	42490
2017-06-14	43698
2017-06-13	39080
2017-06-12	39144
2017-06-11	37639
2017-06-10	36638
2017-06-09	34779
2017-06-08	36042
2017-06-07	35960
2017-06-06	36191
2017-06-05	34984
2017-06-04	31881
2017-06-03	31528
2017-06-02	30539
2017-06-01	31204
2017-05-31	30449
2017-05-30	31061
2017-05-29	30011
2017-05-28	29357
2017-05-27	29293
2017-05-26	28950
2017-05-25	29351
2017-05-24	29601
2017-05-23	30949
2017-05-22	28746
2017-05-21	23483
2017-05-20	23243
2017-05-19	23963
2017-05-18	23470
2017-05-17	23659
2017-05-16	23469
2017-05-15	23409
2017-05-14	18357
2017-05-13	22725
2017-05-12	18427
2017-05-11	23543
2017-05-10	23613
2017-05-09	19246
2017-05-08	22877
2017-05-07	22832
2017-05-06	24629
2017-05-05	26076
2017-05-04	29229
2017-05-03	29364
2017-05-02	30086
2017-05-01	33050
2017-04-30	25070
2017-04-29	21763
2017-04-28	21407
2017-04-27	21132
2017-04-26	20956
2017-04-25	16154
2017-04-24	20383
2017-04-23	19812
2017-04-22	19288
2017-04-21	19575
2017-04-20	19695
2017-04-19	19345
2017-04-18	19483
2017-04-17	22382
2017-04-16	19251
2017-04-15	19524
2017-04-14	18749
2017-04-13	18617
2017-04-12	18278
2017-04-11	18436
2017-04-10	19585
2017-04-09	19158
2017-04-08	18835
2017-04-07	18256
2017-04-06	18033
2017-04-05	17776
2017-04-04	17805
2017-04-03	16559
2017-04-02	17614
2017-04-01	17171
2017-03-31	18907
2017-03-30	18196
2017-03-29	18365
2017-03-28	18928
2017-03-27	18335
2017-03-26	18491
2017-03-25	18623
2017-03-24	19412
2017-03-23	18518
2017-03-22	18847
2017-03-21	19417
2017-03-20	20482
2017-03-19	22065
2017-03-18	21425
2017-03-17	18085
2017-03-16	17681
2017-03-15	17545
2017-03-14	17683
2017-03-13	18192
2017-03-12	17291
2017-03-11	17472
2017-03-10	16717
2017-03-09	16355
2017-03-08	16839
2017-03-07	16171
2017-03-06	16876
2017-03-05	16426
2017-03-04	16672
2017-03-03	16937
2017-03-02	17659
2017-03-01	19154
2017-02-28	16656
2017-02-27	15620
2017-02-26	15175
2017-02-25	15017
2017-02-24	15561
2017-02-23	15586
2017-02-22	15847
2017-02-21	15156
2017-02-20	15610
2017-02-19	15391
2017-02-18	15795
2017-02-17	15790
2017-02-16	15833
2017-02-15	15717
2017-02-14	15680
2017-02-13	16017
2017-02-12	15898
2017-02-11	15869
2017-02-10	16174
2017-02-09	16493
2017-02-08	15866
2017-02-07	18011
2017-02-06	16915
2017-02-05	16241
2017-02-04	16870
2017-02-03	16686
2017-02-02	17183
2017-02-01	17094
2017-01-31	16958
2017-01-30	17008
2017-01-29	16843
2017-01-28	16915
2017-01-27	17260
2017-01-26	17734
2017-01-25	17730
2017-01-24	18209
2017-01-23	17647
2017-01-22	17569
2017-01-21	18078
2017-01-20	17680
2017-01-19	17600
2017-01-18	18094
2017-01-17	17494
2017-01-16	17969
2017-01-15	17556
2017-01-14	17231
2017-01-13	17530
2017-01-12	17578
2017-01-11	16595
2017-01-10	17224
2017-01-09	16945
2017-01-08	17155
2017-01-07	17229
2017-01-06	17179
2017-01-05	18175
2017-01-04	17862
2017-01-03	17633
2017-01-02	17512
2017-01-01	17066
2016-12-31	17388
2016-12-30	17426
2016-12-29	17619
2016-12-28	20121
2016-12-27	17657
2016-12-26	17777
2016-12-25	17703
2016-12-24	18449
2016-12-23	19054
2016-12-22	17952
2016-12-21	16879
2016-12-20	16828
2016-12-19	16424
2016-12-18	12633
2016-12-17	16451
2016-12-16	16545
2016-12-15	17399
2016-12-14	17765
2016-12-13	17780
2016-12-12	17564
2016-12-11	18700
2016-12-10	17403
2016-12-09	17634
2016-12-08	17996
2016-12-07	18058
2016-12-06	19237
2016-12-05	19193
2016-12-04	17796
2016-12-03	19559
2016-12-02	18087
2016-12-01	17657
2016-11-30	17631
2016-11-29	18699
2016-11-28	17186
2016-11-27	18140
2016-11-26	17988
2016-11-25	20086
2016-11-24	17159
2016-11-23	15862
2016-11-22	15301
2016-11-21	14492
2016-11-20	20069
2016-11-19	21918
2016-11-18	22925
2016-11-17	23262
2016-11-16	20156
2016-11-15	18264
2016-11-14	18850
2016-11-13	20056
2016-11-12	19211
2016-11-11	17737
2016-11-10	17172
2016-11-09	17842
2016-11-08	17643
2016-11-07	19571
2016-11-06	18803
2016-11-05	19100
2016-11-04	21783
2016-11-03	20271
2016-11-02	19184
2016-11-01	15727
2016-10-31	13353
2016-10-30	12550
2016-10-29	8246
2016-10-28	966
