date	unique_recievers
2021-08-26	281310
2021-08-25	293456
2021-08-24	299478
2021-08-23	301782
2021-08-22	270500
2021-08-21	281597
2021-08-20	311952
2021-08-19	303459
2021-08-18	286481
2021-08-17	304346
2021-08-16	310396
2021-08-15	276458
2021-08-14	288503
2021-08-13	295875
2021-08-12	298340
2021-08-11	303355
2021-08-10	297144
2021-08-09	293734
2021-08-08	294894
2021-08-07	294340
2021-08-06	287128
2021-08-05	269554
2021-08-04	295833
2021-08-03	296555
2021-08-02	293286
2021-08-01	281202
2021-07-31	290285
2021-07-30	291256
2021-07-29	284098
2021-07-28	367640
2021-07-27	393856
2021-07-26	289574
2021-07-25	247287
2021-07-24	265477
2021-07-23	271025
2021-07-22	269456
2021-07-21	263420
2021-07-20	268640
2021-07-19	265883
2021-07-18	234821
2021-07-17	250109
2021-07-16	271746
2021-07-15	284179
2021-07-14	275879
2021-07-13	270403
2021-07-12	252926
2021-07-11	234695
2021-07-10	243415
2021-07-09	266241
2021-07-08	279508
2021-07-07	290613
2021-07-06	284273
2021-07-05	256551
2021-07-04	244291
2021-07-03	246974
2021-07-02	256631
2021-07-01	270843
2021-06-30	268116
2021-06-29	294381
2021-06-28	466833
2021-06-27	269673
2021-06-26	245489
2021-06-25	266161
2021-06-24	257585
2021-06-23	263360
2021-06-22	287448
2021-06-21	260517
2021-06-20	224674
2021-06-19	228536
2021-06-18	252697
2021-06-17	271771
2021-06-16	268497
2021-06-15	270691
2021-06-14	256627
2021-06-13	246052
2021-06-12	240660
2021-06-11	258450
2021-06-10	262230
2021-06-09	258458
2021-06-08	264199
2021-06-07	266404
2021-06-06	244690
2021-06-05	258654
2021-06-04	276554
2021-06-03	299134
2021-06-02	293662
2021-06-01	330645
2021-05-31	344920
2021-05-30	318959
2021-05-29	344646
2021-05-28	315310
2021-05-27	298632
2021-05-26	315627
2021-05-25	297458
2021-05-24	322013
2021-05-23	315496
2021-05-22	360590
2021-05-21	336306
2021-05-20	389176
2021-05-19	423361
2021-05-18	385080
2021-05-17	395852
2021-05-16	421703
2021-05-15	444504
2021-05-14	455228
2021-05-13	479549
2021-05-12	527681
2021-05-11	603855
2021-05-10	557879
2021-05-09	546693
2021-05-08	555039
2021-05-07	409681
2021-05-06	415046
2021-05-05	407394
2021-05-04	406498
2021-05-03	390943
2021-05-02	369656
2021-05-01	345991
2021-04-30	351867
2021-04-29	429421
2021-04-28	429375
2021-04-27	400247
2021-04-26	383869
2021-04-25	367442
2021-04-24	400834
2021-04-23	426590
2021-04-22	466530
2021-04-21	485959
2021-04-20	539214
2021-04-19	473183
2021-04-18	434691
2021-04-17	473390
2021-04-16	437683
2021-04-15	323050
2021-04-14	388861
2021-04-13	382050
2021-04-12	363662
2021-04-11	349251
2021-04-10	379855
2021-04-09	345881
2021-04-08	344888
2021-04-07	356659
2021-04-06	372254
2021-04-05	355752
2021-04-04	330645
2021-04-03	370589
2021-04-02	389840
2021-04-01	429181
2021-03-31	388667
2021-03-30	365509
2021-03-29	340634
2021-03-28	322341
2021-03-27	332919
2021-03-26	346612
2021-03-25	376248
2021-03-24	362455
2021-03-23	345323
2021-03-22	355570
2021-03-21	318928
2021-03-20	355194
2021-03-19	356470
2021-03-18	385862
2021-03-17	355053
2021-03-16	354966
2021-03-15	353398
2021-03-14	343535
2021-03-13	357999
2021-03-12	354326
2021-03-11	354712
2021-03-10	328374
2021-03-09	334657
2021-03-08	311681
2021-03-07	297600
2021-03-06	308059
2021-03-05	296518
2021-03-04	332369
2021-03-03	324092
2021-03-02	314116
2021-03-01	303377
2021-02-28	304570
2021-02-27	322499
2021-02-26	324477
2021-02-25	331626
2021-02-24	352260
2021-02-23	363297
2021-02-22	366417
2021-02-21	344389
2021-02-20	391425
2021-02-19	378085
2021-02-18	371730
2021-02-17	332789
2021-02-16	344632
2021-02-15	317900
2021-02-14	321152
2021-02-13	348403
2021-02-12	355812
2021-02-11	353903
2021-02-10	388241
2021-02-09	373290
2021-02-08	355610
2021-02-07	338433
2021-02-06	348401
2021-02-05	378187
2021-02-04	368400
2021-02-03	366885
2021-02-02	356372
2021-02-01	346409
2021-01-31	323369
2021-01-30	327268
2021-01-29	365069
2021-01-28	317461
2021-01-27	276955
2021-01-26	285319
2021-01-25	305992
2021-01-24	270616
2021-01-23	261366
2021-01-22	288007
2021-01-21	282580
2021-01-20	293798
2021-01-19	320519
2021-01-18	291205
2021-01-17	262995
2021-01-16	290770
2021-01-15	299322
2021-01-14	296349
2021-01-13	276599
2021-01-12	292849
2021-01-11	324847
2021-01-10	309137
2021-01-09	310567
2021-01-08	339836
2021-01-07	348378
2021-01-06	339755
2021-01-05	325937
2021-01-04	351786
2021-01-03	319015
2021-01-02	268855
2021-01-01	242191
2020-12-31	261071
2020-12-30	269313
2020-12-29	274600
2020-12-28	283579
2020-12-27	260301
2020-12-26	236751
2020-12-25	236823
2020-12-24	259093
2020-12-23	277171
2020-12-22	241073
2020-12-21	237443
2020-12-20	222459
2020-12-19	238806
2020-12-18	290730
2020-12-17	321536
2020-12-16	307021
2020-12-15	294958
2020-12-14	312073
2020-12-13	302990
2020-12-12	268434
2020-12-11	238648
2020-12-10	220585
2020-12-09	233392
2020-12-08	229610
2020-12-07	217167
2020-12-06	195823
2020-12-05	218993
2020-12-04	231599
2020-12-03	226186
2020-12-02	219554
2020-12-01	253918
2020-11-30	244561
2020-11-29	193149
2020-11-28	200466
2020-11-27	216578
2020-11-26	253156
2020-11-25	277968
2020-11-24	289803
2020-11-23	276191
2020-11-22	257725
2020-11-21	271021
2020-11-20	272013
2020-11-19	266380
2020-11-18	260593
2020-11-17	262656
2020-11-16	227418
2020-11-15	203575
2020-11-14	218112
2020-11-13	243514
2020-11-12	228187
2020-11-11	236337
2020-11-10	235984
2020-11-09	230455
2020-11-08	213602
2020-11-07	231675
2020-11-06	257828
2020-11-05	235380
2020-11-04	226674
2020-11-03	235392
2020-11-02	242132
2020-11-01	215121
2020-10-31	233890
2020-10-30	231751
2020-10-29	230600
2020-10-28	228434
2020-10-27	220782
2020-10-26	220035
2020-10-25	198483
2020-10-24	206861
2020-10-23	259733
2020-10-22	267801
2020-10-21	254308
2020-10-20	224568
2020-10-19	215929
2020-10-18	192836
2020-10-17	217000
2020-10-16	243321
2020-10-15	268901
2020-10-14	213524
2020-10-13	212378
2020-10-12	204975
2020-10-11	189265
2020-10-10	198208
2020-10-09	203554
2020-10-08	190894
2020-10-07	190336
2020-10-06	201964
2020-10-05	191006
2020-10-04	172232
2020-10-03	177154
2020-10-02	191370
2020-10-01	197649
2020-09-30	223127
2020-09-29	215760
2020-09-28	213931
2020-09-27	179641
2020-09-26	180909
2020-09-25	204365
2020-09-24	212072
2020-09-23	207369
2020-09-22	214855
2020-09-21	224427
2020-09-20	210133
2020-09-19	214501
2020-09-18	276293
2020-09-17	320155
2020-09-16	199538
2020-09-15	209872
2020-09-14	203142
2020-09-13	179044
2020-09-12	188265
2020-09-11	199177
2020-09-10	205610
2020-09-09	199228
2020-09-08	196983
2020-09-07	205342
2020-09-06	205163
2020-09-05	208710
2020-09-04	243168
2020-09-03	247128
2020-09-02	252620
2020-09-01	269732
2020-08-31	263141
2020-08-30	222136
2020-08-29	214016
2020-08-28	228786
2020-08-27	238123
2020-08-26	245435
2020-08-25	249162
2020-08-24	239686
2020-08-23	235275
2020-08-22	232972
2020-08-21	279626
2020-08-20	241162
2020-08-19	250570
2020-08-18	251937
2020-08-17	252291
2020-08-16	238982
2020-08-15	241429
2020-08-14	259178
2020-08-13	265791
2020-08-12	259385
2020-08-11	273858
2020-08-10	281026
2020-08-09	245456
2020-08-08	247085
2020-08-07	283022
2020-08-06	274317
2020-08-05	275896
2020-08-04	268721
2020-08-03	272133
2020-08-02	266891
2020-08-01	261917
2020-07-31	266482
2020-07-30	257820
2020-07-29	257205
2020-07-28	290967
2020-07-27	295493
2020-07-26	256625
2020-07-25	254128
2020-07-24	249821
2020-07-23	264147
2020-07-22	247018
2020-07-21	245359
2020-07-20	241703
2020-07-19	211743
2020-07-18	222550
2020-07-17	244623
2020-07-16	249336
2020-07-15	247977
2020-07-14	258664
2020-07-13	256923
2020-07-12	208949
2020-07-11	212623
2020-07-10	226656
2020-07-09	239570
2020-07-08	245164
2020-07-07	232298
2020-07-06	226874
2020-07-05	190341
2020-07-04	198786
2020-07-03	222472
2020-07-02	225451
2020-07-01	235283
2020-06-30	239677
2020-06-29	212832
2020-06-28	198990
2020-06-27	220254
2020-06-26	231576
2020-06-25	232902
2020-06-24	233177
2020-06-23	235246
2020-06-22	227925
2020-06-21	194296
2020-06-20	198430
2020-06-19	213562
2020-06-18	207533
2020-06-17	214563
2020-06-16	208027
2020-06-15	218401
2020-06-14	170853
2020-06-13	177887
2020-06-12	202240
2020-06-11	211093
2020-06-10	206477
2020-06-09	200431
2020-06-08	234984
2020-06-07	201189
2020-06-06	199382
2020-06-05	210192
2020-06-04	219370
2020-06-03	208847
2020-06-02	238820
2020-06-01	226840
2020-05-31	198581
2020-05-30	213042
2020-05-29	220263
2020-05-28	220013
2020-05-27	220749
2020-05-26	216220
2020-05-25	201551
2020-05-24	184177
2020-05-23	193504
2020-05-22	215320
2020-05-21	213316
2020-05-20	203856
2020-05-19	199722
2020-05-18	203342
2020-05-17	183865
