date	total_transaction_volume
2023-09-09	16738814756.231031
2023-09-08	16752429881.90837
2023-09-07	17306530568.645225
2023-09-06	20496465609.799793
2023-09-05	17122988536.142387
2023-09-04	18519319505.50851
2023-09-03	11439139949.299913
2023-09-02	16158120652.149211
2023-09-01	16330006800.240095
2023-08-31	20504706342.554404
2023-08-30	21998589771.793897
2023-08-29	21393249337.259623
2023-08-28	15417366475.225044
2023-08-27	12761677750.600332
2023-08-26	15536551170.372043
2023-08-25	16965688116.629258
2023-08-24	16947112729.256517
2023-08-23	19541361439.071906
2023-08-22	18858932259.827301
2023-08-21	18375447576.550731
2023-08-20	17720890778.305233
2023-08-19	22687025123.053515
2023-08-18	29137916760.372606
2023-08-17	23848202993.843046
2023-08-16	24521067074.994116
2023-08-15	25045762337.930144
2023-08-14	21077303707.417106
2023-08-13	16519933705.531878
2023-08-12	21618874776.239146
2023-08-11	20954912260.7204
2023-08-10	7987941678.155153
2023-08-09	19789316653.036217
2023-08-08	20361517554.329626
2023-08-07	20879097933.7955
2023-08-06	16395955554.089822
2023-08-05	18715757518.374716
2023-08-04	27278384063.824895
2023-08-03	32999867736.695687
2023-08-02	29258380644.426314
2023-08-01	20033377995.12149
2023-07-31	20347986243.920177
2023-07-30	20663291792.769646
2023-07-29	23989267155.283433
2023-07-28	26846018512.378181
2023-07-27	29228784879.551884
2023-07-26	30128231042.955192
2023-07-25	34774761640.338734
2023-07-24	31585167297.972353
2023-07-23	21518073504.185531
2023-07-22	23883837619.223986
2023-07-21	36249553146.442039
2023-07-20	25826912237.185814
2023-07-19	17863060240.927577
2023-07-18	20147768335.416092
2023-07-17	23281811134.129732
2023-07-16	19403288678.176288
2023-07-15	26969750359.146311
2023-07-14	26843298154.050291
2023-07-13	19456181694.390446
2023-07-12	14620616448.104574
2023-07-11	14857093107.794985
2023-07-10	17346826237.730606
2023-07-09	13698516557.404353
2023-07-08	13091582625.434838
2023-07-07	14047463708.925673
2023-07-06	16069353340.075642
2023-07-05	15170872779.508094
2023-07-04	22169646507.804572
2023-07-03	2078869800.793094
2023-06-03	4182722816.776001
2023-06-02	21476724616.851788
2023-06-01	27378959147.17289
2023-05-31	18047372418.28818
2023-05-30	18088782766.460861
2023-05-29	16272622288.581048
2023-05-28	15223254372.587019
2023-05-27	16991814096.096531
2023-05-26	22227947758.499216
2023-05-25	35003210068.890687
2023-05-24	14679112953.384349
2023-05-23	20501429377.032821
2023-05-22	40473987160.527556
2023-05-21	10691759783.753848
2023-05-20	12971074296.295754
2023-05-19	16217955596.335916
2023-05-18	17900223675.658031
2023-05-17	20451743924.949212
2023-05-16	24863550896.415463
2023-05-15	19732857561.930601
2023-05-14	20926092895.728281
2023-05-13	27705691045.375802
2023-05-12	28766814376.697338
2023-05-11	21172540500.948496
2023-05-10	23091577518.753139
2023-05-09	28757762825.043773
2023-05-08	15268612940.059568
2023-05-07	9758232380.841392
2023-05-06	12510127366.95948
2023-05-05	14104056628.041005
2023-05-04	12871709769.356099
2023-05-03	13015176838.97558
2023-05-02	13054986477.206344
2023-05-01	15483815147.218515
2023-04-30	15765902117.803371
2023-04-29	19230906619.920456
2023-04-28	22889485261.887042
2023-04-27	23415969455.996138
2023-04-26	22289363706.180552
2023-04-25	19632157925.027317
2023-04-24	20809914236.530289
2023-04-23	13319956425.064082
2023-04-22	11070358846.249893
2023-04-21	13597931411.919375
2023-04-20	15966326194.998857
2023-04-19	16376451216.6973
2023-04-18	17762451572.131061
2023-04-17	21398882768.864616
2023-04-16	16960450878.856703
2023-04-15	18988634420.989964
2023-04-14	27999887886.374406
2023-04-13	24276358341.708252
2023-04-12	18753760569.339946
2023-04-11	21741796400.210568
2023-04-10	18332584875.037208
2023-04-09	15994111689.329447
2023-04-08	15622437801.066514
2023-04-07	18427710101.784777
2023-04-06	22912876313.248065
2023-04-05	28093470662.189487
2023-04-04	37750156802.117453
2023-04-03	33906089116.536626
2023-04-02	19553988988.86607
2023-04-01	17524518706.702452
2023-03-31	18838168740.59251
2023-03-30	17482111337.877168
2023-03-29	16912109268.158522
2023-03-28	16541131309.47685
2023-03-27	17323657037.284891
2023-03-26	15763426594.789296
2023-03-25	16269035213.314965
2023-03-24	22469124929.641058
2023-03-23	16699086611.13875
2023-03-22	10401534810.746682
2023-03-21	13622926881.358611
2023-03-20	14232924717.416878
2023-03-19	8761954986.04912
2023-03-18	12987027091.101404
2023-03-17	15173237725.739578
2023-03-16	15819276368.849228
2023-03-15	16772273566.579487
2023-03-14	12901925208.869642
2023-03-13	11562237854.960315
2023-03-12	10590419596.081975
2023-03-11	15300274199.897957
2023-03-10	15494049561.725687
2023-03-09	15731312894.474123
2023-03-08	13368573903.969019
2023-03-07	14245757649.841831
2023-03-06	12069430469.92969
2023-03-05	11126644643.759406
2023-03-04	8962346128.684002
2023-03-03	9623046287.075448
2023-03-02	12670870850.075454
2023-03-01	11940765865.520783
2023-02-28	14112218439.924804
2023-02-27	10452210245.188242
2023-02-26	11001356029.872081
2023-02-25	10525672161.311621
2023-02-24	12768244108.666466
2023-02-23	13959173879.466867
2023-02-22	14333740747.127887
2023-02-21	14328664767.973941
2023-02-20	12931371040.845761
2023-02-19	14143873702.070802
2023-02-18	15680090536.625934
2023-02-17	18218497593.667626
2023-02-16	17808250013.971808
2023-02-15	12278164496.511059
2023-02-14	7777858317.784189
2023-02-13	7695898065.163276
2023-02-12	7456539581.048821
2023-02-11	7630291945.596522
2023-02-10	15421594284.257124
2023-02-09	14268149880.092743
2023-02-08	11648566968.999832
2023-02-07	15391835139.131248
2023-02-06	15498961227.143313
2023-02-05	12892326581.786882
2023-02-04	17188940530.21869
2023-02-03	15662987140.552007
2023-02-02	17807535847.256018
2023-02-01	18804596436.495602
2023-01-31	22231635398.801799
2023-01-30	16949068638.283154
2023-01-29	17121404116.342414
2023-01-28	16304295121.912114
2023-01-27	19425525076.966223
2023-01-26	18559482155.790804
2023-01-25	23007819546.907895
2023-01-24	19855742065.592885
2023-01-23	14336695917.337451
2023-01-22	13564638670.085433
2023-01-21	14163093766.716651
2023-01-20	14917326108.580621
2023-01-19	13879309947.035518
2023-01-18	15795142966.283312
2023-01-17	15619340371.577752
2023-01-16	15228907525.776942
2023-01-15	15569196967.619251
2023-01-14	19246448334.494649
2023-01-13	16845265411.454275
2023-01-12	17418578157.481231
2023-01-11	20002032394.400646
2023-01-10	15010425722.382784
2023-01-09	19554765226.365639
2023-01-08	11829938414.360679
2023-01-07	9479968640.123793
2023-01-06	11622686911.758405
2023-01-05	12313815928.087514
2023-01-04	13663961978.034563
2023-01-03	9751071072.151255
2023-01-02	8677895968.883879
2023-01-01	8722460294.205768
2022-12-31	10758944770.047455
2022-12-30	16186171666.862423
2022-12-29	16764484447.060568
2022-12-28	15083760989.186727
2022-12-27	13464715936.50301
2022-12-26	6284521497.866576
2022-12-25	6843588368.985756
2022-12-24	9051497886.601874
2022-12-23	11742549507.795412
2022-12-22	13623803893.517914
2022-12-21	11511499634.023706
2022-12-20	13670125721.682305
2022-12-19	35641885137.307125
2022-12-18	12653585518.893472
2022-12-17	15234729559.525018
2022-12-16	14428212951.919062
2022-12-15	12064541784.834887
2022-12-14	17576360386.098606
2022-12-13	15931834529.667506
2022-12-12	20182852530.461504
2022-12-11	11750924583.240627
2022-12-10	13916523088.306573
2022-12-09	16678533214.58491
2022-12-08	18585898824.875583
2022-12-07	14460291658.477532
2022-12-06	12447090054.9891
2022-12-05	14505422730.909635
2022-12-04	11276145585.211988
2022-12-03	13837177271.290604
2022-12-02	16377095709.809332
2022-12-01	24625520989.213085
2022-11-30	23661497026.111109
2022-11-29	18947034335.859147
2022-11-28	24508814556.134692
2022-11-27	18345325081.262435
2022-11-26	18945499169.517535
2022-11-25	19143700181.0103
2022-11-24	16966863428.046482
2022-11-23	20229480188.689925
2022-11-22	18145233554.926436
2022-11-21	19171389974.873514
2022-11-20	17559504204.465166
2022-11-19	18826302009.367503
2022-11-18	18527633913.481692
2022-11-17	23668249908.643207
2022-11-16	30074248668.532225
2022-11-15	26543929124.556786
2022-11-14	45904150846.776235
2022-11-13	29197459340.715681
2022-11-12	28451214028.158385
2022-11-11	56558897050.549059
2022-11-10	70634054466.726581
2022-11-09	66887341812.512618
2022-11-08	38261643464.469522
2022-11-07	12642037444.796951
2022-11-06	18882466220.966828
2022-11-05	16947198855.755329
2022-11-04	31816998323.146105
2022-11-03	23336272360.257157
2022-11-02	27411332389.077597
2022-11-01	35413777621.574519
2022-10-31	32343845918.519057
2022-10-30	29105153736.552513
2022-10-29	43193681728.149374
2022-10-28	34232385725.464892
2022-10-27	31919827973.610497
2022-10-26	21482595938.096247
2022-10-25	14404737375.210958
2022-10-24	12578401710.758282
2022-10-23	10548755661.238259
2022-10-22	12226881838.774205
2022-10-21	14505506889.07524
2022-10-20	14643745055.717484
2022-10-19	16968450447.029992
2022-10-18	15432724148.964991
2022-10-17	14801358004.059595
2022-10-16	12675268716.342391
2022-10-15	8756216684.025284
2022-10-14	8560280592.996056
2022-10-13	9015290435.059484
2022-10-12	9927645897.94718
2022-10-11	10478254693.25815
2022-10-10	7536186639.759723
2022-10-09	9571563713.91699
2022-10-08	10365667313.712864
2022-10-07	15045008767.136927
2022-10-06	18836075378.535536
2022-10-05	22465977620.805977
2022-10-04	23578430644.704667
2022-10-03	16783102137.697317
2022-10-02	12296353519.589912
2022-10-01	16664042114.771507
2022-09-30	24285857329.205874
2022-09-29	16931768028.069387
2022-09-28	13857651437.439711
2022-09-27	16714310904.900392
2022-09-26	9047986619.709732
2022-09-25	9019554949.795969
2022-09-24	12874809536.994187
2022-09-23	15008711675.021819
2022-09-22	13610327870.40553
2022-09-21	13876879148.856054
2022-09-20	11969690284.166615
2022-09-19	10594432857.214506
2022-09-18	9425362992.858565
2022-09-17	11356817107.269661
2022-09-16	14626295454.029313
2022-09-15	15664903884.495604
2022-09-14	17099884190.955667
2022-09-13	20920211279.400984
2022-09-12	16020483433.17194
2022-09-11	8287339423.332933
2022-09-10	8147711690.659039
2022-09-09	9755662549.92257
2022-09-08	9528942456.180223
2022-09-07	9794899599.777064
2022-09-06	12697776856.919809
2022-09-05	9387565777.325535
2022-09-04	8143730217.442971
2022-09-03	9626800892.038292
2022-09-02	12538815602.913207
2022-09-01	14395703569.551409
2022-08-31	18400327375.325033
2022-08-30	17168231659.757316
2022-08-29	14697255883.789831
2022-08-28	12164604411.154507
2022-08-27	13631989795.303098
2022-08-26	12270620246.046437
2022-08-25	11770103278.858296
2022-08-24	10107109186.614716
2022-08-23	13421936729.677257
2022-08-22	11468986491.26471
2022-08-21	9695307654.98024
2022-08-20	13408588378.73915
2022-08-19	25292081372.699092
2022-08-18	27443823529.724796
2022-08-17	29565574025.152204
2022-08-16	31939188258.218177
2022-08-15	16809001335.508273
2022-08-14	21064121820.94552
2022-08-13	15996128665.40899
2022-08-12	12468334855.528987
2022-08-11	15519283269.793871
2022-08-10	12122478258.407353
2022-08-09	17107969083.580925
2022-08-08	14461309118.710418
2022-08-07	8672652794.606073
2022-08-06	13602208277.392438
2022-08-05	13751277522.39813
2022-08-04	11094356848.973332
2022-08-03	16784870953.683662
2022-08-02	16683219930.041344
2022-08-01	12550095850.923502
2022-07-31	8181492966.723482
2022-07-30	10627224373.605699
2022-07-29	13373806046.417228
2022-07-28	19751229888.131476
2022-07-27	13193459375.470382
2022-07-26	13366423618.44001
2022-07-25	13714439638.474248
2022-07-24	11780067476.864442
2022-07-23	13571057512.432337
2022-07-22	17992955403.764876
2022-07-21	59490853464.996889
2022-07-20	51318206657.117392
2022-07-19	51525195346.027206
2022-07-18	28014656590.29098
2022-07-17	13461646996.248263
2022-07-16	12648385866.783678
2022-07-15	12461484025.37546
2022-07-14	14011170652.724745
2022-07-13	9599426512.921986
2022-07-12	9762997604.188317
2022-07-11	11123967452.675355
2022-07-10	9190371218.210766
2022-07-09	10618931257.779669
2022-07-08	15823759055.032621
2022-07-07	14411235868.947022
2022-07-06	13418827875.385383
2022-07-05	10088628093.760123
2022-07-04	7594585614.494111
2022-07-03	7645462691.131614
2022-07-02	8888505157.406283
2022-07-01	13594650179.934183
2022-06-30	10567492291.746445
2022-06-29	10461103102.751191
2022-06-28	8504557863.275026
2022-06-27	12587913060.657013
2022-06-26	9214231621.852103
2022-06-25	6917126195.513511
2022-06-24	11200904583.594738
2022-06-23	11754055825.893942
2022-06-22	9633941445.784784
2022-06-21	12215471150.545163
2022-06-20	5496174629.696507
2022-06-19	9282119980.298774
2022-06-18	8269379680.627386
2022-06-17	8590528139.144816
2022-06-16	11382798684.679354
2022-06-15	14266598861.293006
2022-06-14	9201185810.794223
2022-06-13	14972389166.667323
2022-06-12	7297925235.935862
2022-06-11	12225634647.554725
2022-06-10	12630140397.817469
2022-06-09	14860294709.678311
2022-06-08	7484385693.926355
2022-06-07	9659081483.983601
2022-06-06	9103383159.897255
2022-06-05	3599155994.54643
2022-06-04	6108267788.804904
2022-06-03	6589274910.882666
2022-06-02	5802998155.14469
2022-06-01	6736713844.057616
2022-05-31	6851220635.430941
2022-05-30	4345855984.531
2022-05-29	2770319150.932948
2022-05-28	3289004296.012116
2022-05-27	10490689374.117412
2022-05-26	7051058151.275479
2022-05-25	6296890319.272861
2022-05-24	11020212199.689413
2022-05-23	10604319405.821316
2022-05-22	7426268156.633313
2022-05-21	5322581343.801276
2022-05-20	6062802824.675918
2022-05-19	7672274063.719965
2022-05-18	8378772595.232766
2022-05-17	6215419050.299079
2022-05-16	5544058553.406154
2022-05-15	8226051374.800732
2022-05-14	10745336137.201501
2022-05-13	12934776489.979323
2022-05-12	29543219906.944916
2022-05-11	17622874878.437885
2022-05-10	9324143895.667637
2022-05-09	10303575041.61245
2022-05-08	4481970056.494045
2022-05-07	3361097334.960767
2022-05-06	4495483267.019492
2022-05-05	7100467512.535665
2022-05-04	5493715817.139416
2022-05-03	5965443053.544178
2022-05-02	5565266260.816474
2022-05-01	4729623552.519606
2022-04-30	5471221684.447105
2022-04-29	6463249389.760528
2022-04-28	5156652515.810929
2022-04-27	8033269426.940881
2022-04-26	16795233685.550533
2022-04-25	18786476261.974625
2022-04-24	3811300237.068131
2022-04-23	5159700118.858934
2022-04-22	4937093709.604053
2022-04-21	5039018620.965145
2022-04-20	8386597648.27878
2022-04-19	4648439866.150837
2022-04-18	5151068428.975254
2022-04-17	3889779945.799101
2022-04-16	9168414782.797375
2022-04-15	9331824667.344365
2022-04-14	9266378399.125471
2022-04-13	7732992913.798707
2022-04-12	8735137958.923655
2022-04-11	5962450358.292663
2022-04-10	5366446107.130652
2022-04-09	4542314980.715656
2022-04-08	5475363865.875867
2022-04-07	6217364490.340153
2022-04-06	12371159050.080784
2022-04-05	16563216918.871848
2022-04-04	12514153530.681568
2022-04-03	4081116935.548314
2022-04-02	4172163745.08417
2022-04-01	7644281603.561196
2022-03-31	6751433033.25466
2022-03-30	6514978988.226576
2022-03-29	5959691833.109838
2022-03-28	8146924522.524724
2022-03-27	5386187652.217234
2022-03-26	4094712205.401404
2022-03-25	4083617426.103265
2022-03-24	33572993441.007119
2022-03-23	29551023216.419309
2022-03-22	4118606104.307493
2022-03-21	2846370472.696976
2022-03-20	2673727146.924355
2022-03-19	4270327719.202575
2022-03-18	4904035793.880036
2022-03-17	6465736454.160538
2022-03-16	5763238458.603807
2022-03-15	4981279225.432945
2022-03-14	6572100697.48417
2022-03-13	4331193228.817484
2022-03-12	5414474752.972163
2022-03-11	10998137985.47493
2022-03-10	14026631061.761609
2022-03-09	7709981660.280117
2022-03-08	7700909000.178971
2022-03-07	4621905371.042021
2022-03-06	5105795591.167186
2022-03-05	4924444472.584104
2022-03-04	6479344333.928274
2022-03-03	12639381963.525428
2022-03-02	6388737283.674225
2022-03-01	7231040893.408277
2022-02-28	6899519972.711111
2022-02-27	4992064093.190174
2022-02-26	5656829210.343527
2022-02-25	14938240995.270649
2022-02-24	33464155887.881966
2022-02-23	6896753469.362639
2022-02-22	8875574170.092286
2022-02-21	8681274004.422447
2022-02-20	4988020612.047084
2022-02-19	12137891431.725847
2022-02-18	6749117588.37873
2022-02-17	7598793306.420553
2022-02-16	7340449324.101619
2022-02-15	9412787268.387998
2022-02-14	11616184308.508419
2022-02-13	7990660248.672874
2022-02-12	7495236042.105824
2022-02-11	8620396551.707197
2022-02-10	13095969604.059783
2022-02-09	9915675993.956632
2022-02-08	23251260643.614687
2022-02-07	16135076011.107412
2022-02-06	6990751761.573332
2022-02-05	9580352587.677848
2022-02-04	7038973220.44947
2022-02-03	5664458597.603659
2022-02-02	6135428172.86459
2022-02-01	5695003041.214522
2022-01-31	4580065653.300378
2022-01-30	3747913126.316513
2022-01-29	4588570195.009354
2022-01-28	7258605753.58955
2022-01-27	16367291354.109558
2022-01-26	14075753729.687256
2022-01-25	20452486944.406554
2022-01-24	108925120231.516285
2022-01-23	204150367577.911942
2022-01-22	51183338845.63051
2022-01-21	5794713991.692483
2022-01-20	8160246308.28854
2022-01-19	18606116942.943601
2022-01-18	17644249056.016459
2022-01-17	12078748863.58815
2022-01-16	16523188797.863315
2022-01-15	53982764898.646795
2022-01-14	28915287120.279323
2022-01-13	52293318809.416941
2022-01-12	8028146827.750122
2022-01-11	11246170189.500762
2022-01-10	51958288859.852244
2022-01-09	105862152756.527463
2022-01-08	131429213802.944389
2022-01-07	119350461215.176031
2022-01-06	27053396485.833914
2022-01-05	50017339489.015545
2022-01-04	67650838900.156119
2022-01-03	79517772378.880209
2022-01-02	102504157441.418493
2022-01-01	51061091089.106537
2021-12-31	78509948274.48023
2021-12-30	115800452313.598411
2021-12-29	167220553675.925918
2021-12-28	159638466511.439967
2021-12-27	82291787863.153802
2021-12-26	92450186219.018464
2021-12-25	99021767310.798119
2021-12-24	73201576173.841799
2021-12-23	51688190487.900629
2021-12-22	88340365531.336693
2021-12-21	17900007324.427475
2021-12-20	56902999725.090443
2021-12-19	59036550730.92608
2021-12-18	97442817454.913914
2021-12-17	70890438589.022068
2021-12-16	56113613002.103141
2021-12-15	39407304212.190573
2021-12-14	85793125382.020044
2021-12-13	69826703694.823833
2021-12-12	69191538111.415114
2021-12-11	63753522376.242849
2021-12-10	87163619096.001206
2021-12-09	57242395134.734601
2021-12-08	21667497900.587279
2021-12-07	21480640262.914545
2021-12-06	15692579918.21878
2021-12-05	13741376830.73563
2021-12-04	40886231733.599725
2021-12-03	20450658082.510266
2021-12-02	62390575093.203433
2021-12-01	48308981873.602464
2021-11-30	27864973021.918231
2021-11-29	51742398858.023342
2021-11-28	17791123173.774564
2021-11-27	39806268717.312503
2021-11-26	44168060073.252352
2021-11-25	34048734658.764953
2021-11-24	20168209969.28556
2021-11-23	16967393786.707798
2021-11-22	13651964942.497809
2021-11-21	10248272054.806509
2021-11-20	15084656837.238421
2021-11-19	6599882273.008018
2021-11-18	22346568449.681799
2021-11-17	14384695685.476579
2021-11-16	17370838557.14489
2021-11-15	13686549112.679913
2021-11-14	14036078856.818939
2021-11-13	9323130822.973224
2021-11-12	20708873807.05542
2021-11-11	29935508046.777139
2021-11-10	33697794026.515641
2021-11-09	41226358100.033219
2021-11-08	30221933170.411436
2021-11-07	12325237513.467139
2021-11-06	20181660322.575725
2021-11-05	24035603096.788694
2021-11-04	24861971867.249334
2021-11-03	46979848014.396127
2021-11-02	46144409481.42176
2021-11-01	34647744704.349715
2021-10-31	49365888056.70936
2021-10-30	55427750089.331195
2021-10-29	105614550467.227844
2021-10-28	115825051319.189433
2021-10-27	44414365579.691829
2021-10-26	37832576936.065946
2021-10-25	34388875673.110278
2021-10-24	28081290990.284029
2021-10-23	13008362714.879627
2021-10-22	30371685081.640045
2021-10-21	39297320686.31921
2021-10-20	25646591935.185673
2021-10-19	36450517567.848183
2021-10-18	43865498225.533474
2021-10-17	10827680004.612921
2021-10-16	13335857897.633099
2021-10-15	31256359016.896018
2021-10-14	14626346655.557377
2021-10-13	20111912361.377325
2021-10-12	13953431983.013251
2021-10-11	19173253945.415317
2021-10-10	17260117988.530709
2021-10-09	17588581671.701689
2021-10-08	18320626522.176328
2021-10-07	39349015380.075632
2021-10-06	39933425490.110115
2021-10-05	31969633957.137711
2021-10-04	29071656542.001904
2021-10-03	21821392618.785699
2021-10-02	36944128280.437159
2021-10-01	23460540328.283811
2021-09-30	27314543692.455368
2021-09-29	27053935657.148207
2021-09-28	8035000361.51687
2021-09-27	9583801353.236596
2021-09-26	8072056839.202684
2021-09-25	6852532364.961429
2021-09-24	9131625957.327754
2021-09-23	20370816015.086115
2021-09-22	6694513474.056204
2021-09-21	6564029403.020995
2021-09-20	8516079906.954958
2021-09-19	6392113531.293085
2021-09-18	6633177237.115443
2021-09-17	15279766073.845533
2021-09-16	5067539448.890476
2021-09-15	6271305247.095884
2021-09-14	5218021083.97688
2021-09-13	11345314110.306231
2021-09-12	5614464787.186532
2021-09-11	5420863127.904461
2021-09-10	7143912439.733327
2021-09-09	11377282576.783085
2021-09-08	10448463077.431713
2021-09-07	24269200605.967452
2021-09-06	14867330538.016302
2021-09-05	24790682025.887042
2021-09-04	13003151921.598398
2021-09-03	16037957412.082506
2021-09-02	9924263995.157301
2021-09-01	10727645036.301793
2021-08-31	6632218219.598377
2021-08-30	13259249030.908099
2021-08-29	13185935233.079376
2021-08-28	12044928512.862384
2021-08-27	11457589741.447546
2021-08-26	15988812092.416067
2021-08-25	17482163938.526776
2021-08-24	30560560020.760644
2021-08-23	11951693073.464646
2021-08-22	13109347049.963308
2021-08-21	24956913454.040741
2021-08-20	22122306394.308095
2021-08-19	25129755843.378998
2021-08-18	22350885082.142016
2021-08-17	36687287039.116968
2021-08-16	22149636926.216871
2021-08-15	20165848470.125118
2021-08-14	25571094856.018548
2021-08-13	10598984326.239151
2021-08-12	22013438679.130845
2021-08-11	15657475531.446454
2021-08-10	26163058820.443742
2021-08-09	28749139241.447812
2021-08-08	39195768105.669512
2021-08-07	13256808894.471274
2021-08-06	9356948870.923361
2021-08-05	12951162813.698421
2021-08-04	22018271004.701069
2021-08-03	25385136636.654417
2021-08-02	20507344238.856677
2021-08-01	22016219512.241299
2021-07-31	23024199688.1673
2021-07-30	26317915170.664675
2021-07-29	36709904826.41705
2021-07-28	36015415744.122984
2021-07-27	34325552717.824463
