date	average_transaction_value
2020-04-12	17993304687.563282337
2020-04-11	22784092140.886523216
2020-04-10	42883848728.766069746
2020-04-09	35930920445.265942287
2020-04-08	30955177249.14352483
2020-04-07	32869816775.467738523
2020-04-06	19865242642.718514219
2020-04-05	15501592164.171662125
2020-04-04	16019669654.312842779
2020-04-03	20305718582.889201689
2020-04-02	23400305207.966083618
2020-04-01	21779493965.653452116
2020-03-31	29418037663.29491674
2020-03-30	25150254907.369367464
2020-03-29	24281176391.678287732
2020-03-28	28313431090.506113537
2020-03-27	23023170656.103720604
2020-03-26	36035893561.010825727
2020-03-25	45809465884.327727054
2020-03-24	37710785040.832373782
2020-03-23	24478193397.485840708
2020-03-22	19627690983.998523985
2020-03-21	26451842426.689034046
2020-03-20	39122501723.655140011
2020-03-19	48600687318.246247916
2020-03-18	41223812312.276831521
2020-03-17	49464990743.510280374
2020-03-16	62565821882.773449079
2020-03-15	66166169221.348117348
2020-03-14	51739398164.098618491
2020-03-13	93178461441.68328279
2020-03-12	87495742790.995949278
2020-03-11	34254897639.180817225
2020-03-10	53201929594.188305489
2020-03-09	63860416720.367259626
2020-03-08	68905428370.493641618
2020-03-07	22492402538.893632774
2020-03-06	31191943931.624391431
2020-03-05	35884274844.573206442
2020-03-04	36360891823.303699897
2020-03-03	34172313317.385327635
2020-03-02	42508169249.788028692
2020-03-01	60081845945.373400251
2020-02-29	37626591032.8049591
2020-02-28	44937969749.427248355
2020-02-27	39266431085.078316087
2020-02-26	103177199255.497349823
2020-02-25	74604395636.637412237
2020-02-24	60413568171.164092175
2020-02-23	73246099359.972574911
2020-02-22	58806084870.658479227
2020-02-21	57699116165.770145631
2020-02-20	106706416422.979037893
2020-02-19	50053106532.112576957
2020-02-18	71263457531.113641246
2020-02-17	91736474503.012502605
2020-02-16	80506715033.218953562
2020-02-15	78747405614.019657724
2020-02-14	96130649282.190509421
2020-02-13	114117466997.022127329
2020-02-12	73931462867.403422983
2020-02-11	80320133136.629997839
2020-02-10	82440426704.646966644
2020-02-09	101159113625.555704999
2020-02-08	101051113280.072718517
2020-02-07	126140305495.884702166
2020-02-06	86714261513.473099543
2020-02-05	75072255480.351264466
2020-02-04	30570137141.605200946
2020-02-03	28922745709.628182942
2020-02-02	38334829615.64588704
2020-02-01	46132094423.571360496
2020-01-31	137281282745.882253283
2020-01-30	108266996632.935447124
2020-01-29	86243309891.821005313
2020-01-28	90029140552.887342908
2020-01-27	79690779847.862890537
2020-01-26	52709173616.920473773
2020-01-25	43116772974.205203079
2020-01-24	58389159661.071215881
2020-01-23	47266755500.230201171
2020-01-22	46578916932.813876088
2020-01-21	64743905128.555905894
2020-01-20	77363439428.249602182
2020-01-19	107863455166.063207975
2020-01-18	72000028106.543679549
2020-01-17	95704396675.920066611
2020-01-16	100159335397.615884623
2020-01-15	134851396649.425564754
2020-01-14	141158887970.07217695
2020-01-13	130959414230.974546259
2020-01-12	105177168518.226017077
2020-01-11	126703603836.371704331
2020-01-10	103355692573.985901558
2020-01-09	67765829874.205554178
2020-01-08	59595033247.913677666
2020-01-07	69043436335.47985348
2020-01-06	55390932826.127238893
2020-01-05	61452260253.654016298
2020-01-04	45101744932.371832489
