date	total_gas_fee
2021-09-27	50813.106471
2021-09-26	45980.518291
2021-09-25	37474.374658
2021-09-24	42634.158148
2021-09-23	39304.527894
2021-09-22	38278.725555
2021-09-21	40009.846928
2021-09-20	40886.697735
2021-09-19	35778.891684
2021-09-18	38402.107894
2021-09-17	43236.240947
2021-09-16	41126.433051
2021-09-15	42980.13628
2021-09-14	37932.195272
2021-09-13	43056.471931
2021-09-12	41053.517599
2021-09-11	41317.594863
2021-09-10	49221.604319
2021-09-09	51138.620041
2021-09-08	51915.913641
2021-09-07	62306.292471
2021-09-06	56068.372716
2021-09-05	51568.950737
2021-09-04	51861.960533
2021-09-03	59093.839432
2021-09-02	61000.740567
2021-09-01	52437.825247
2021-08-31	51867.151296
2021-08-30	52284.516252
2021-08-29	46137.28293
2021-08-28	50568.107261
2021-08-27	51286.228883
2021-08-26	50588.485045
2021-08-25	53994.090439
2021-08-24	57406.976248
2021-08-23	107060.32041
2021-08-22	52446.710293
2021-08-21	53952.193162
2021-08-20	61757.675333
2021-08-19	51824.509585
2021-08-18	57486.275414
2021-08-17	61290.159595
2021-08-16	74327.493584
2021-08-15	65901.167853
2021-08-14	59654.179338
2021-08-13	54203.15952
2021-08-12	55986.176915
2021-08-11	63269.014723
2021-08-10	52573.110949
2021-08-09	56923.961106
2021-08-08	65392.236383
2021-08-07	62464.813108
2021-08-06	47416.329992
2021-08-05	44063.844418
2021-08-04	44401.52849
2021-08-03	43892.72373
2021-08-02	43619.049398
2021-08-01	43391.396864
2021-07-31	43329.582031
2021-07-30	48824.084251
2021-07-29	40671.352193
2021-07-28	43830.887999
2021-07-27	42640.307849
2021-07-26	57960.90103
2021-07-25	38747.822465
2021-07-24	42401.231002
2021-07-23	40034.528401
2021-07-22	43132.270599
2021-07-21	49943.015973
2021-07-20	45082.791316
2021-07-19	40541.210326
2021-07-18	40670.708344
2021-07-17	46467.097404
2021-07-16	45560.627023
2021-07-15	44530.06603
2021-07-14	43284.133204
2021-07-13	41607.983963
2021-07-12	41982.71517
2021-07-11	47214.208417
2021-07-10	44830.019671
2021-07-09	47828.88867
2021-07-08	44980.634671
2021-07-07	48287.216586
2021-07-06	52188.489841
2021-07-05	52366.459969
2021-07-04	46422.870713
2021-07-03	42398.440697
2021-07-02	46051.159413
2021-07-01	52939.041025
2021-06-30	49863.562223
2021-06-29	57231.966862
2021-06-28	55117.428386
2021-06-27	47909.290897
2021-06-26	46951.967686
2021-06-25	81289.478278
2021-06-24	55257.39999
2021-06-23	61335.752373
2021-06-22	75163.047973
2021-06-21	75527.692367
2021-06-20	52569.026501
2021-06-19	48778.973819
2021-06-18	53767.27248
2021-06-17	50928.72855
2021-06-16	57125.523294
2021-06-15	56106.427996
2021-06-14	56843.274968
2021-06-13	49297.404379
2021-06-12	50665.179346
2021-06-11	55011.205258
2021-06-10	57346.770334
2021-06-09	60383.11973
2021-06-08	63314.986524
2021-06-07	65008.746802
2021-06-06	60387.950628
2021-06-05	71289.533183
2021-06-04	89728.314546
2021-06-03	81563.727008
2021-06-02	102283.525457
2021-06-01	64102.162834
2021-05-31	54022.028763
2021-05-30	56712.613393
2021-05-29	54618.672868
2021-05-28	62746.408089
2021-05-27	61910.588686
2021-05-26	67518.318548
2021-05-25	69482.548824
2021-05-24	74685.733843
2021-05-23	94516.019829
2021-05-22	69148.851769
2021-05-21	83418.25384
2021-05-20	108555.962971
2021-05-19	127252.910979
2021-05-18	94721.146382
2021-05-17	105425.4332
2021-05-16	108256.466568
2021-05-15	114270.762444
2021-05-14	178677.239321
2021-05-13	151110.335645
2021-05-12	134459.26898
2021-05-11	162039.47291
2021-05-10	216116.037117
2021-05-09	349543.285721
2021-05-08	275175.108587
2021-05-07	217754.019729
2021-05-06	257135.606862
2021-05-05	329056.464199
2021-05-04	293693.956866
2021-05-03	137998.908748
2021-05-02	125966.300961
2021-05-01	118893.847204
2021-04-30	100717.978165
2021-04-29	91591.425357
2021-04-28	120979.996862
2021-04-27	87703.835416
2021-04-26	85561.00057
2021-04-25	86247.054868
2021-04-24	108608.209226
2021-04-23	124912.764438
2021-04-22	147290.854336
2021-04-21	155140.873108
2021-04-20	236451.377644
2021-04-19	258556.068117
2021-04-18	158379.096585
2021-04-17	232217.852299
2021-04-16	498153.931255
2021-04-15	185156.532912
2021-04-14	279635.839268
2021-04-13	137412.304498
2021-04-12	113619.150687
2021-04-11	122756.016232
2021-04-10	84417.582831
2021-04-09	75884.69002
2021-04-08	72267.024135
2021-04-07	78649.207538
2021-04-06	98428.27368
2021-04-05	99841.774417
2021-04-04	89162.122352
2021-04-03	102450.581185
2021-04-02	111598.961864
2021-04-01	113892.136776
2021-03-31	93245.096871
2021-03-30	95946.24479
2021-03-29	93785.809739
2021-03-28	95848.888993
2021-03-27	95035.772456
2021-03-26	93572.380501
2021-03-25	82556.291012
2021-03-24	84210.092904
2021-03-23	112684.620213
2021-03-22	83241.194499
2021-03-21	77899.448283
2021-03-20	86371.456112
2021-03-19	77142.228464
2021-03-18	83553.535008
2021-03-17	96167.384383
2021-03-16	73274.328189
2021-03-15	76860.743067
2021-03-14	93847.286819
2021-03-13	79375.0833
2021-03-12	94125.511008
2021-03-11	78438.803356
2021-03-10	110111.318874
2021-03-09	147026.888506
2021-03-08	155232.24059
