year	month	day	total_gas_fee
2017	5	6	29657369266
2017	5	5	26131168454
2017	5	4	30709568071
2017	5	3	24734367708
2017	5	2	27267966183
2017	5	1	22774886560
2017	4	30	19930763935
2017	4	29	25637648122
2017	4	28	24968419536
2017	4	27	25644731571
2017	4	26	25384367765
2017	4	25	27162738431
2017	4	24	18796137981
2017	4	23	16967309519
2017	4	22	18034051775
2017	4	21	24438907052
2017	4	20	22837557725
2017	4	19	20952935942
2017	4	18	22020687325
2017	4	17	18072834518
2017	4	16	15885627688
2017	4	15	20155356574
2017	4	14	23548446532
2017	4	13	21666765492
2017	4	12	21215521160
2017	4	11	22634667638
2017	4	10	19726586623
2017	4	9	16805979031
2017	4	8	17161302076
2017	4	7	22514679282
2017	4	6	22171976913
2017	4	5	23629861443
2017	4	4	20030284512
2017	4	3	22103918997
2017	4	2	18073640574
2017	4	1	19064263242
2017	3	31	21727700693
2017	3	30	20340448684
2017	3	29	21293579722
2017	3	28	23322176362
2017	3	27	19484378734
2017	3	26	15465177428
2017	3	25	18200765156
2017	3	24	23155050182
2017	3	23	23599807634
2017	3	22	26584522812
2017	3	21	24863661350
2017	3	20	24115787713
2017	3	19	21162793576
2017	3	18	21705770532
2017	3	17	24458901754
2017	3	16	26455158129
2017	3	15	23625501962
2017	3	14	25653171308
2017	3	13	22075092528
2017	3	12	19062879952
2017	3	11	21766771727
2017	3	10	25791797636
2017	3	9	23667178552
2017	3	8	23373076230
2017	3	7	26977191295
2017	3	6	23898093612
2017	3	5	21669618574
2017	3	4	22029548015
2017	3	3	25968606189
2017	3	2	25222663973
2017	3	1	22959036693
2017	2	28	22737147230
2017	2	27	19538746144
2017	2	26	16117260121
2017	2	25	19130417997
2017	2	24	22670991440
2017	2	23	21165472424
2017	2	22	18203570523
2017	2	21	16581707207
2017	2	20	15991401438
2017	2	19	12944377921
2017	2	18	15222901802
2017	2	17	16584442388
2017	2	16	16987720101
2017	2	15	13404888989
2017	2	14	14099131586
2017	2	13	13677242215
2017	2	12	10251055926
2017	2	11	11708000976
2017	2	10	13977915541
2017	2	9	17418568718
2017	2	8	15714493504
2017	2	7	17075671139
2017	2	6	15493020175
2017	2	5	13617869567
2017	2	4	13864644801
2017	2	3	16242120704
2017	2	2	14230055361
2017	2	1	15491657240
2017	1	31	14566158893
2017	1	30	13515608339
2017	1	29	11983779830
2017	1	28	12253506930
2017	1	27	11404371837
2017	1	26	12355631958
2017	1	25	13500808277
2017	1	24	14316521050
2017	1	23	10901172711
2017	1	22	8711486550
2017	1	21	9458963263
2017	1	20	10484963495
2017	1	19	11239573320
2017	1	18	10793626344
2017	1	17	10939305302
2017	1	16	10364270285
2017	1	15	8222432059
2017	1	14	8685666196
2017	1	13	9699540130
2017	1	12	10550392824
2017	1	11	11182087465
2017	1	10	11994087094
2017	1	9	10204592665
2017	1	8	9124134820
2017	1	7	10633841730
2017	1	6	12777072194
2017	1	5	11499194252
2017	1	4	19333743620
2017	1	3	11750869676
2017	1	2	11288414659
2017	1	1	6507949883
2016	12	31	8232831226
2016	12	30	10031872400
2016	12	29	10723074067
2016	12	28	10435263976
2016	12	27	9953217417
2016	12	26	8797239373
2016	12	25	6193750723
2016	12	24	8358322018
2016	12	23	10048771495
2016	12	22	10617675284
2016	12	21	11492502583
2016	12	20	10192528818
2016	12	19	10396098767
2016	12	18	8081959375
2016	12	17	8136024503
2016	12	16	9757905572
2016	12	15	10043219466
2016	12	14	9482014754
2016	12	13	9765573127
2016	12	12	9312640060
2016	12	11	7669390919
2016	12	10	8684229837
2016	12	9	9630486037
2016	12	8	9623895714
2016	12	7	10759327335
2016	12	6	11947737538
2016	12	5	10612511446
2016	12	4	9263816666
2016	12	3	10113526766
2016	12	2	12059021932
2016	12	1	10270561249
2016	11	30	9956774283
2016	11	29	10105426951
2016	11	28	10957588157
2016	11	27	8115381886
2016	11	26	10174634136
2016	11	25	13807167767
2016	11	24	13586177837
2016	11	23	10895046532
2016	11	22	10152105178
2016	11	21	9492004537
2016	11	20	7295353104
2016	11	19	7214751446
2016	11	18	8354457183
2016	11	17	8903665576
2016	11	16	7946533169
2016	11	15	8145867865
2016	11	14	7942615064
2016	11	13	6267231406
2016	11	12	6589536127
2016	11	11	7274402535
2016	11	10	8229286720
2016	11	9	8373198606
2016	11	8	8925535917
2016	11	7	9127487749
2016	11	6	7081542827
2016	11	5	7375387364
2016	11	4	8433985522
2016	11	3	7898965840
2016	11	2	7952440935
2016	11	1	7888304167
2016	10	31	7630761672
2016	10	30	6261635815
2016	10	29	7316334719
2016	10	28	8218591551
2016	10	27	11104197547
2016	10	26	12366682607
2016	10	25	9909135171
2016	10	24	8114570038
2016	10	23	6749823388
2016	10	22	6662886636
2016	10	21	7608109984
2016	10	20	8931863339
2016	10	19	6238149631
2016	10	18	7724037508
2016	10	17	7244112233
2016	10	16	5754846761
2016	10	15	6260063720
2016	10	14	6801350542
2016	10	13	6712105979
2016	10	12	6831244694
2016	10	11	8075501147
2016	10	10	6783531890
2016	10	9	5827379152
2016	10	8	6751007174
2016	10	7	7205178137
2016	10	6	7772649993
2016	10	5	7277844316
2016	10	4	7103602966
2016	10	3	7523840275
2016	10	2	5342262056
2016	10	1	5873516440
2016	9	30	6845068728
2016	9	29	6853955587
2016	9	28	6474431075
2016	9	27	6299270729
2016	9	26	6052560461
2016	9	25	4959149659
2016	9	24	5895425424
2016	9	23	6005767564
2016	9	22	6272699094
2016	9	21	6496509855
2016	9	20	6836086914
2016	9	19	6612043758
2016	9	18	5302257570
2016	9	17	5763998368
2016	9	16	6399372021
2016	9	15	5969619981
2016	9	14	6236523412
2016	9	13	6805656902
2016	9	12	5592604475
2016	9	11	4743305867
2016	9	10	5115995466
2016	9	9	6336822147
2016	9	8	5960240707
2016	9	7	6376239601
2016	9	6	6065357465
2016	9	5	6304984857
2016	9	4	4663006916
2016	9	3	5154954056
2016	9	2	5733859607
2016	9	1	6348703333
2016	8	31	6247730836
2016	8	30	6763053145
2016	8	29	6437949671
2016	8	28	4891366874
2016	8	27	5547429433
2016	8	26	6244953714
2016	8	25	6461425534
2016	8	24	6462449049
2016	8	23	6765790776
2016	8	22	6577382642
2016	8	21	5066277505
2016	8	20	6121304534
2016	8	19	8079961253
2016	8	18	7647075341
2016	8	17	7373160399
2016	8	16	8309112751
2016	8	15	6834053066
2016	8	14	6162650466
2016	8	13	6274827301
2016	8	12	7076200713
2016	8	11	7992226711
2016	8	10	7553269014
2016	8	9	7429724567
2016	8	8	8644357031
2016	8	7	6698389239
2016	8	6	5968826373
2016	8	5	7455527344
2016	8	4	6953744777
2016	8	3	7568290751
2016	8	2	8138920804
2016	8	1	7317800941
2016	7	31	7255961680
2016	7	30	6572047583
2016	7	29	7226700639
2016	7	28	7163045994
2016	7	27	7491411699
2016	7	26	7079427446
2016	7	25	6972168119
2016	7	24	5090576380
2016	7	23	6003161359
2016	7	22	6519185579
2016	7	21	6041625410
2016	7	20	6419434833
2016	7	19	6186165427
2016	7	18	5907113707
2016	7	17	4787291321
2016	7	16	5067563958
2016	7	15	5522548963
2016	7	14	5748641729
2016	7	13	5318160911
2016	7	12	5117140866
2016	7	11	5733521701
2016	7	10	3856114004
2016	7	9	4740040469
2016	7	8	5725884524
2016	7	7	5650728572
2016	7	6	5567845334
2016	7	5	5587364447
2016	7	4	5514588726
2016	7	3	4547185343
2016	7	2	5292652832
2016	7	1	5769296304
2016	6	30	6250402880
2016	6	29	6168595835
2016	6	28	5837675619
2016	6	27	6178464957
2016	6	26	5430478358
2016	6	25	6099766676
2016	6	24	7411847429
2016	6	23	7530395381
2016	6	22	7885018659
2016	6	21	7628917579
2016	6	20	7677113580
2016	6	19	6314349102
2016	6	18	7057830565
2016	6	17	7890209509
2016	6	16	8229665972
2016	6	15	8338614703
2016	6	14	6904509389
2016	6	13	6387453511
2016	6	12	5242482099
2016	6	11	4624529278
2016	6	10	5281223012
2016	6	9	5321550949
2016	6	8	5040981971
2016	6	7	5251815706
2016	6	6	5213956486
2016	6	5	4416827831
2016	6	4	4644371282
2016	6	3	5469656979
2016	6	2	5853519721
2016	6	1	5618497783
2016	5	31	5233924442
2016	5	30	5785196125
2016	5	29	4798546674
2016	5	28	5234180926
2016	5	27	7089209327
2016	5	26	5565651605
2016	5	25	5987550803
2016	5	24	5953134626
2016	5	23	5473645083
2016	5	22	4320770201
2016	5	21	5682664163
2016	5	20	5158622819
2016	5	19	5498968957
2016	5	18	5826811656
2016	5	17	5844087260
2016	5	16	6051568467
2016	5	15	4561359577
2016	5	14	4800318276
2016	5	13	4758216903
2016	5	12	4675238994
2016	5	11	4588566709
2016	5	10	4810185732
2016	5	9	4046544740
2016	5	8	3473771327
2016	5	7	3761683514
2016	5	6	4451955200
2016	5	5	4425619976
2016	5	4	4717178574
2016	5	3	4486828296
2016	5	2	4513159943
2016	5	1	3450281105
2016	4	30	4087923127
2016	4	29	4991958740
2016	4	28	4962034503
2016	4	27	4611149971
2016	4	26	33775639818
2016	4	25	4329847026
2016	4	24	3326865456
2016	4	23	3315097021
2016	4	22	4268874359
2016	4	21	4282120266
2016	4	20	4321507171
2016	4	19	4348327587
2016	4	18	4733042977
2016	4	17	3428061725
2016	4	16	3412321152
2016	4	15	4467354732
2016	4	14	4486496577
2016	4	13	4574314812
2016	4	12	5075962758
2016	4	11	5011203705
2016	4	10	3325339902
2016	4	9	3654361898
2016	4	8	4353738918
2016	4	7	4473522886
2016	4	6	5844875393
2016	4	5	4792742177
2016	4	4	4508180774
2016	4	3	4358224685
2016	4	2	4966375403
2016	4	1	5322769540
2016	3	31	4574989907
2016	3	30	4575345212
2016	3	29	5779052183
2016	3	28	4615473942
2016	3	27	3175097348
2016	3	26	3583237590
2016	3	25	3270337620
2016	3	24	3850255692
2016	3	23	3835156743
2016	3	22	4263768215
2016	3	21	4113390235
2016	3	20	3374667059
2016	3	19	3435487023
2016	3	18	4289497200
2016	3	17	4632816082
2016	3	16	4799646002
2016	3	15	4288754793
2016	3	14	4105698574
2016	3	13	3580250793
2016	3	12	3440586731
2016	3	11	3976764706
2016	3	10	4107926816
2016	3	9	5468048263
2016	3	8	4492403847
2016	3	7	4373955784
2016	3	6	3912461422
2016	3	5	6207709524
2016	3	4	5156297271
2016	3	3	5609368275
2016	3	2	9215325496
2016	3	1	6006599979
2016	2	29	5528146424
2016	2	28	4448851907
2016	2	27	3733826946
2016	2	26	4235918186
2016	2	25	4589148285
2016	2	24	4599151748
2016	2	23	4835862446
2016	2	22	4580619995
2016	2	21	4031753710
2016	2	20	4135279322
2016	2	19	4593178995
2016	2	18	4333919321
2016	2	17	4384467565
2016	2	16	4220291344
2016	2	15	4211669849
2016	2	14	3515265778
2016	2	13	3491582779
2016	2	12	3903763903
2016	2	11	4425502408
2016	2	10	4510160409
2016	2	9	4175333830
2016	2	8	4213873335
2016	2	7	3893269746
2016	2	6	4020959148
2016	2	5	4303457951
2016	2	4	3813751292
2016	2	3	4472773300
2016	2	2	5864427461
2016	2	1	5598834185
2016	1	31	3455384553
2016	1	30	3897923245
2016	1	29	4698023086
2016	1	28	4743453192
2016	1	27	4912850373
2016	1	26	4701650631
2016	1	25	4598396640
2016	1	24	4018242360
2016	1	23	3859889347
2016	1	22	4516359551
2016	1	21	5036037950
2016	1	20	4647964248
2016	1	19	3967840683
2016	1	18	3948023545
2016	1	17	3632679500
2016	1	16	3477336876
2016	1	15	3576071656
2016	1	14	3182088874
2016	1	13	3427954249
2016	1	12	3470749772
2016	1	11	3590416653
2016	1	10	2795780106
2016	1	9	3022393822
2016	1	8	3253002298
2016	1	7	3702453793
2016	1	6	3040324362
2016	1	5	3227846687
2016	1	4	3074684308
2016	1	3	2408304879
2016	1	2	3137600479
2016	1	1	1982080598
2015	12	31	2550670682
2015	12	30	3079767766
2015	12	29	3135063356
2015	12	28	3114441685
2015	12	27	2706454523
2015	12	26	3137472184
2015	12	25	2958094326
2015	12	24	3633612595
2015	12	23	3981257790
2015	12	22	3913063975
2015	12	21	4110369193
2015	12	20	3353649378
2015	12	19	3523701085
2015	12	18	3777548047
2015	12	17	3764708734
2015	12	16	3738604758
2015	12	15	3999899310
2015	12	14	4052758586
2015	12	13	3325167033
2015	12	12	3696162758
2015	12	11	4327706332
2015	12	10	3589685418
2015	12	9	3730535029
2015	12	8	3278755044
2015	12	7	3302830019
2015	12	6	3036759062
2015	12	5	3107756174
2015	12	4	2866553139
2015	12	3	2971151175
2015	12	2	3247262681
2015	12	1	3125843549
2015	11	30	3429084643
2015	11	29	2217266336
2015	11	28	2647215741
2015	11	27	2665176592
2015	11	26	2795046286
2015	11	25	2650728282
2015	11	24	2512325561
2015	11	23	2564701023
2015	11	22	2330401546
2015	11	21	2384630843
2015	11	20	2574141814
2015	11	19	2573583511
2015	11	18	2737508755
2015	11	17	2630052583
2015	11	16	2779466448
2015	11	15	2301078957
2015	11	14	2447520325
2015	11	13	2562122509
2015	11	12	2576607374
2015	11	11	2796582529
2015	11	10	2920202127
2015	11	9	2959354321
2015	11	8	2343890815
2015	11	7	2579858313
2015	11	6	3232119456
2015	11	5	3412758502
2015	11	4	4491027343
2015	11	3	3434305541
2015	11	2	3328238640
2015	11	1	2734475095
2015	10	31	2854469017
2015	10	30	3204370245
2015	10	29	3396205933
2015	10	28	3011709528
2015	10	27	2903670838
2015	10	26	2665010032
2015	10	25	2482972719
2015	10	24	2688985085
2015	10	23	2873077494
2015	10	22	2941208760
2015	10	21	2840338671
2015	10	20	3163227656
2015	10	19	2830097624
2015	10	18	2287814229
2015	10	17	2700692963
2015	10	16	2835618390
2015	10	15	2838709887
2015	10	14	2715648782
2015	10	13	2494470798
2015	10	12	2547023804
2015	10	11	1935308736
2015	10	10	2480907025
2015	10	9	2310188544
2015	10	8	2686679732
2015	10	7	2496770404
2015	10	6	2580662237
2015	10	5	2334896688
2015	10	4	1936537912
2015	10	3	2168642606
2015	10	2	2592049816
2015	10	1	2882708269
2015	9	30	2679319008
2015	9	29	2737654970
2015	9	28	2628988147
2015	9	27	2198745167
2015	9	26	2499832779
2015	9	25	2711947875
2015	9	24	2427461543
2015	9	23	2552187592
2015	9	22	2782720079
2015	9	21	2877250376
2015	9	20	2125348050
2015	9	19	2174704429
2015	9	18	2540203437
2015	9	17	2711789352
2015	9	16	2610466496
2015	9	15	2887989851
2015	9	14	3122149088
2015	9	13	2536632619
2015	9	12	2908465555
2015	9	11	3807931771
2015	9	10	2779300834
2015	9	9	2716877078
2015	9	8	2562157265
2015	9	7	2970364898
2015	9	6	2187159142
2015	9	5	2784723132
2015	9	4	2508295191
2015	9	3	2797427509
2015	9	2	5388841426
2015	9	1	2526556984
2015	8	31	2756912196
2015	8	30	1951472621
2015	8	29	2135923021
2015	8	28	2444245868
2015	8	27	2387492571
2015	8	26	2515845138
2015	8	25	2524057210
2015	8	24	2621538332
2015	8	23	2068006617
2015	8	22	2239789595
2015	8	21	2320451447
2015	8	20	2577554216
2015	8	19	2416873641
2015	8	18	2560465587
2015	8	17	2350533255
2015	8	16	1895351010
2015	8	15	2052411841
2015	8	14	2426238231
2015	8	13	2468525201
2015	8	12	2559291304
2015	8	11	2609037644
2015	8	10	2856865140
2015	8	9	1900348649
2015	8	8	2240730609
2015	8	7	2506010357
2015	8	6	3705030425
2015	8	5	3389808802
2015	8	4	3518586297
2015	8	3	2709518893
2015	8	2	2081821964
2015	8	1	3267417545
2015	7	31	3775865133
2015	7	30	3402627027
2015	7	29	3900263677
2015	7	28	2790367841
2015	7	27	3133315906
2015	7	26	2117046613
2015	7	25	2024099182
2015	7	24	2327602155
2015	7	23	2658585451
2015	7	22	2736251591
2015	7	21	2567332781
2015	7	20	4005246965
2015	7	19	1963776890
2015	7	18	4355700027
2015	7	17	2404523437
2015	7	16	2739621947
2015	7	15	2613382277
2015	7	14	2919469656
2015	7	13	3226811751
2015	7	12	4436391382
2015	7	11	3871393068
2015	7	10	3736990049
2015	7	9	4017988719
2015	7	8	5078148310
2015	7	7	4328253875
2015	7	6	3559063900
2015	7	5	2094808987
2015	7	4	1784510252
2015	7	3	2279418437
2015	7	2	2429662311
2015	7	1	2127628595
2015	6	30	2995122247
2015	6	29	1870253432
2015	6	28	1539498690
2015	6	27	1674241236
2015	6	26	1816023869
2015	6	25	1669325104
2015	6	24	1635528118
2015	6	23	1874452789
2015	6	22	2792504014
2015	6	21	1407698414
2015	6	20	1537216810
2015	6	19	2730544421
2015	6	18	2733272035
2015	6	17	2345269754
2015	6	16	2013279514
2015	6	15	1987304204
2015	6	14	1598348336
2015	6	13	1690253670
2015	6	12	1836680608
2015	6	11	1744264663
2015	6	10	2008297998
2015	6	9	1771721190
2015	6	8	1734380551
2015	6	7	1296274061
2015	6	6	1425095862
2015	6	5	1591131490
2015	6	4	1682484681
2015	6	3	1803214868
2015	6	2	1856065267
2015	6	1	2170563529
2015	5	31	3945981082
2015	5	30	1704206720
2015	5	29	1783224896
2015	5	28	1624789347
2015	5	27	1600109647
2015	5	26	1804951479
2015	5	25	1552614626
2015	5	24	1352427108
2015	5	23	1275570619
2015	5	22	1533794565
2015	5	21	1447529212
2015	5	20	1504039670
2015	5	19	1568797983
2015	5	18	1484130953
2015	5	17	1307921042
2015	5	16	1311363793
2015	5	15	1512186504
2015	5	14	1406091765
2015	5	13	1548162095
2015	5	12	1605606726
2015	5	11	1733158914
2015	5	10	1558545140
2015	5	9	1334743823
2015	5	8	1657046441
2015	5	7	1599528963
2015	5	6	1578427708
2015	5	5	1632255227
2015	5	4	1510627218
2015	5	3	1234368977
2015	5	2	1399169181
2015	5	1	1373766087
2015	4	30	1673387524
2015	4	29	1687860527
2015	4	28	1615746744
2015	4	27	1572423382
2015	4	26	1343856985
2015	4	25	9935690506
2015	4	24	1560361285
2015	4	23	1585553042
2015	4	22	1586411600
2015	4	21	1543035927
2015	4	20	1701682374
2015	4	19	1299562204
2015	4	18	1332714608
2015	4	17	1466698599
2015	4	16	1403218749
2015	4	15	1547774603
2015	4	14	1602169132
2015	4	13	1727967925
2015	4	12	1410159871
2015	4	11	1661500470
2015	4	10	2780415534
2015	4	9	1887801779
2015	4	8	1615277510
2015	4	7	1569444220
2015	4	6	1608612337
2015	4	5	1483959852
2015	4	4	1374643295
2015	4	3	1493981790
2015	4	2	1569228121
2015	4	1	1683868407
2015	3	31	1630322108
2015	3	30	1545788621
2015	3	29	1276426269
2015	3	28	1258691333
2015	3	27	1397818158
2015	3	26	1452750048
2015	3	25	1577234281
2015	3	24	1368366895
2015	3	23	1757202944
2015	3	22	1313911317
2015	3	21	1325657744
2015	3	20	1609654010
2015	3	19	1648516776
2015	3	18	1516419516
2015	3	17	1410203756
2015	3	16	1513383473
2015	3	15	1197403880
2015	3	14	1234936058
2015	3	13	1370402241
2015	3	12	1400767054
2015	3	11	1532225806
2015	3	10	1535729233
2015	3	9	1572043904
2015	3	8	1321540516
2015	3	7	1306858102
2015	3	6	1676618435
2015	3	5	1489058476
2015	3	4	1453469909
2015	3	3	1564400780
2015	3	2	1539402280
2015	3	1	1397061238
2015	2	28	1349989157
2015	2	27	1439065266
2015	2	26	1409722225
2015	2	25	1523357961
2015	2	24	1441178545
2015	2	23	1452475248
2015	2	22	1235815172
2015	2	21	1294726109
2015	2	20	1510495925
2015	2	19	1358169837
2015	2	18	1496619549
2015	2	17	1596837665
2015	2	16	1537666720
2015	2	15	1382078432
2015	2	14	1501567083
2015	2	13	1742269239
2015	2	12	1255298681
2015	2	11	1440657851
2015	2	10	1433710661
2015	2	9	1488796877
2015	2	8	1175275630
2015	2	7	1176433401
2015	2	6	1170807312
2015	2	5	1209566718
2015	2	4	1257715341
2015	2	3	1307488376
2015	2	2	1246050215
2015	2	1	1121454393
2015	1	31	1252130893
2015	1	30	1121422969
2015	1	29	1223134655
2015	1	28	1159256582
2015	1	27	1403022961
2015	1	26	1601810841
2015	1	25	1330637600
2015	1	24	1154826012
2015	1	23	1368235392
2015	1	22	1340410002
2015	1	21	1340029971
2015	1	20	1437349806
2015	1	19	1434755742
2015	1	18	1387720200
2015	1	17	1334222178
2015	1	16	1459406088
2015	1	15	1725104955
2015	1	14	1522479663
2015	1	13	1550901423
2015	1	12	3294802367
2015	1	11	1353639408
2015	1	10	1525846972
2015	1	9	1520418118
2015	1	8	1627746896
2015	1	7	1278348978
2015	1	6	1284608123
2015	1	5	1609135479
2015	1	4	2174861782
2015	1	3	1179841308
2015	1	2	1182270129
2015	1	1	805416484
2014	12	31	1138141903
2014	12	30	1386755078
2014	12	29	1443763440
2014	12	28	1228692784
2014	12	27	1717108793
2014	12	26	1930070793
2014	12	25	931387778
2014	12	24	1110071030
2014	12	23	1415710028
2014	12	22	1400200160
2014	12	21	1133607592
2014	12	20	1213819778
2014	12	19	1485967210
2014	12	18	1373600085
2014	12	17	1518390144
2014	12	16	1501735313
2014	12	15	1415068874
2014	12	14	1207562664
2014	12	13	1037249204
2014	12	12	1156648508
2014	12	11	1196549856
2014	12	10	1250345362
2014	12	9	1259212127
2014	12	8	1578243929
2014	12	7	1091019053
2014	12	6	1118769286
2014	12	5	1238234866
2014	12	4	1482170755
2014	12	3	1366172344
2014	12	2	1419657740
2014	12	1	1391266140
2014	11	30	1279344747
2014	11	29	1108339144
2014	11	28	1167570350
2014	11	27	1199225619
2014	11	26	1215985418
2014	11	25	1218659868
2014	11	24	1308281470
2014	11	23	1191356960
2014	11	22	1100513028
2014	11	21	1273306344
2014	11	20	1327805051
2014	11	19	1316045397
2014	11	18	1306674027
2014	11	17	1510046843
2014	11	16	1161501236
2014	11	15	1120153289
2014	11	14	1315059241
2014	11	13	1439117594
2014	11	12	1512202360
2014	11	11	1337416163
2014	11	10	1342372982
2014	11	9	1504557370
2014	11	8	1078458677
2014	11	7	1341908085
2014	11	6	1441971427
2014	11	5	1339815386
2014	11	4	1352152956
2014	11	3	1658571291
2014	11	2	1264623465
2014	11	1	1257724969
2014	10	31	1288146038
2014	10	30	1386147032
2014	10	29	1427478919
2014	10	28	1336919791
2014	10	27	1352589194
2014	10	26	1122128422
2014	10	25	1110930101
2014	10	24	1235002581
2014	10	23	1279445941
2014	10	22	1267184925
2014	10	21	1301537323
2014	10	20	1295595559
2014	10	19	1055272153
2014	10	18	1035069092
2014	10	17	1170451158
2014	10	16	1215888547
2014	10	15	1255077471
2014	10	14	1326556263
2014	10	13	1310403550
2014	10	12	1101613637
2014	10	11	1038153171
2014	10	10	1300507017
2014	10	9	1390439876
2014	10	8	1253986648
2014	10	7	1336032911
2014	10	6	1261174465
2014	10	5	1189447047
2014	10	4	1257120078
2014	10	3	1207576762
2014	10	2	1124874892
2014	10	1	1291355722
2014	9	30	1212654940
2014	9	29	1219074481
2014	9	28	1076874401
2014	9	27	1047057790
2014	9	26	4785118349
2014	9	25	1321049144
2014	9	24	1235686671
2014	9	23	1274391608
2014	9	22	1171465132
2014	9	21	933716280
2014	9	20	1026633681
2014	9	19	1061078897
2014	9	18	1234660263
2014	9	17	1226986597
2014	9	16	1435162373
2014	9	15	1222944483
2014	9	14	1123423996
2014	9	13	954517518
2014	9	12	1070477886
2014	9	11	1015059039
2014	9	10	1274883973
2014	9	9	1411448904
2014	9	8	1220418844
2014	9	7	1979030044
2014	9	6	961430998
2014	9	5	1104072468
2014	9	4	1119739332
2014	9	3	1112706440
2014	9	2	1159704012
2014	9	1	1091278347
2014	8	31	889399010
2014	8	30	913520702
2014	8	29	1042778542
2014	8	28	1039725982
2014	8	27	1154152570
2014	8	26	1156150685
2014	8	25	1645338417
2014	8	24	904448264
2014	8	23	862310978
2014	8	22	1075447813
2014	8	21	1143122201
2014	8	20	1196609234
2014	8	19	1280157171
2014	8	18	1175673016
2014	8	17	3732208652
2014	8	16	1305170457
2014	8	15	1203876959
2014	8	14	1219660765
2014	8	13	1241970851
2014	8	12	1252436069
2014	8	11	1225468145
2014	8	10	983127720
2014	8	9	930738340
2014	8	8	1116762997
2014	8	7	1097700977
2014	8	6	1316238132
2014	8	5	1210342599
2014	8	4	1109744160
2014	8	3	855001533
2014	8	2	846604847
2014	8	1	1067915418
2014	7	31	1125832902
2014	7	30	1103235411
2014	7	29	1039546815
2014	7	28	1035052053
2014	7	27	890936210
2014	7	26	873951865
2014	7	25	1029317626
2014	7	24	1069751731
2014	7	23	1100879636
2014	7	22	1171344544
2014	7	21	1059027192
2014	7	20	898402817
2014	7	19	1035413294
2014	7	18	1194868880
2014	7	17	1176351954
2014	7	16	1261360631
2014	7	15	1251728456
2014	7	14	1175980369
2014	7	13	942346258
2014	7	12	871204703
2014	7	11	1087078401
2014	7	10	1118585911
2014	7	9	1168912918
2014	7	8	1227727536
2014	7	7	1121868823
2014	7	6	922847962
2014	7	5	829427605
2014	7	4	1011443135
2014	7	3	1097580230
2014	7	2	1274840425
2014	7	1	1311584120
2014	6	30	1188919685
2014	6	29	871685196
2014	6	28	926408687
2014	6	27	1070192844
2014	6	26	1013416507
2014	6	25	1236028780
2014	6	24	1106251476
2014	6	23	1129559499
2014	6	22	902204780
2014	6	21	918948220
2014	6	20	1071588434
2014	6	19	1172007406
2014	6	18	1291108153
2014	6	17	1202490540
2014	6	16	1198941586
2014	6	15	953850979
2014	6	14	908986917
2014	6	13	1154801410
2014	6	12	1293722403
2014	6	11	1127334026
2014	6	10	1164592603
2014	6	9	1109517441
2014	6	8	884632234
2014	6	7	878221121
2014	6	6	1080069596
2014	6	5	1234989787
2014	6	4	1200635921
2014	6	3	1344054734
2014	6	2	1170443213
2014	6	1	1075014255
2014	5	31	964770833
2014	5	30	1159815107
2014	5	29	1195135479
2014	5	28	1395978274
2014	5	27	1214135874
2014	5	26	1257750285
2014	5	25	1014448351
2014	5	24	1123540029
2014	5	23	1272896008
2014	5	22	1275997199
2014	5	21	1279533682
2014	5	20	1338509866
2014	5	19	1140509824
2014	5	18	871450665
2014	5	17	931030062
2014	5	16	1163597683
2014	5	15	1280133980
2014	5	14	1208030118
2014	5	13	1237220357
2014	5	12	1393177704
2014	5	11	970016918
2014	5	10	1009687328
2014	5	9	1557402453
2014	5	8	1358433577
2014	5	7	1354172333
2014	5	6	1500387446
2014	5	5	1353297617
2014	5	4	988528194
2014	5	3	1028949159
2014	5	2	1187743613
2014	5	1	1084631035
2014	4	30	1295362061
2014	4	29	1261638574
2014	4	28	1279024099
2014	4	27	1174870756
2014	4	26	913901624
2014	4	25	1364442103
2014	4	24	1494749758
2014	4	23	1456230652
2014	4	22	1529422985
2014	4	21	1247640246
2014	4	20	1086690665
2014	4	19	1261314875
2014	4	18	1216011272
2014	4	17	1499553797
2014	4	16	1427444650
2014	4	15	1649954518
2014	4	14	1533806640
2014	4	13	1029986168
2014	4	12	907114824
2014	4	11	1394326692
2014	4	10	1437984843
2014	4	9	2025920875
2014	4	8	1476358943
2014	4	7	1419487722
2014	4	6	1034855898
2014	4	5	1116666447
2014	4	4	1352233973
2014	4	3	1344998103
2014	4	2	1324419169
2014	4	1	1231562078
2014	3	31	1263855609
2014	3	30	1088456963
2014	3	29	979142385
2014	3	28	1232486726
2014	3	27	1376146264
2014	3	26	1514818021
2014	3	25	1455404643
2014	3	24	1299764579
2014	3	23	1113423626
2014	3	22	1757915737
2014	3	21	1467722865
2014	3	20	1373412060
2014	3	19	1348145116
2014	3	18	974137670
2014	3	17	1308166330
2014	3	16	1238310041
2014	3	15	1091359883
2014	3	14	1365532312
2014	3	13	1465089124
2014	3	12	1651719963
2014	3	11	1529331241
2014	3	10	1626715826
2014	3	9	1228010559
2014	3	8	1162425694
2014	3	7	1386113137
2014	3	6	1465574101
2014	3	5	1432140013
2014	3	4	1738424603
2014	3	3	1723526890
2014	3	2	1082910593
2014	3	1	1259578282
2014	2	28	1640787615
2014	2	27	1441419632
2014	2	26	1486319291
2014	2	25	1770847152
2014	2	24	1521980169
