year	month	day	total_gas_fee
2020	7	14	6295443097
2020	7	13	4091827816
2020	7	12	2458523070
2020	7	11	3269940240
2020	7	10	4841811415
2020	7	9	5508128328
2020	7	8	4768607406
2020	7	7	4072918894
2020	7	6	3690829526
2020	7	5	2510955930
2020	7	4	3187048128
2020	7	3	5378625541
2020	7	2	5601403666
2020	7	1	6282571084
2020	6	30	4297241908
2020	6	29	3339475024
2020	6	28	1969907106
2020	6	27	2340413949
2020	6	26	3404227231
2020	6	25	4008334016
2020	6	24	4235734490
2020	6	23	4581049682
2020	6	22	3615947427
2020	6	21	2497941736
2020	6	20	3001002493
2020	6	19	5027471305
2020	6	18	4408269654
2020	6	17	4779264099
2020	6	16	5059742513
2020	6	15	3418315891
2020	6	14	1629688827
2020	6	13	2108334260
2020	6	12	2991881048
2020	6	11	3859236598
2020	6	10	3838552450
2020	6	9	3517462860
2020	6	8	4172247948
2020	6	7	2632906276
2020	6	6	3192632001
2020	6	5	5599573563
2020	6	4	6237744471
2020	6	3	8216455447
2020	6	2	9792708045
2020	6	1	7973065264
2020	5	31	6102644621
2020	5	30	6843244870
2020	5	29	9410951218
2020	5	28	8834237133
2020	5	27	7789905605
2020	5	26	8047442225
2020	5	25	9237630560
2020	5	24	7343623594
2020	5	23	10803281588
2020	5	22	15863953474
2020	5	21	20149979488
2020	5	20	19228599464
2020	5	19	18234876244
2020	5	18	16390960993
2020	5	17	10065014834
2020	5	16	10831654619
2020	5	15	16177900478
2020	5	14	14559263376
2020	5	13	10886188214
2020	5	12	10981191323
2020	5	11	8860442418
2020	5	10	6327358086
2020	5	9	8706031277
2020	5	8	10410178500
2020	5	7	8831823092
2020	5	6	6853849328
2020	5	5	7189874272
2020	5	4	6705887239
2020	5	3	5728031251
2020	5	2	6824207768
2020	5	1	11019665812
2020	4	30	10667585999
2020	4	29	5172660237
2020	4	28	2779591192
2020	4	27	2807989150
2020	4	26	2075041249
2020	4	25	2781417372
2020	4	24	3706157042
2020	4	23	4112345331
2020	4	22	2537330280
2020	4	21	2337622201
2020	4	20	2197670283
2020	4	19	1556965781
2020	4	18	1926357420
2020	4	17	2554078133
2020	4	16	2864066108
2020	4	15	2654420742
2020	4	14	2246964436
2020	4	13	1674379536
2020	4	12	1286445785
2020	4	11	1375253175
2020	4	10	2078686915
2020	4	9	2329595386
2020	4	8	2266278450
2020	4	7	2532409774
2020	4	6	2099212028
2020	4	5	1364940917
2020	4	4	1667009774
2020	4	3	2582618528
2020	4	2	2501439071
2020	4	1	2674327122
2020	3	31	2906116194
2020	3	30	2624289384
2020	3	29	2106190880
2020	3	28	2881999627
2020	3	27	4157854400
2020	3	26	5505597495
2020	3	25	4540177404
2020	3	24	4474357832
2020	3	23	5142451024
2020	3	22	3334176341
2020	3	21	4708077798
2020	3	20	7998994299
2020	3	19	6845700527
2020	3	18	5877164193
2020	3	17	6225196409
2020	3	16	6156626918
2020	3	15	4430830399
2020	3	14	5286649863
2020	3	13	8431311198
2020	3	12	5916829292
2020	3	11	2956150425
2020	3	10	2794128010
2020	3	9	2561204951
2020	3	8	1614238732
2020	3	7	1853853474
2020	3	6	2663263902
2020	3	5	2437165686
2020	3	4	2425737051
2020	3	3	2471643759
2020	3	2	2293901727
2020	3	1	1444661165
2020	2	29	1850395585
2020	2	28	2628258744
2020	2	27	2695964399
2020	2	26	2929911468
2020	2	25	2454482939
2020	2	24	2292426270
2020	2	23	1662073804
2020	2	22	1832436669
2020	2	21	2354449483
2020	2	20	2779666259
2020	2	19	3142856170
2020	2	18	3012812537
2020	2	17	2529770103
2020	2	16	2159936997
2020	2	15	2854821404
2020	2	14	3217258486
2020	2	13	3547858608
2020	2	12	3739850183
2020	2	11	3477248558
2020	2	10	2758066679
2020	2	9	1982178690
2020	2	8	2133690612
2020	2	7	3151759356
2020	2	6	2710635364
2020	2	5	2544140813
2020	2	4	2374587464
2020	2	3	2153312454
2020	2	2	1694878932
2020	2	1	1748159990
2020	1	31	2253135857
2020	1	30	1964580869
2020	1	29	2042515898
2020	1	28	2298737848
2020	1	27	1978717492
2020	1	26	1057299079
2020	1	25	1139326294
2020	1	24	1610082373
2020	1	23	2103754657
2020	1	22	2167952284
2020	1	21	2051905021
2020	1	20	1774334005
2020	1	19	1651759350
2020	1	18	1776555017
2020	1	17	2429323765
2020	1	16	2385247351
2020	1	15	3135812937
2020	1	14	2622157700
2020	1	13	1763102526
2020	1	12	1453164303
2020	1	11	1838352814
2020	1	10	3256513430
2020	1	9	2978119837
2020	1	8	3083081053
2020	1	7	2556190656
2020	1	6	2049312376
2020	1	5	1188711242
2020	1	4	1231216518
2020	1	3	1638979535
2020	1	2	1378084459
2020	1	1	997099973
2019	12	31	1484211896
2019	12	30	1590283263
2019	12	29	1260924730
2019	12	28	1380390964
2019	12	27	1711633792
2019	12	26	1891209694
2019	12	25	1313196764
2019	12	24	1760848203
2019	12	23	1887107421
2019	12	22	1280407837
2019	12	21	1660936724
2019	12	20	2547719556
2019	12	19	2871547007
2019	12	18	2748314294
2019	12	17	2292717755
2019	12	16	2216325645
2019	12	15	2044781660
2019	12	14	1536404462
2019	12	13	2247116310
2019	12	12	2256385567
2019	12	11	2460426083
2019	12	10	2322218997
2019	12	9	2182070486
2019	12	8	1450348020
2019	12	7	1805659965
2019	12	6	2503292648
2019	12	5	2324165709
2019	12	4	2954553925
2019	12	3	2547734062
2019	12	2	2609108998
2019	12	1	2190876399
2019	11	30	2723029381
2019	11	29	3270649438
2019	11	28	2617198877
2019	11	27	3386031284
2019	11	26	3986894065
2019	11	25	3218493307
2019	11	24	1701472240
2019	11	23	2154802760
2019	11	22	4002095823
2019	11	21	3685944226
2019	11	20	2736373955
2019	11	19	3436839889
2019	11	18	2782718296
2019	11	17	2108122965
2019	11	16	2293336843
2019	11	15	2964859081
2019	11	14	2964079727
2019	11	13	3431516352
2019	11	12	2865525709
2019	11	11	2956238739
2019	11	10	2386642196
2019	11	9	2944260954
2019	11	8	4088879104
2019	11	7	3973640604
2019	11	6	3866539842
2019	11	5	4373232482
2019	11	4	4828785176
2019	11	3	2606616560
2019	11	2	2769024942
2019	11	1	4018774408
2019	10	31	3546517509
2019	10	30	3365141019
2019	10	29	3547022733
2019	10	28	3798415405
2019	10	27	3397050101
2019	10	26	4785635330
2019	10	25	3608670023
2019	10	24	2895992490
2019	10	23	3107041069
2019	10	22	2221592037
2019	10	21	2063255238
2019	10	20	1584344804
2019	10	19	1830723571
2019	10	18	2494346328
2019	10	17	2540381954
2019	10	16	2913647841
2019	10	15	2589458072
2019	10	14	2382030921
2019	10	13	1618085575
2019	10	12	2076242438
2019	10	11	2783013723
2019	10	10	3346657648
2019	10	9	3036615188
2019	10	8	2765920023
2019	10	7	2470415950
2019	10	6	1649098962
2019	10	5	1914811395
2019	10	4	2780367596
2019	10	3	3788399226
2019	10	2	3720021491
2019	10	1	4826497357
2019	9	30	4101329030
2019	9	29	2100156166
2019	9	28	2316487157
2019	9	27	3426327785
2019	9	26	3264172934
2019	9	25	4282475804
2019	9	24	3846150022
2019	9	23	3219540269
2019	9	22	2052728871
2019	9	21	2340048063
2019	9	20	3203804814
2019	9	19	3654501485
2019	9	18	3412588668
2019	9	17	3464137449
2019	9	16	2925867219
2019	9	15	1824300380
2019	9	14	2102471880
2019	9	13	2754043167
2019	9	12	2951206759
2019	9	11	3477775666
2019	9	10	3734868133
2019	9	9	3271159075
2019	9	8	2174727421
2019	9	7	2671813665
2019	9	6	3739638382
2019	9	5	3669293406
2019	9	4	3734474772
2019	9	3	3897833529
2019	9	2	2876124703
2019	9	1	2006226895
2019	8	31	2403741901
2019	8	30	3446053373
2019	8	29	3391744300
2019	8	28	3387031855
2019	8	27	3398335977
2019	8	26	3317030815
2019	8	25	2157904241
2019	8	24	3009100724
2019	8	23	4147394501
2019	8	22	5399879943
2019	8	21	5222587338
2019	8	20	4669008955
2019	8	19	4166948045
2019	8	18	2917234292
2019	8	17	3538250195
2019	8	16	5133526040
2019	8	15	5384796972
2019	8	14	5870170397
2019	8	13	7509047834
2019	8	12	5054359801
2019	8	11	3034570890
2019	8	10	3969033865
2019	8	9	6533402972
2019	8	8	7035974254
2019	8	7	7082696510
2019	8	6	4580524692
2019	8	5	4225818140
2019	8	4	1972213176
2019	8	3	2747791508
2019	8	2	4468839341
2019	8	1	4673246753
2019	7	31	5361582214
2019	7	30	6022741784
2019	7	29	3974585484
2019	7	28	2646571032
2019	7	27	3304147241
2019	7	26	4651899261
2019	7	25	5616150579
2019	7	24	4990886061
2019	7	23	5172742398
2019	7	22	5388043597
2019	7	21	3755119006
2019	7	20	5004991704
2019	7	19	7110278562
2019	7	18	7210541604
2019	7	17	6450187448
2019	7	16	6269846283
2019	7	15	6391746490
2019	7	14	4072985688
2019	7	13	4438220922
2019	7	12	6742668665
2019	7	11	7936667460
2019	7	10	8564297124
2019	7	9	7127502267
2019	7	8	6746056127
2019	7	7	4561655545
2019	7	6	5061747346
2019	7	5	7589684282
2019	7	4	8384208402
2019	7	3	9474754649
2019	7	2	11788960184
2019	7	1	12693823662
2019	6	30	10491860437
2019	6	29	10876597550
2019	6	28	18226443511
2019	6	27	20010125128
2019	6	26	18406503874
2019	6	25	12110744515
2019	6	24	10209827261
2019	6	23	8123531107
2019	6	22	12247914731
2019	6	21	12623246862
2019	6	20	11181603852
2019	6	19	10575494722
2019	6	18	11653825829
2019	6	17	11779979394
2019	6	16	7436012488
2019	6	15	7870156593
2019	6	14	11794954717
2019	6	13	10945513590
2019	6	12	10886976113
2019	6	11	11058719487
2019	6	10	10183001618
2019	6	9	6299063806
2019	6	8	7336472651
2019	6	7	10649246900
2019	6	6	12218994068
2019	6	5	15942665516
2019	6	4	21791296317
2019	6	3	19899326951
2019	6	2	11844554020
2019	6	1	15942190914
2019	5	31	20503723630
2019	5	30	18820649317
2019	5	29	18708362645
2019	5	28	19295031406
2019	5	27	18931338885
2019	5	26	9588613898
2019	5	25	12811880175
2019	5	24	19188316682
2019	5	23	16396291640
2019	5	22	17673831345
2019	5	21	20248141460
2019	5	20	18609991132
2019	5	19	12566729304
2019	5	18	13478731749
2019	5	17	22726659937
2019	5	16	22851579452
2019	5	15	19235907380
2019	5	14	13268789564
2019	5	13	11220050336
2019	5	12	10408015488
2019	5	11	12512338209
2019	5	10	12374361638
2019	5	9	10695654809
2019	5	8	11230765219
2019	5	7	9231932906
2019	5	6	7631168717
2019	5	5	6287230397
2019	5	4	6062915441
2019	5	3	8127225085
2019	5	2	6471081505
2019	5	1	6562521893
2019	4	30	8548463465
2019	4	29	7095469952
2019	4	28	4795393039
2019	4	27	5442092725
2019	4	26	9144744899
2019	4	25	9430087588
2019	4	24	13067492641
2019	4	23	9648121035
2019	4	22	7012693315
2019	4	21	5031279868
2019	4	20	5809103814
2019	4	19	7843301725
2019	4	18	7241958660
2019	4	17	7714980905
2019	4	16	7656869368
2019	4	15	7896972247
2019	4	14	5742373876
2019	4	13	6622119369
2019	4	12	10056571481
2019	4	11	11528509796
2019	4	10	11178539463
2019	4	9	11492556114
2019	4	8	13054444043
2019	4	7	8551644481
2019	4	6	8084759712
2019	4	5	11482307281
2019	4	4	15446353030
2019	4	3	14210298824
2019	4	2	11448978878
2019	4	1	6184673730
2019	3	31	4461425508
2019	3	30	5467372903
2019	3	29	6348208552
2019	3	28	4781690988
2019	3	27	4802051729
2019	3	26	3641495629
2019	3	25	2920096219
2019	3	24	1567630252
2019	3	23	1794886278
2019	3	22	2714701994
2019	3	21	3553040752
2019	3	20	2719979230
2019	3	19	2230871865
2019	3	18	2237480548
2019	3	17	1678071195
2019	3	16	2236301366
2019	3	15	3112448995
2019	3	14	3756437664
2019	3	13	3604315035
2019	3	12	3150427651
2019	3	11	3082179358
2019	3	10	1908668276
2019	3	9	2454420613
2019	3	8	3453420729
2019	3	7	3815885184
2019	3	6	3843684345
2019	3	5	2902363002
2019	3	4	2845991569
2019	3	3	2138429981
2019	3	2	2532153705
2019	3	1	3048611973
2019	2	28	3029594178
2019	2	27	3266318415
2019	2	26	3584517142
2019	2	25	3885345862
2019	2	24	2955542146
2019	2	23	2543940867
2019	2	22	3901280561
2019	2	21	3471560858
2019	2	20	3776184521
2019	2	19	3659295015
2019	2	18	2940410079
2019	2	17	1917235936
2019	2	16	2236572171
2019	2	15	2646547377
2019	2	14	2618039800
2019	2	13	3563755618
2019	2	12	3431602175
2019	2	11	2313798165
2019	2	10	1362075475
2019	2	9	1775264078
2019	2	8	2091053599
2019	2	7	1674141122
2019	2	6	2179051765
2019	2	5	1721081291
2019	2	4	1708811248
2019	2	3	1474322284
2019	2	2	1892618462
2019	2	1	3311076701
2019	1	31	2903627429
2019	1	30	2122346169
2019	1	29	2314980149
2019	1	28	2416321392
2019	1	27	1590784813
2019	1	26	1988019910
2019	1	25	2482339222
2019	1	24	2298899396
2019	1	23	2267278096
2019	1	22	2090036540
2019	1	21	1991907516
2019	1	20	1442266508
2019	1	19	1757732062
2019	1	18	2091797749
2019	1	17	2348759589
2019	1	16	2507927963
2019	1	15	2120358949
2019	1	14	1999425343
2019	1	13	1417709438
2019	1	12	1712273992
2019	1	11	2425918558
2019	1	10	2584515048
2019	1	9	2416978699
2019	1	8	2094683492
2019	1	7	2387585077
2019	1	6	1659508434
2019	1	5	1227107591
2019	1	4	1957925017
2019	1	3	1916783820
2019	1	2	1804040760
2019	1	1	1122870449
2018	12	31	1590842885
2018	12	30	1391108006
2018	12	29	1531251107
2018	12	28	1797068908
2018	12	27	1691659845
2018	12	26	1622660938
2018	12	25	1828673875
2018	12	24	2301715097
2018	12	23	1544952443
2018	12	22	1877646281
2018	12	21	3095900116
2018	12	20	2762806589
2018	12	19	3292958464
2018	12	18	2657834854
2018	12	17	2097551137
2018	12	16	1484875261
2018	12	15	1837318136
2018	12	14	2509538231
2018	12	13	2208826418
2018	12	12	2235779149
2018	12	11	2331901099
2018	12	10	2297283382
2018	12	9	1683358837
2018	12	8	1975236340
2018	12	7	3119535557
2018	12	6	2847570217
2018	12	5	2631110179
2018	12	4	3150009203
2018	12	3	3112664818
2018	12	2	2324535308
2018	12	1	3111731237
2018	11	30	4077812171
2018	11	29	4507238045
2018	11	28	3873742361
2018	11	27	3738312649
2018	11	26	3827901151
2018	11	25	3201112732
2018	11	24	3117997638
2018	11	23	3698433712
2018	11	22	3913421764
2018	11	21	4995016009
2018	11	20	6936765011
2018	11	19	3996948610
2018	11	18	1803746701
2018	11	17	2155099415
2018	11	16	3692729384
2018	11	15	3865118054
2018	11	14	2582337117
2018	11	13	1807251239
2018	11	12	1917199757
2018	11	11	1413978687
2018	11	10	1664920253
2018	11	9	2242896582
2018	11	8	2099890399
2018	11	7	2033841084
2018	11	6	1918392815
2018	11	5	1868872972
2018	11	4	1283578294
2018	11	3	1359185156
2018	11	2	1832471846
2018	11	1	1745938887
2018	10	31	1665229276
2018	10	30	1877140942
2018	10	29	1960417590
2018	10	28	1651393590
2018	10	27	1309651959
2018	10	26	1791509911
2018	10	25	1753993992
2018	10	24	1694168952
2018	10	23	1658331992
2018	10	22	1669951180
2018	10	21	1246404029
2018	10	20	1432509812
2018	10	19	1765876226
2018	10	18	1805926167
2018	10	17	1885008030
2018	10	16	1931942675
2018	10	15	2309602031
2018	10	14	1241784997
2018	10	13	1328476496
2018	10	12	1844585713
2018	10	11	1841720560
2018	10	10	1563393730
2018	10	9	1666631934
2018	10	8	1679599849
2018	10	7	1306671747
2018	10	6	1757876392
2018	10	5	2133672301
2018	10	4	1870916379
2018	10	3	2136448501
2018	10	2	2572269107
2018	10	1	2182334691
2018	9	30	1542794706
2018	9	29	1910685859
2018	9	28	2891825487
2018	9	27	2365350638
2018	9	26	2013386640
2018	9	25	2031737127
2018	9	24	1550844294
2018	9	23	1447737832
2018	9	22	1865597145
2018	9	21	2561259462
2018	9	20	1826192982
2018	9	19	1709335521
2018	9	18	1901368472
2018	9	17	1745767671
2018	9	16	1307015213
2018	9	15	1569995673
2018	9	14	2121893106
2018	9	13	2029803773
2018	9	12	2391441308
2018	9	11	2327470384
2018	9	10	1997514305
2018	9	9	1837028897
2018	9	8	1881937591
2018	9	7	2792194982
2018	9	6	3129006024
2018	9	5	3182732747
2018	9	4	2410653790
2018	9	3	1991598267
2018	9	2	1630331710
2018	9	1	1921172220
2018	8	31	2525628116
2018	8	30	2410101603
2018	8	29	2364752291
2018	8	28	4521346372
2018	8	27	3265580356
2018	8	26	2780300602
2018	8	25	2106312548
2018	8	24	1915356329
2018	8	23	1930837036
2018	8	22	2427418043
2018	8	21	2475227584
2018	8	20	2907233893
2018	8	19	1704586085
2018	8	18	1645331646
2018	8	17	2488424895
2018	8	16	2404769454
2018	8	15	2216329503
2018	8	14	2645582537
2018	8	13	1992080467
2018	8	12	1277525693
2018	8	11	1539050663
2018	8	10	2041451761
2018	8	9	2075020750
2018	8	8	2075086011
2018	8	7	1861533926
2018	8	6	1775048620
2018	8	5	1362993280
2018	8	4	1719453121
2018	8	3	2321487948
2018	8	2	2520903778
2018	8	1	2128329860
2018	7	31	2558296970
2018	7	30	2457789474
2018	7	29	1567077716
2018	7	28	1674880998
2018	7	27	2072404572
2018	7	26	2388022702
2018	7	25	2682417337
2018	7	24	2964295029
2018	7	23	2612072165
2018	7	22	1477231882
2018	7	21	1737819099
2018	7	20	2308779797
2018	7	19	2882741906
2018	7	18	3182668475
2018	7	17	2494209666
2018	7	16	2361292569
2018	7	15	1527821656
2018	7	14	1501264127
2018	7	13	1953514153
2018	7	12	1863321237
2018	7	11	2044250057
2018	7	10	2286071401
2018	7	9	1992606527
2018	7	8	1564479917
2018	7	7	1656969368
2018	7	6	2170281974
2018	7	5	1976600519
2018	7	4	2154452916
2018	7	3	2790259772
2018	7	2	2348063765
2018	7	1	1679288960
2018	6	30	2360409759
2018	6	29	2741063627
2018	6	28	2715925646
2018	6	27	3215886049
2018	6	26	3234384664
2018	6	25	3468013653
2018	6	24	2703085817
2018	6	23	3193798474
2018	6	22	6893682020
2018	6	21	7352012206
2018	6	20	20328532024
2018	6	19	8380865389
2018	6	18	1752291191
2018	6	17	2348902029
2018	6	16	1644224754
2018	6	15	2319453295
2018	6	14	2801723114
2018	6	13	3741423181
2018	6	12	2190653344
2018	6	11	2467101897
2018	6	10	1670095310
2018	6	9	1870736710
2018	6	8	1789042019
2018	6	7	2066993650
2018	6	6	1945797160
2018	6	5	1852827963
2018	6	4	2071075272
2018	6	3	1530740380
2018	6	2	1627842016
2018	6	1	2037476636
2018	5	31	2165414270
2018	5	30	2266213792
2018	5	29	2863684227
2018	5	28	2912400991
2018	5	27	1947089221
2018	5	26	2251408114
2018	5	25	3037696335
2018	5	24	2975362781
2018	5	23	3082025138
2018	5	22	2652413321
2018	5	21	3128915469
2018	5	20	2498915763
2018	5	19	3142390531
2018	5	18	7013995212
2018	5	17	5405727301
2018	5	16	3235890796
2018	5	15	3783474629
2018	5	14	3525774075
2018	5	13	2333858622
2018	5	12	2838834405
2018	5	11	3861210375
2018	5	10	2671177891
2018	5	9	3052956993
2018	5	8	3429413578
2018	5	7	3590014262
2018	5	6	3128195837
2018	5	5	3217831497
2018	5	4	3937853649
2018	5	3	3940065166
2018	5	2	3888684015
2018	5	1	3175790178
2018	4	30	3671911167
2018	4	29	3488624020
2018	4	28	4194707220
2018	4	27	5563050596
2018	4	26	6758831497
2018	4	25	9173241634
2018	4	24	6541086420
2018	4	23	2913376866
2018	4	22	2173949684
2018	4	21	2840590158
2018	4	20	2902296386
2018	4	19	2767228390
2018	4	18	2531797642
2018	4	17	2613707878
2018	4	16	2573063079
2018	4	15	2430501194
2018	4	14	2375939568
2018	4	13	3636336175
2018	4	12	3570920887
2018	4	11	2275353142
2018	4	10	2298846383
2018	4	9	2242407623
2018	4	8	2101734283
2018	4	7	2716559493
2018	4	6	3453138383
2018	4	5	2446293557
2018	4	4	2481899369
2018	4	3	2512929851
2018	4	2	2139248333
2018	4	1	1828180544
2018	3	31	2007447617
2018	3	30	2576466930
2018	3	29	2720122872
2018	3	28	2409273355
2018	3	27	2751028124
2018	3	26	2698506764
2018	3	25	2023147507
2018	3	24	2176498898
2018	3	23	2625767336
2018	3	22	2772478850
2018	3	21	3102527440
2018	3	20	3137907950
2018	3	19	3078064883
2018	3	18	2533293823
2018	3	17	2151541723
2018	3	16	2965177072
2018	3	15	3664624829
2018	3	14	3704036657
2018	3	13	6067628875
2018	3	12	3346783473
2018	3	11	3961038377
2018	3	10	4027322368
2018	3	9	3484594140
2018	3	8	3563080068
2018	3	7	3483770640
2018	3	6	3724003205
2018	3	5	4453138052
2018	3	4	3346586197
2018	3	3	3796379904
2018	3	2	4201376982
2018	3	1	5205574602
2018	2	28	5129908837
2018	2	27	5054578675
2018	2	26	4619035139
2018	2	25	4144060303
2018	2	24	9610766905
2018	2	23	7394810594
2018	2	22	3760222865
2018	2	21	4068256761
2018	2	20	5223072575
2018	2	19	5090811190
2018	2	18	4458328081
2018	2	17	4863875388
2018	2	16	5825713445
2018	2	15	6408005499
2018	2	14	6375846926
2018	2	13	6857325292
2018	2	12	6996971094
2018	2	11	6196458348
2018	2	10	8879565618
2018	2	9	8836425123
2018	2	8	8798500449
2018	2	7	12352109098
2018	2	6	16426998571
2018	2	5	17376750190
2018	2	4	11131669812
2018	2	3	14692776937
2018	2	2	27436258243
2018	2	1	21402754492
2018	1	31	16220623626
2018	1	30	16030090386
2018	1	29	14575112922
2018	1	28	15534485572
2018	1	27	16825469362
2018	1	26	20913221596
2018	1	25	22085446644
2018	1	24	28349809897
2018	1	23	28595800518
2018	1	22	31461253947
2018	1	21	34336269629
2018	1	20	42940319750
2018	1	19	49148999429
2018	1	18	65689753535
2018	1	17	67509668652
2018	1	16	60638246009
2018	1	15	51011761779
2018	1	14	49132446483
2018	1	13	52846632102
2018	1	12	61763579417
2018	1	11	69744083354
2018	1	10	72032570087
2018	1	9	75241820280
2018	1	8	69452640550
2018	1	7	68611400249
2018	1	6	69447790564
2018	1	5	70135602085
2018	1	4	77826109477
2018	1	3	74968547259
2018	1	2	64916497626
2018	1	1	46941303646
2017	12	31	54514452622
2017	12	30	77857110970
2017	12	29	78579504963
2017	12	28	78583389168
2017	12	27	78481712352
2017	12	26	72562381816
2017	12	25	68939441204
2017	12	24	88112136284
2017	12	23	106561559484
2017	12	22	149594647734
2017	12	21	112876167038
2017	12	20	91159174277
2017	12	19	66259550536
2017	12	18	58712548366
2017	12	17	53543867532
2017	12	16	53401138337
2017	12	15	59270393429
2017	12	14	64460794431
2017	12	13	60429794520
2017	12	12	53794407913
2017	12	11	48363865068
2017	12	10	45810029691
2017	12	9	56708842445
2017	12	8	64142966479
2017	12	7	36460560502
2017	12	6	25716995428
2017	12	5	21967975400
2017	12	4	22611990963
2017	12	3	18745114274
2017	12	2	19029585342
2017	12	1	24705190560
2017	11	30	27063114407
2017	11	29	29090212855
2017	11	28	24523091351
2017	11	27	23650308310
2017	11	26	19122207725
2017	11	25	19563976527
2017	11	24	23353648718
2017	11	23	26591956914
2017	11	22	25640318228
2017	11	21	31029655182
2017	11	20	32901817427
2017	11	19	24744354414
2017	11	18	28998839235
2017	11	17	40116643265
2017	11	16	50264025918
2017	11	15	60350996198
2017	11	14	61508687921
2017	11	13	78338626441
2017	11	12	58361046709
2017	11	11	31705792683
2017	11	10	31997295719
2017	11	9	36132993999
2017	11	8	26216939123
2017	11	7	29412731396
2017	11	6	24033789733
2017	11	5	19765639930
2017	11	4	27324972900
2017	11	3	27177385265
2017	11	2	27759079476
2017	11	1	29693760422
2017	10	31	23189499927
2017	10	30	26359097424
2017	10	29	27885712501
2017	10	28	17503828084
2017	10	27	16666745997
2017	10	26	11265051758
2017	10	25	14197537543
2017	10	24	19979056912
2017	10	23	18564433949
2017	10	22	15533193023
2017	10	21	16776730117
2017	10	20	16197244556
2017	10	19	19151239568
2017	10	18	19220267160
2017	10	17	20913726138
2017	10	16	19341946089
2017	10	15	16270732820
2017	10	14	22759563891
2017	10	13	28153458216
2017	10	12	17441451470
2017	10	11	14817289183
2017	10	10	16725820990
2017	10	9	14934098656
2017	10	8	11179647505
2017	10	7	10821556432
2017	10	6	14902120217
2017	10	5	16034424031
2017	10	4	13673283395
2017	10	3	15253441884
2017	10	2	18047323995
2017	10	1	11905349794
2017	9	30	10144145793
2017	9	29	11533216245
2017	9	28	13445160224
2017	9	27	14349865258
2017	9	26	15008561133
2017	9	25	14737049675
2017	9	24	8367519444
2017	9	23	9969585805
2017	9	22	11716416810
2017	9	21	13634884416
2017	9	20	14640700953
2017	9	19	17370341529
2017	9	18	16830810036
2017	9	17	9941066001
2017	9	16	11991780546
2017	9	15	17481664788
2017	9	14	15373503588
2017	9	13	13373148672
2017	9	12	14890795620
2017	9	11	15973383041
2017	9	10	14323841995
2017	9	9	14485041627
2017	9	8	21776572461
2017	9	7	25733579475
2017	9	6	27259987797
2017	9	5	28190480312
2017	9	4	32540168020
2017	9	3	23913526989
2017	9	2	29049925993
2017	9	1	38274200641
2017	8	31	41321489691
2017	8	30	38849753062
2017	8	29	46176014165
2017	8	28	37817846684
2017	8	27	35884272770
2017	8	26	42531312205
2017	8	25	42581587924
2017	8	24	38599923422
2017	8	23	54197068152
2017	8	22	33418474511
2017	8	21	29796496476
2017	8	20	20898199629
2017	8	19	26591179874
2017	8	18	33796192313
2017	8	17	36531634907
2017	8	16	34752500864
2017	8	15	35045038263
2017	8	14	24918827382
2017	8	13	18971104645
2017	8	12	21075240215
2017	8	11	23494470226
2017	8	10	19318600285
2017	8	9	15795191308
2017	8	8	15906311046
2017	8	7	12182649183
2017	8	6	8790639938
2017	8	5	11356678695
2017	8	4	11347123621
2017	8	3	12410595421
2017	8	2	13051485681
2017	8	1	7594662047
2017	7	31	19486886623
2017	7	30	13811682207
2017	7	29	15646665323
2017	7	28	18843132327
2017	7	27	16627056958
2017	7	26	16753481996
2017	7	25	16849293292
2017	7	24	16696352984
2017	7	23	12537693822
2017	7	22	17103691992
2017	7	21	24973969757
2017	7	20	22927219537
2017	7	19	20160223858
2017	7	18	22451846967
2017	7	17	19803657541
2017	7	16	16692852306
2017	7	15	37835756847
2017	7	14	21537764419
2017	7	13	21079018124
2017	7	12	22235199706
2017	7	11	20757617324
2017	7	10	20557250621
2017	7	9	15722803089
2017	7	8	19241183082
2017	7	7	24065571245
2017	7	6	24152060511
2017	7	5	22582080685
2017	7	4	29393425872
2017	7	3	28321012118
2017	7	2	19785958294
2017	7	1	25527403629
2017	6	30	35717190559
2017	6	29	34140053758
2017	6	28	38586002411
2017	6	27	36789377898
2017	6	26	37505657594
2017	6	25	25868838592
2017	6	24	30720884336
2017	6	23	33895972894
2017	6	22	44710509654
2017	6	21	46270370719
2017	6	20	38808537505
2017	6	19	38716284645
2017	6	18	27799559460
2017	6	17	31139831919
2017	6	16	37535139576
2017	6	15	43540345777
2017	6	14	45474199601
2017	6	13	47943977642
2017	6	12	40986437130
2017	6	11	35612024978
2017	6	10	39090403310
2017	6	9	45556014992
2017	6	8	49099044140
2017	6	7	66813204735
2017	6	6	51133813564
2017	6	5	47543804182
2017	6	4	44199355556
2017	6	3	54564725387
2017	6	2	47015193004
2017	6	1	56907004507
2017	5	31	57041985440
2017	5	30	58838790095
2017	5	29	49490441559
2017	5	28	42148503001
2017	5	27	52882782220
2017	5	26	46979624965
2017	5	25	49887943053
2017	5	24	47294001691
2017	5	23	46838356854
2017	5	22	40663804239
2017	5	21	35278845637
2017	5	20	38775385430
2017	5	19	44281193400
2017	5	18	39202141315
2017	5	17	48593611220
2017	5	16	34340900559
2017	5	15	32730377033
2017	5	14	29747622441
2017	5	13	30119440047
2017	5	12	32205057537
2017	5	11	27958022914
2017	5	10	30326495895
2017	5	9	30296153363
2017	5	8	31644955280
2017	5	7	27703575031
